session_id,match,batch_day,expected_hash,computed_hash,batch_root
demo_10-0010,True,,0x8fa3317944ed6469de283a6264a580ea6072179d0d6c145d7dd885b503826213,0x8fa3317944ed6469de283a6264a580ea6072179d0d6c145d7dd885b503826213,
research_20260521_100-0001,True,2026-05-21,0x5d1d92b04ca7169f1c6994dd8eafed04e6639edb9f5bdb101d75eb9029315957,0x5d1d92b04ca7169f1c6994dd8eafed04e6639edb9f5bdb101d75eb9029315957,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0002,True,2026-05-21,0x4d33b301108fdd6ec43e269c939ace08dfb2e00c11792f49ffbf18299429e094,0x4d33b301108fdd6ec43e269c939ace08dfb2e00c11792f49ffbf18299429e094,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0003,True,2026-05-21,0x4ef62829e48ef726e2f2f4575d9b52fc22b87f671eb287079682df02f5b82aca,0x4ef62829e48ef726e2f2f4575d9b52fc22b87f671eb287079682df02f5b82aca,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0004,True,2026-05-21,0x90cb527309a9eaffba1052da717985fd779e44eba0ad933751c4bd98a6769b72,0x90cb527309a9eaffba1052da717985fd779e44eba0ad933751c4bd98a6769b72,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0005,True,2026-05-21,0x9ba02ce663a3dbde8391f5a49072861666fb48124375b8e1c941d8312407b983,0x9ba02ce663a3dbde8391f5a49072861666fb48124375b8e1c941d8312407b983,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0006,True,2026-05-21,0x9e3cac5d88f1d55f6badaaf4608411109b6eca9c877688234880e76c95b2f95f,0x9e3cac5d88f1d55f6badaaf4608411109b6eca9c877688234880e76c95b2f95f,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0007,True,2026-05-21,0x7ae01e70fff69d0e157d0de7ff610e7b8446314af0f9b35b768ed2b5d2428285,0x7ae01e70fff69d0e157d0de7ff610e7b8446314af0f9b35b768ed2b5d2428285,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0008,True,2026-05-21,0x0ea3c9dbf5e6fb0cb679db9293693313783f8f492290740736c89f7c36820139,0x0ea3c9dbf5e6fb0cb679db9293693313783f8f492290740736c89f7c36820139,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0009,True,2026-05-21,0x034fd424244681cd592add74f87d6a6119ce0e46d77a0305f19cc119bac11772,0x034fd424244681cd592add74f87d6a6119ce0e46d77a0305f19cc119bac11772,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0010,True,2026-05-21,0xbde9889da6fbf7e99181aff640229366fd6f1e8e60a8139a0e04f88d06c02f19,0xbde9889da6fbf7e99181aff640229366fd6f1e8e60a8139a0e04f88d06c02f19,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0011,True,2026-05-21,0x3765d82128440d37174c5bda6430cfe2747365c2761719f137ff77808662540e,0x3765d82128440d37174c5bda6430cfe2747365c2761719f137ff77808662540e,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0012,True,2026-05-21,0x8ba46e10d5a7ec60d672baa86d5b75c26a321d78f31b7eb207fe8deaad6e088e,0x8ba46e10d5a7ec60d672baa86d5b75c26a321d78f31b7eb207fe8deaad6e088e,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0013,True,2026-05-21,0x98516599777106063f9b552027615c715712d0016d743b9d4230214ed8326d58,0x98516599777106063f9b552027615c715712d0016d743b9d4230214ed8326d58,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0014,True,2026-05-21,0x7c9b87c5124c211c20caec68c15504aa529ca1bae123450a4b7de0bf1b59444d,0x7c9b87c5124c211c20caec68c15504aa529ca1bae123450a4b7de0bf1b59444d,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0015,True,2026-05-21,0x21922702725ba2b75fdf281328f9b898e4cbf839c60c4e957d9822ddfbdd28f5,0x21922702725ba2b75fdf281328f9b898e4cbf839c60c4e957d9822ddfbdd28f5,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0016,True,2026-05-21,0xa1381e03d8e15747b27caa8ef0c770aeeeac47aad23d2806e699a3dff6634390,0xa1381e03d8e15747b27caa8ef0c770aeeeac47aad23d2806e699a3dff6634390,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0017,True,2026-05-21,0x916fb3f54e482a56426fbe3a9fab5453d446f70ec5eea3104a7e107311aeead0,0x916fb3f54e482a56426fbe3a9fab5453d446f70ec5eea3104a7e107311aeead0,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0018,True,2026-05-21,0xf9b2d454f5145b3103683d33a8c319680985e6eeb488164a054db889e389563a,0xf9b2d454f5145b3103683d33a8c319680985e6eeb488164a054db889e389563a,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0019,True,2026-05-21,0xaeacb845f4501d984161efc97596fdd2f216951446a6914da8664d0ac363eee5,0xaeacb845f4501d984161efc97596fdd2f216951446a6914da8664d0ac363eee5,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0020,True,2026-05-21,0x9bd148d0e827edf09f149e95338e17776c05bd428f2b3785ba8cee6f0d6bd651,0x9bd148d0e827edf09f149e95338e17776c05bd428f2b3785ba8cee6f0d6bd651,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0021,True,2026-05-21,0x4505ee4a8693473b5025f1854024e357fdecd08eee8528525fe6c86a03e4a6ae,0x4505ee4a8693473b5025f1854024e357fdecd08eee8528525fe6c86a03e4a6ae,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0022,True,2026-05-21,0x39f99a7b172b4d852ff9271ed72a1b1210416a088d947566ee0503bb9e420ce7,0x39f99a7b172b4d852ff9271ed72a1b1210416a088d947566ee0503bb9e420ce7,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0023,True,2026-05-21,0xdff9b5cea7c26b6dff88a1336b7768a51464704882a8d168ff17874862ea1f48,0xdff9b5cea7c26b6dff88a1336b7768a51464704882a8d168ff17874862ea1f48,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0024,True,2026-05-21,0x97fc5e262572607a8fa29137fe8002fe87b1f4a2268a5562acf31146daf68c21,0x97fc5e262572607a8fa29137fe8002fe87b1f4a2268a5562acf31146daf68c21,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0025,True,2026-05-21,0x7cb8559f5726203d28657be1ef16fe116f1774c6ba92c12342f707c1f5059046,0x7cb8559f5726203d28657be1ef16fe116f1774c6ba92c12342f707c1f5059046,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0026,True,2026-05-21,0x338b9d44d709af21b59749bb38d4090f7735e4327e519befcbbfc3915291fdff,0x338b9d44d709af21b59749bb38d4090f7735e4327e519befcbbfc3915291fdff,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0027,True,2026-05-21,0xd964dd8c13939f5c48eecbca9c7a63759cbc32769089ec04c7eafbf2dd59c268,0xd964dd8c13939f5c48eecbca9c7a63759cbc32769089ec04c7eafbf2dd59c268,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0028,True,2026-05-21,0x29c7a9eaa666e66c61c73edce7c0ff28ec4e285e26da5d2f7c67a7bfb0953121,0x29c7a9eaa666e66c61c73edce7c0ff28ec4e285e26da5d2f7c67a7bfb0953121,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0029,True,2026-05-21,0x8f8eb52b873aa24f5de5d3c76c270fed4d4b1ada77b82c7c1eaba1066ebc675b,0x8f8eb52b873aa24f5de5d3c76c270fed4d4b1ada77b82c7c1eaba1066ebc675b,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0030,True,2026-05-21,0x477c13186f38d6cbbc41d44cfdb06a5ba0db26a11e819a7bfb3a4dd012c861fc,0x477c13186f38d6cbbc41d44cfdb06a5ba0db26a11e819a7bfb3a4dd012c861fc,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0031,True,2026-05-21,0x828fdaa99ec5ded034ed3f9879438d2e6161810d456b66a4ef287d11e454f2d4,0x828fdaa99ec5ded034ed3f9879438d2e6161810d456b66a4ef287d11e454f2d4,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0032,True,2026-05-21,0x76470e678c6a4b2dc09a1938d26b04a070bfc5dad1e9627afdc86817f0acdef6,0x76470e678c6a4b2dc09a1938d26b04a070bfc5dad1e9627afdc86817f0acdef6,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0033,True,2026-05-21,0x1aab782c021b1d2620fd55e73952d04618113c626f072de1a5d6de1cb267b48a,0x1aab782c021b1d2620fd55e73952d04618113c626f072de1a5d6de1cb267b48a,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0034,True,2026-05-21,0xea2e2dde1b2eb557579ff88b21d82da6b57c013f65b3e3f0977517d1d41eafa0,0xea2e2dde1b2eb557579ff88b21d82da6b57c013f65b3e3f0977517d1d41eafa0,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0035,True,2026-05-21,0xd43c349a46d0b0d6cdfc302772db6d358590218810a49d9637cb48599602dfb9,0xd43c349a46d0b0d6cdfc302772db6d358590218810a49d9637cb48599602dfb9,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0036,True,2026-05-21,0x336526777b52bb3482b7c732be580f1ff8ee569f3e7170a9cf3c162b537ba315,0x336526777b52bb3482b7c732be580f1ff8ee569f3e7170a9cf3c162b537ba315,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0037,True,2026-05-21,0xa16de105a07ed5f60ebe8df86230788f30fde0436fb3b88c1023555e0b3e4da7,0xa16de105a07ed5f60ebe8df86230788f30fde0436fb3b88c1023555e0b3e4da7,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0038,True,2026-05-21,0x42b29d552e096dffd53fa77bcbf571b4db1e6b1a22359faf9bbff1fb34b4d49c,0x42b29d552e096dffd53fa77bcbf571b4db1e6b1a22359faf9bbff1fb34b4d49c,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0039,True,2026-05-21,0x8be53bf9450e62a2c191f4a10abf907c86535bbfdcfa545dabd81637e7899bcd,0x8be53bf9450e62a2c191f4a10abf907c86535bbfdcfa545dabd81637e7899bcd,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0040,True,2026-05-21,0x414b79e85b9590c81cf6789488f39f8e5066e454ace77350a7e1e731c9734df0,0x414b79e85b9590c81cf6789488f39f8e5066e454ace77350a7e1e731c9734df0,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0041,True,2026-05-21,0xff98f7acf3cbce15aaef8247a6d412befa692f88846d34fd8231f36dad3bd6d2,0xff98f7acf3cbce15aaef8247a6d412befa692f88846d34fd8231f36dad3bd6d2,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0042,True,2026-05-21,0x1b85c1cdd93db451c351346fb6133a57a4039c90fd95453f4f9046e61eadde6b,0x1b85c1cdd93db451c351346fb6133a57a4039c90fd95453f4f9046e61eadde6b,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0043,True,2026-05-21,0x017439bd173d893c945ff0bb488d72718f799a60b7187a7bfb48964e335a5e10,0x017439bd173d893c945ff0bb488d72718f799a60b7187a7bfb48964e335a5e10,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0044,True,2026-05-21,0x0a7ce7a99f79892cb834d53427639afc72b5ab56de5ac2d9e33f0ab441f98ddb,0x0a7ce7a99f79892cb834d53427639afc72b5ab56de5ac2d9e33f0ab441f98ddb,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0045,True,2026-05-21,0xea34c64bdb6c4382ef03295c85002b350767cd3375cafdf73a7e191047210dfa,0xea34c64bdb6c4382ef03295c85002b350767cd3375cafdf73a7e191047210dfa,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0046,True,2026-05-21,0xfcb6b81e76791857fb802589a19c5dcb062b31487833a92560391082b5695ca1,0xfcb6b81e76791857fb802589a19c5dcb062b31487833a92560391082b5695ca1,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0047,True,2026-05-21,0xf1f00d34ceb29b60c6fb3ed1312e75d2ae25b7da44da6bfc49e749d505610c63,0xf1f00d34ceb29b60c6fb3ed1312e75d2ae25b7da44da6bfc49e749d505610c63,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0048,True,2026-05-21,0x69b7c364a6e4a4ffc9abe901cf6f50d4dcda7deb7fd3d90288080d8471e7fadd,0x69b7c364a6e4a4ffc9abe901cf6f50d4dcda7deb7fd3d90288080d8471e7fadd,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0049,True,2026-05-21,0xfce64f6692dc5a352ad21b561cccdc79350df309f6edd26d01822ac29143184d,0xfce64f6692dc5a352ad21b561cccdc79350df309f6edd26d01822ac29143184d,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0050,True,2026-05-21,0x80c294ce002f8bb0f69941e8043034ff97e6eba0cb115351d790a3fe76bca684,0x80c294ce002f8bb0f69941e8043034ff97e6eba0cb115351d790a3fe76bca684,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0051,True,2026-05-21,0x1781973dfd17e1dae046ae8e6155cb68acea6b9ac8c8ef0d04f2a843e31056cd,0x1781973dfd17e1dae046ae8e6155cb68acea6b9ac8c8ef0d04f2a843e31056cd,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0052,True,2026-05-21,0xf4b4446cb69ff5df1d23244660e6cc68aaa63c8a6a0c06f51a069fe7a5d26ffe,0xf4b4446cb69ff5df1d23244660e6cc68aaa63c8a6a0c06f51a069fe7a5d26ffe,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0053,True,2026-05-21,0x2bf40fb8d05b11fcdfa7e45b96648e9ac8ce0a910e44acfc64be1d2162f64e42,0x2bf40fb8d05b11fcdfa7e45b96648e9ac8ce0a910e44acfc64be1d2162f64e42,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0054,True,2026-05-21,0xa7fa998d4881be33bde9efaa5990446aa1b1a7ff09e747601e0963941fc93bf6,0xa7fa998d4881be33bde9efaa5990446aa1b1a7ff09e747601e0963941fc93bf6,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0055,True,2026-05-21,0x1fad81e9296bf9770df598abebfcbd5c85cf86c368b7753dc5c95d15c2b252cb,0x1fad81e9296bf9770df598abebfcbd5c85cf86c368b7753dc5c95d15c2b252cb,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0056,True,2026-05-21,0x7b38a6514c0685f4a788b62907211bf112de81b1e29e9480c93d765a30fe2e02,0x7b38a6514c0685f4a788b62907211bf112de81b1e29e9480c93d765a30fe2e02,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0057,True,2026-05-21,0x1a7179b1faae3cd45f8842b2b04f8bbcaef50a12f66952eb7c2cdaba4514fabc,0x1a7179b1faae3cd45f8842b2b04f8bbcaef50a12f66952eb7c2cdaba4514fabc,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0058,True,2026-05-21,0x57241e82e77836a3f969d22496d71886dcac6955f7e348f29509711dfacf293e,0x57241e82e77836a3f969d22496d71886dcac6955f7e348f29509711dfacf293e,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0059,True,2026-05-21,0xed0bc737ec1f3ec4c6eb8de5deb59d42cbc192a2bf14fc88d47dce5f7fe91976,0xed0bc737ec1f3ec4c6eb8de5deb59d42cbc192a2bf14fc88d47dce5f7fe91976,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0060,True,2026-05-21,0x86e2200b3973c909a60147a401ded159072a5f727eed0631c6cc2c4dea6c375f,0x86e2200b3973c909a60147a401ded159072a5f727eed0631c6cc2c4dea6c375f,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0061,True,2026-05-21,0xd43d783ccae9c04726a2818dfaa84715e97a9394e0296d8b9f52f9d94a1777be,0xd43d783ccae9c04726a2818dfaa84715e97a9394e0296d8b9f52f9d94a1777be,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0062,True,2026-05-21,0x455d01b55141fb0a0be3e1de6eb5e1257604362250d6b5519d8e85b18bae5208,0x455d01b55141fb0a0be3e1de6eb5e1257604362250d6b5519d8e85b18bae5208,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0063,True,2026-05-21,0xb4e5d5831da6a159eead2e4a841af9f3525ce09dd1487dc91d06aa2c5b7b746e,0xb4e5d5831da6a159eead2e4a841af9f3525ce09dd1487dc91d06aa2c5b7b746e,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0064,True,2026-05-21,0xec2d0892d789b521c1c5a46e47d9f3f32525520eb8f73728eb4801ae790ffcfb,0xec2d0892d789b521c1c5a46e47d9f3f32525520eb8f73728eb4801ae790ffcfb,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0065,True,2026-05-21,0x4f53a2f4a664a5d39bf1abdc7f5cb9ed5c563742c1f7a3012ac8f5185f2d9820,0x4f53a2f4a664a5d39bf1abdc7f5cb9ed5c563742c1f7a3012ac8f5185f2d9820,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0066,True,2026-05-21,0x58bef90b21b01b3dff2a0287a4eb2fead216f927b4385bfd1f2ecd7bfa52d876,0x58bef90b21b01b3dff2a0287a4eb2fead216f927b4385bfd1f2ecd7bfa52d876,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0067,True,2026-05-21,0x00834e25928a59496db5774f2369ee911d88e019cd7fe3f7ba5e2f8e7214fa50,0x00834e25928a59496db5774f2369ee911d88e019cd7fe3f7ba5e2f8e7214fa50,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0068,True,2026-05-21,0x26cd15f6332e04ef22c0df3e10f41b7bd3533866677ede38b4b57576b46ed1f0,0x26cd15f6332e04ef22c0df3e10f41b7bd3533866677ede38b4b57576b46ed1f0,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0069,True,2026-05-21,0x5a28966699051194fecb7f76a4a0aef042b216b2d5e687b298239782d5cc9f31,0x5a28966699051194fecb7f76a4a0aef042b216b2d5e687b298239782d5cc9f31,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0070,True,2026-05-21,0xf6ffc43ca0e5fb99b98d1c84e8f18235bf25c524034ac545950aae47bdaed626,0xf6ffc43ca0e5fb99b98d1c84e8f18235bf25c524034ac545950aae47bdaed626,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0071,True,2026-05-21,0x11bb13b24fee6075e267c1f483d1411df5e608ec81401f731feaa06c80086b5f,0x11bb13b24fee6075e267c1f483d1411df5e608ec81401f731feaa06c80086b5f,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0072,True,2026-05-21,0x9abd9effe9dc2304f2a09876da02371ab649fb7a933c3748302f0e41a2585f49,0x9abd9effe9dc2304f2a09876da02371ab649fb7a933c3748302f0e41a2585f49,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0073,True,2026-05-21,0xb7f30d6c35a92b9c0cf12dfc51d0143c4db1f6d33e892af21df6af95c6dbb4c4,0xb7f30d6c35a92b9c0cf12dfc51d0143c4db1f6d33e892af21df6af95c6dbb4c4,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0074,True,2026-05-21,0xb177477d1d5c64c81b51751b7cf15173ffcc24cdd2aa5561984d16b11a1c000c,0xb177477d1d5c64c81b51751b7cf15173ffcc24cdd2aa5561984d16b11a1c000c,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0075,True,2026-05-21,0x4d331ffc93caf12a322699072faebf96768bf12bdc77ce58c6d2f05d49c1a243,0x4d331ffc93caf12a322699072faebf96768bf12bdc77ce58c6d2f05d49c1a243,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0076,True,2026-05-21,0xdbda1b9055966780a831362ab294f3652d367d0f48e8cc94237d6156411f9a85,0xdbda1b9055966780a831362ab294f3652d367d0f48e8cc94237d6156411f9a85,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0077,True,2026-05-21,0x613fe53028ca80e86a0fbd7432cdd3f09eaec1fa31568950cd2701101c14766c,0x613fe53028ca80e86a0fbd7432cdd3f09eaec1fa31568950cd2701101c14766c,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0078,True,2026-05-21,0x458f3fc37d6ba93786f11c84ee3651556b4224bc802afb71246e9af88c09f019,0x458f3fc37d6ba93786f11c84ee3651556b4224bc802afb71246e9af88c09f019,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
research_20260521_100-0079,True,2026-05-21,0xa225e71059de6f009530c9c07f6111f29d1916116f5e73b2d9ea2119828af9fe,0xa225e71059de6f009530c9c07f6111f29d1916116f5e73b2d9ea2119828af9fe,0x8151e461e680ab02a0ee5ea8d3a9cda5e2b4e4256fdfd3a969ac64a5a0a2dec8
