session_id,expected_hash,computed_hash,match,import_consistent,export_consistent,net_consistent,settlement_consistent,audit_ok,audit_reason,batch_day,batch_root
research_20260521_1000-0015,0xbf5592ae64442ac399cb590f2d25667ad95daee54a711cab21f96e9baa607c85,0xbf5592ae64442ac399cb590f2d25667ad95daee54a711cab21f96e9baa607c85,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0016,0xbf322474cbd319fbe36a6e9b5fcaa8626e3c3df5355d5be9f02acce379fe8658,0xbf322474cbd319fbe36a6e9b5fcaa8626e3c3df5355d5be9f02acce379fe8658,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0017,0xd5555b6c887d9b4482cd1eee7cf81be6fd0958ac5eb07777d8209b7e3f19ce7c,0xd5555b6c887d9b4482cd1eee7cf81be6fd0958ac5eb07777d8209b7e3f19ce7c,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0018,0xd512cd4f1bc0dd8b6a2e155aeac676f644a32935fa1269f9f318ac7b46678664,0xd512cd4f1bc0dd8b6a2e155aeac676f644a32935fa1269f9f318ac7b46678664,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0019,0x001780a7411070c1d08ed37a6daa37adea9d5519cd2b9b29b7f2910407f00d5f,0x001780a7411070c1d08ed37a6daa37adea9d5519cd2b9b29b7f2910407f00d5f,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0020,0x02e9c94eebed792a5bb5f416f3e03a25525eeef3621ce6912b22519ef91787fc,0x02e9c94eebed792a5bb5f416f3e03a25525eeef3621ce6912b22519ef91787fc,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0021,0xa2ab4a9139a2c07cfca0c463b24cf7872764094eafc4fa10da810d74290f5d00,0xa2ab4a9139a2c07cfca0c463b24cf7872764094eafc4fa10da810d74290f5d00,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0022,0x56923c965bbffb416780db4f25868535a541eb4e1bb7ac6d858c909082e44a91,0x56923c965bbffb416780db4f25868535a541eb4e1bb7ac6d858c909082e44a91,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0023,0x5a2525b608ca19be945081548f5c683e1ddb9c47f4d1c95a887d1bfdd3a1f7c0,0x5a2525b608ca19be945081548f5c683e1ddb9c47f4d1c95a887d1bfdd3a1f7c0,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0024,0xd2eba7d2ed8905e4617a931f8618c799b31e229db3851b506adb37f0b8b2157d,0xd2eba7d2ed8905e4617a931f8618c799b31e229db3851b506adb37f0b8b2157d,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0025,0x11d215522f2bea09bfc33827297668adfe324b788684357c343f8315b9cbb0df,0x11d215522f2bea09bfc33827297668adfe324b788684357c343f8315b9cbb0df,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0026,0xd5a49b2047cb59598b6cf07abe36ea1afe2f2f6408ce5ea54754ff828d3a45c5,0xd5a49b2047cb59598b6cf07abe36ea1afe2f2f6408ce5ea54754ff828d3a45c5,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0027,0x224d1f7da1e32a953fc26b14ad7f05b4ef83a258d5fcd46291beb9d47b04dd56,0x224d1f7da1e32a953fc26b14ad7f05b4ef83a258d5fcd46291beb9d47b04dd56,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0028,0x25cd4d20c1fb443cb1b4d6836b31af40cf97ee16d4d467ab0f0fd6e5ff72d9b3,0x25cd4d20c1fb443cb1b4d6836b31af40cf97ee16d4d467ab0f0fd6e5ff72d9b3,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0029,0x5f50124770b6f2a9712416b21cf29c8957b9dad3e8abb060f088fd0ace31c7d5,0x5f50124770b6f2a9712416b21cf29c8957b9dad3e8abb060f088fd0ace31c7d5,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0030,0x69fbce100739692e4b626a0d1b77cf99aec664f6bb28f7c7c9c23337ddb4a6fa,0x69fbce100739692e4b626a0d1b77cf99aec664f6bb28f7c7c9c23337ddb4a6fa,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0031,0xdb13893b14719deaadc53eeec9afeb08bceba6a8a539db2c6af214600755e672,0xdb13893b14719deaadc53eeec9afeb08bceba6a8a539db2c6af214600755e672,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0032,0xff65d12ebe6fa725a58a39d68d3d8facc54a93ffaeda7c0b105a7907a4743d9d,0xff65d12ebe6fa725a58a39d68d3d8facc54a93ffaeda7c0b105a7907a4743d9d,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0033,0xfe0110a73d046afb0dfb2a999274905d322f42f76c613bc4fcce56480f43aa85,0xfe0110a73d046afb0dfb2a999274905d322f42f76c613bc4fcce56480f43aa85,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0034,0x44c66f8e060cb34df94c4fa8ee4516a43ac5e7de4baae560674d7cf78cc959b4,0x44c66f8e060cb34df94c4fa8ee4516a43ac5e7de4baae560674d7cf78cc959b4,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0035,0x19c65701811eab5787cdd76b54eff5583b223c94e24e3e951815347a9b16289d,0x19c65701811eab5787cdd76b54eff5583b223c94e24e3e951815347a9b16289d,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0036,0x3583ebb561ed4d6f4dbb0b9c719e4aebcacd118a114b8236ec56491553d0b419,0x3583ebb561ed4d6f4dbb0b9c719e4aebcacd118a114b8236ec56491553d0b419,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0037,0x5932b90be281a7b31608bb97abc110e9c93b85fd5a98e982e90f65b55b2f1d00,0x5932b90be281a7b31608bb97abc110e9c93b85fd5a98e982e90f65b55b2f1d00,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0038,0x81bfdbe1206ef389e45b3dea0f9a388d6e641a242fd6b4bfd3c40de690fe96b0,0x81bfdbe1206ef389e45b3dea0f9a388d6e641a242fd6b4bfd3c40de690fe96b0,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0039,0xf33fae568ae3ac8ebda3c68c9c0f0a6789141e5c52d56c7c76ef0758f8168679,0xf33fae568ae3ac8ebda3c68c9c0f0a6789141e5c52d56c7c76ef0758f8168679,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0040,0xa2e21e0943f2ac9730402f7b43667a7c65377a8561a47b3227422f91c3e60c8e,0xa2e21e0943f2ac9730402f7b43667a7c65377a8561a47b3227422f91c3e60c8e,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0041,0x8d11178c837c52512df72a0c28a06512d9bc6e2ec91d91ec58382c3afcfc6597,0x8d11178c837c52512df72a0c28a06512d9bc6e2ec91d91ec58382c3afcfc6597,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0042,0x517aabb464ae30310c42e629024e28c466cebf93ab584bbe2337f2c4c610a566,0x517aabb464ae30310c42e629024e28c466cebf93ab584bbe2337f2c4c610a566,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0043,0x25f96f15959b3d678484ef1d8f4620fbe68d28de24b4824d61020f7a12fa29c3,0x25f96f15959b3d678484ef1d8f4620fbe68d28de24b4824d61020f7a12fa29c3,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0044,0x6d49d6e499371bada4f830dbe95efd21d4c920b1a773c62c8cd2db7439838604,0x6d49d6e499371bada4f830dbe95efd21d4c920b1a773c62c8cd2db7439838604,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0045,0x46d29b6670e931e588c63aefbeb1e09cd5d4059f978a825906fbcb80aaf599f3,0x46d29b6670e931e588c63aefbeb1e09cd5d4059f978a825906fbcb80aaf599f3,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0046,0x5e2759fcfce0a7b22d29f670a5418ee60dcf91efac96d74f8c1e47182cfe236f,0x5e2759fcfce0a7b22d29f670a5418ee60dcf91efac96d74f8c1e47182cfe236f,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0047,0xd04f9731de4a11d980a70afb6005317089bbf8cd015e1b9ea99b142f92139c14,0xd04f9731de4a11d980a70afb6005317089bbf8cd015e1b9ea99b142f92139c14,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0048,0xf0039fcee65d99bcbd7967d6b73d831c2fa4aab7d75a96f6d424f334e530e546,0xf0039fcee65d99bcbd7967d6b73d831c2fa4aab7d75a96f6d424f334e530e546,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0049,0x9d8ab0d1153d6cc3b315a0001fa1a92e7541f86ffb526a1cc66dab87187c060c,0x9d8ab0d1153d6cc3b315a0001fa1a92e7541f86ffb526a1cc66dab87187c060c,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0050,0xe6163683c3c5fea594db756f0d479cc30a4fd0b6b8012e89b5af18802c0b63ca,0xe6163683c3c5fea594db756f0d479cc30a4fd0b6b8012e89b5af18802c0b63ca,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0051,0x19a373c517104486a6d801b86753f33748482a2af05228c3f4c2da4f4f96f320,0x19a373c517104486a6d801b86753f33748482a2af05228c3f4c2da4f4f96f320,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0052,0x47c76f0cdc35e889289d41ce45c990281fcd941efe2a5b00082e379d7be6e0eb,0x47c76f0cdc35e889289d41ce45c990281fcd941efe2a5b00082e379d7be6e0eb,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0053,0xfa8a38effeaded0804bffb3fbfeab50771a936f44bab7c91ba9bd284a21f75e9,0xfa8a38effeaded0804bffb3fbfeab50771a936f44bab7c91ba9bd284a21f75e9,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0054,0xd76159d8de12964246d201f6ea3b610996da033469f804969803311485b44086,0xd76159d8de12964246d201f6ea3b610996da033469f804969803311485b44086,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0055,0xb5b285e8ab03765948345800fb0ee17293f0a0317467afeea40e921a11833820,0xb5b285e8ab03765948345800fb0ee17293f0a0317467afeea40e921a11833820,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0056,0x6812fbe566cf8656d11920faf103fb38353821e63cf076ece5acb92e05122ad6,0x6812fbe566cf8656d11920faf103fb38353821e63cf076ece5acb92e05122ad6,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0057,0x8387f48ad0aca48828a47a300a210281d07ed7c69b2b17bc22e388de93378830,0x8387f48ad0aca48828a47a300a210281d07ed7c69b2b17bc22e388de93378830,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0058,0x9005a5e9f5976ba3ff9759306a31c802ee50b823d448fb51720b40fb329ef9ba,0x9005a5e9f5976ba3ff9759306a31c802ee50b823d448fb51720b40fb329ef9ba,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0059,0xb545dd95ed452aca3a2bdacd68e554a4c8ecfa35ddead881ac3817e5f9b5a5bb,0xb545dd95ed452aca3a2bdacd68e554a4c8ecfa35ddead881ac3817e5f9b5a5bb,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0060,0x46ad30d9a7b74f2e24196042490611f50ee7c3e7a8dff00939ff49974e0e4eb6,0x46ad30d9a7b74f2e24196042490611f50ee7c3e7a8dff00939ff49974e0e4eb6,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0061,0x1f169e0281ed342ab9c832b4c2785e3cf24c5236f201633711d9dd42269ee69b,0x1f169e0281ed342ab9c832b4c2785e3cf24c5236f201633711d9dd42269ee69b,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0062,0x8df953a8546f79046a368e7872b771129e8c8e159206fa9491fa69c03652f220,0x8df953a8546f79046a368e7872b771129e8c8e159206fa9491fa69c03652f220,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0063,0x26feca7e91a63c9c9a12992be51838c37d0f39a8bbfd95050963f9ba447ff7b0,0x26feca7e91a63c9c9a12992be51838c37d0f39a8bbfd95050963f9ba447ff7b0,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0064,0x83a459e45af3bfe2a20c646b28389dc869a9aae60ee9293f46cf8cffcbe2c713,0x83a459e45af3bfe2a20c646b28389dc869a9aae60ee9293f46cf8cffcbe2c713,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0065,0x1805f0e9eab0b7e25f7b34799fcd06f7e1a66e50d744f9131fd4cfc70c31f8be,0x1805f0e9eab0b7e25f7b34799fcd06f7e1a66e50d744f9131fd4cfc70c31f8be,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0066,0xc6b2e8a17d997fc4b3bb67d16c24ea22d70e61a7bb3a19f7427ebe64e32f391b,0xc6b2e8a17d997fc4b3bb67d16c24ea22d70e61a7bb3a19f7427ebe64e32f391b,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0067,0x1f7c823f3bdd30267d35cde36adf8d84ada8cd97b5497ac97642cf414d98f68b,0x1f7c823f3bdd30267d35cde36adf8d84ada8cd97b5497ac97642cf414d98f68b,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0068,0x429c3186302f5d7996b8d8a6c40a50ea9df3eb6a7ba81b7ba59fa7e7d82c8e5e,0x429c3186302f5d7996b8d8a6c40a50ea9df3eb6a7ba81b7ba59fa7e7d82c8e5e,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0069,0x1e7d1e980f3b09c4e28605e84e38e3d379c489fb14968744deeb0784fc816224,0x1e7d1e980f3b09c4e28605e84e38e3d379c489fb14968744deeb0784fc816224,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0070,0xdfbd24c9c8b2007c7763638432a273753d4a6310fe46d12d8312a2ef94beddff,0xdfbd24c9c8b2007c7763638432a273753d4a6310fe46d12d8312a2ef94beddff,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0071,0xd37ef8f9bbb7e13a21ec57e651e8841e674262cf7c9e74a7c0daf7c775a4d47f,0xd37ef8f9bbb7e13a21ec57e651e8841e674262cf7c9e74a7c0daf7c775a4d47f,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0072,0x7056e1fd6cd44636abecf84b35c32ae89765c6cd94ef1e48a1c5f286230d89ba,0x7056e1fd6cd44636abecf84b35c32ae89765c6cd94ef1e48a1c5f286230d89ba,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0073,0x725473b20819e4a81eeb2d2c276c3de89e56bee8e86e6b9810a196b4dd99ad49,0x725473b20819e4a81eeb2d2c276c3de89e56bee8e86e6b9810a196b4dd99ad49,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0074,0x267d54b1d3849f8bf3cca1d97f292bd5f42fa5e0b7875aea35082d9f9181300d,0x267d54b1d3849f8bf3cca1d97f292bd5f42fa5e0b7875aea35082d9f9181300d,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0075,0xfba9a34088b71222ccfee68492fb508c80d6aabbf1d5b64fd5917444fefab02d,0xfba9a34088b71222ccfee68492fb508c80d6aabbf1d5b64fd5917444fefab02d,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0076,0xa405ff08dc6ba81105289fe00c4c2567df5ebb5199d9080b410a98bc405c27d3,0xa405ff08dc6ba81105289fe00c4c2567df5ebb5199d9080b410a98bc405c27d3,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0077,0x0b879b11041091fbf69cd65a3ae68e7b8239bcb35686a6c3e961a2972bdd6246,0x0b879b11041091fbf69cd65a3ae68e7b8239bcb35686a6c3e961a2972bdd6246,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0078,0xdb3276027d1ba6f1e88454fd5af7635f6b6c48f743ac74a05c5813e6bad59463,0xdb3276027d1ba6f1e88454fd5af7635f6b6c48f743ac74a05c5813e6bad59463,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0079,0x5bd7aed9fffb16d14b7e7aec82a5965f32e01bb94e296d2664447efac789a1ce,0x5bd7aed9fffb16d14b7e7aec82a5965f32e01bb94e296d2664447efac789a1ce,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0080,0xb56aaf66b2ccd4984233b2ffb64ab0e9999521d4e9cf31472e63d95932651df5,0xb56aaf66b2ccd4984233b2ffb64ab0e9999521d4e9cf31472e63d95932651df5,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0081,0x71db6c6690fceab1ba710617c382308b0150f721fc69c3596e43314ea53bf6c4,0x71db6c6690fceab1ba710617c382308b0150f721fc69c3596e43314ea53bf6c4,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0082,0xedf4b126a30b2b2571cbec8af66167b56b9be8fd6419926f9904ffca13912132,0xedf4b126a30b2b2571cbec8af66167b56b9be8fd6419926f9904ffca13912132,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0083,0x391c8ab68d89881549f69c3757fdee73c9264921a1a2f10020a46f0c334ca423,0x391c8ab68d89881549f69c3757fdee73c9264921a1a2f10020a46f0c334ca423,True,True,True,True,True,True,,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
