session_id,user_id,receipt_hash,merkle_root,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,batch_root
research_20260521_1000-0026,user-010,0xd5a49b2047cb59598b6cf07abe36ea1afe2f2f6408ce5ea54754ff828d3a45c5,0x7688d9902bc6b6abe67d6bdbd264765da6db805732adb7cd2c08a4d8dbf44bc3,-11.153,0.0,11.153,-11.153,2026-05-21T15:56:19.734733Z,2026-05-21T16:26:19.734733Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0027,user-004,0x224d1f7da1e32a953fc26b14ad7f05b4ef83a258d5fcd46291beb9d47b04dd56,0xb3bfb2ed34422a54a1fd44e4a526128c683111d5d00d8ec28e605351ad06bc5d,-11.039,0.0,11.039,-11.039,2026-05-21T06:44:34.912901Z,2026-05-21T07:44:34.912901Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0028,user-009,0x25cd4d20c1fb443cb1b4d6836b31af40cf97ee16d4d467ab0f0fd6e5ff72d9b3,0xa985833b57ce909582f921cc7e8c50f2908c6250de884e6b34dac5b69d231125,13.549,13.549,0.0,13.549,2026-05-21T00:16:26.092055Z,2026-05-21T01:31:26.092055Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0029,user-006,0x5f50124770b6f2a9712416b21cf29c8957b9dad3e8abb060f088fd0ace31c7d5,0xcef799116fd236b0305bb5627dd5e7aaebee6c25a3c2720106dfa51487b1bf27,3.691,6.217,2.526,3.691,2026-05-21T16:18:37.093289Z,2026-05-21T17:33:37.093289Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0030,user-007,0x69fbce100739692e4b626a0d1b77cf99aec664f6bb28f7c7c9c23337ddb4a6fa,0xbe0f51fc572821e0bef46b20388a850321ce6cf9db46346a42d2550ea4eff0f6,21.809,21.809,0.0,21.809,2026-05-21T03:30:02.097071Z,2026-05-21T04:30:02.097071Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0031,user-010,0xdb13893b14719deaadc53eeec9afeb08bceba6a8a539db2c6af214600755e672,0x82b46ad1709ea18e842a6cd19e9077126f9231bb2e9e6f7dd36bb5b5635bff8b,2.568,2.568,0.0,2.568,2026-05-21T10:26:16.532667Z,2026-05-21T10:46:16.532667Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0032,user-007,0xff65d12ebe6fa725a58a39d68d3d8facc54a93ffaeda7c0b105a7907a4743d9d,0xf9faef40a5f8b4a90007bcc4f9ddf1c5879d6c407363886b7f78970ba9bb7835,11.264,11.264,0.0,11.264,2026-05-21T17:18:18.628409Z,2026-05-21T18:18:18.628409Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0033,user-010,0xfe0110a73d046afb0dfb2a999274905d322f42f76c613bc4fcce56480f43aa85,0x06c3f6f589e25c9a155e1baf76bd7ed11beadff427368e707d45873c55c47954,9.654,14.861,5.207,9.654,2026-05-21T01:14:13.793280Z,2026-05-21T02:14:13.793280Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0034,user-004,0x44c66f8e060cb34df94c4fa8ee4516a43ac5e7de4baae560674d7cf78cc959b4,0x83d529b251935702b3cb83de7311ed83b943be77ae9332013bc96c9dddbb4f76,15.024,15.024,0.0,15.024,2026-05-21T21:32:15.727209Z,2026-05-21T22:12:15.727209Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0035,user-006,0x19c65701811eab5787cdd76b54eff5583b223c94e24e3e951815347a9b16289d,0x327160b8a55aa6d47e58084d55bb655b1ea7426b531253721a8e8468efacc010,14.902,18.497,3.595,14.902,2026-05-21T08:43:45.446833Z,2026-05-21T09:43:45.446833Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0036,user-007,0x3583ebb561ed4d6f4dbb0b9c719e4aebcacd118a114b8236ec56491553d0b419,0xe79578d1e1143224414eefb4f6384dc22a5d387b38476c09949013353c5464e0,6.964,8.847,1.883,6.964,2026-05-21T15:54:35.332041Z,2026-05-21T16:54:35.332041Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0037,user-001,0x5932b90be281a7b31608bb97abc110e9c93b85fd5a98e982e90f65b55b2f1d00,0x7aae72397e535ed3028e8dd71f74ac58b80a495d8098843590daf29a64a365d7,5.412,5.412,0.0,5.412,2026-05-21T21:45:00.190512Z,2026-05-21T22:15:00.190512Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0038,user-005,0x81bfdbe1206ef389e45b3dea0f9a388d6e641a242fd6b4bfd3c40de690fe96b0,0xa5b4acc42dec068a709539814c1393cfc1f1e53ec787d928ddee3d43a7e4b75c,3.361,5.245,1.884,3.361,2026-05-21T17:56:58.722376Z,2026-05-21T18:16:58.722376Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0039,user-009,0xf33fae568ae3ac8ebda3c68c9c0f0a6789141e5c52d56c7c76ef0758f8168679,0x5a17067141773d235d479f8b7995cd0a21ec67f30179d50a316c4a156a817e01,-0.033,1.226,1.259,-0.033,2026-05-21T09:39:37.280020Z,2026-05-21T09:59:37.280020Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0040,user-003,0xa2e21e0943f2ac9730402f7b43667a7c65377a8561a47b3227422f91c3e60c8e,0x78755f3521b53fb8d4151468f7bbde471939a733aa72c342ed77fa4fab801e28,7.14,7.14,0.0,7.14,2026-05-21T08:40:28.061799Z,2026-05-21T09:40:28.061799Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0041,user-002,0x8d11178c837c52512df72a0c28a06512d9bc6e2ec91d91ec58382c3afcfc6597,0x10c66471b4fa757647eeccd760f8df55ee33a25bc9aec8a99591e168a79a7710,7.132,7.132,0.0,7.132,2026-05-21T00:07:45.474198Z,2026-05-21T00:27:45.474198Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0042,user-010,0x517aabb464ae30310c42e629024e28c466cebf93ab584bbe2337f2c4c610a566,0x773595a26aaec0e9ce5e738ae1d21eb3043f5eaf14e0e6985f5fe3969a72c0d8,14.805,14.805,0.0,14.805,2026-05-21T00:13:21.299096Z,2026-05-21T00:53:21.299096Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0043,user-010,0x25f96f15959b3d678484ef1d8f4620fbe68d28de24b4824d61020f7a12fa29c3,0x8cdda0ed2156cc9d7129464aaec4bda8625dcedd74fa0c8db12216c1fab6b515,0.136,1.345,1.209,0.136,2026-05-21T12:42:19.561814Z,2026-05-21T13:02:19.561814Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0044,user-007,0x6d49d6e499371bada4f830dbe95efd21d4c920b1a773c62c8cd2db7439838604,0x8fee62cc91c1d3e4d8a3b2ea6b6bbbaaca67d4d00ee90102e2c9ee502601553f,3.91,7.517,3.607,3.91,2026-05-21T21:13:43.327467Z,2026-05-21T21:43:43.327467Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0045,user-007,0x46d29b6670e931e588c63aefbeb1e09cd5d4059f978a825906fbcb80aaf599f3,0xe6443331de6460227f841cb44e6ed5759ce05330fa55d0a11c7e292eab176a38,27.548,27.548,0.0,27.548,2026-05-21T01:21:32.772800Z,2026-05-21T02:36:32.772800Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0046,user-010,0x5e2759fcfce0a7b22d29f670a5418ee60dcf91efac96d74f8c1e47182cfe236f,0xd04dc399d3d6c9399726b3218266bbcd60681386c0a68c26d5602b90c795735d,7.084,7.084,0.0,7.084,2026-05-21T13:31:19.537117Z,2026-05-21T14:31:19.537117Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0047,user-009,0xd04f9731de4a11d980a70afb6005317089bbf8cd015e1b9ea99b142f92139c14,0x89cf7bbe2b2ea8c6e95dc2640116971369162867f23657a20f7bb9dc6139a5c1,7.108,7.108,0.0,7.108,2026-05-21T04:11:06.289638Z,2026-05-21T04:31:06.289638Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0048,user-004,0xf0039fcee65d99bcbd7967d6b73d831c2fa4aab7d75a96f6d424f334e530e546,0x09e7c7efef3db8f85701fcd6c3fb6a214f7959aaee26e398368f51e6c19d553b,-5.532,0.0,5.532,-5.532,2026-05-21T17:34:26.341013Z,2026-05-21T18:04:26.341013Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0049,user-004,0x9d8ab0d1153d6cc3b315a0001fa1a92e7541f86ffb526a1cc66dab87187c060c,0x1c188d109eb1fc5870b94b24a173a8863cdb7f58bb8fdb72b14e549fc6a91045,3.716,3.716,0.0,3.716,2026-05-21T00:10:08.983156Z,2026-05-21T00:30:08.983156Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0050,user-008,0xe6163683c3c5fea594db756f0d479cc30a4fd0b6b8012e89b5af18802c0b63ca,0x10fbfee4cea89883b13a047a8dde55c61398eceb61139897f18cb2b381204558,-8.67,0.0,8.67,-8.67,2026-05-21T18:08:01.649715Z,2026-05-21T19:23:01.649715Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0051,user-008,0x19a373c517104486a6d801b86753f33748482a2af05228c3f4c2da4f4f96f320,0x28b7ee2906361bbac55721e82b453fab0adaedd814131dcdb2f6e6d951e79001,-27.453,0.0,27.453,-27.453,2026-05-21T15:42:01.291438Z,2026-05-21T16:57:01.291438Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0052,user-002,0x47c76f0cdc35e889289d41ce45c990281fcd941efe2a5b00082e379d7be6e0eb,0x40c6e712ff8ee304677c0a4ffdb3be70c5e2c6bc55449d9edfcfb04308f4c911,7.328,7.328,0.0,7.328,2026-05-21T03:00:09.951682Z,2026-05-21T04:00:09.951682Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0053,user-008,0xfa8a38effeaded0804bffb3fbfeab50771a936f44bab7c91ba9bd284a21f75e9,0xfc270714fe4669e3bc7e2e00505a8c4de426b7ba0027fcc4f25ea9701c8451b9,0.308,3.683,3.375,0.308,2026-05-21T03:02:46.107297Z,2026-05-21T03:22:46.107297Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0054,user-001,0xd76159d8de12964246d201f6ea3b610996da033469f804969803311485b44086,0x7ae0ede83e345576a1f8f82702abbae6bd5aa23ef0d0493527d2f2a879d51c90,-3.591,0.0,3.591,-3.591,2026-05-21T22:52:46.380306Z,2026-05-21T23:12:46.380306Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0055,user-007,0xb5b285e8ab03765948345800fb0ee17293f0a0317467afeea40e921a11833820,0x8dc9c32bb70ef7b6cc54df2be3a64b52889b9f2be47cebcf9f8ca76f230fd56c,5.95,5.95,0.0,5.95,2026-05-21T09:06:37.024158Z,2026-05-21T09:36:37.024158Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0056,user-008,0x6812fbe566cf8656d11920faf103fb38353821e63cf076ece5acb92e05122ad6,0xe7ca3826a7c835b7dcd3aab5fa4022b07fc245bf20fd3cbac9134abe23904296,13.517,13.517,0.0,13.517,2026-05-21T01:17:51.641142Z,2026-05-21T02:32:51.641142Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0057,user-001,0x8387f48ad0aca48828a47a300a210281d07ed7c69b2b17bc22e388de93378830,0x4e7163d5b532a25a96d5dda7364858a087cc7f5a570f965b8b97202f76195584,11.307,11.307,0.0,11.307,2026-05-21T02:07:42.695199Z,2026-05-21T03:07:42.695199Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0058,user-003,0x9005a5e9f5976ba3ff9759306a31c802ee50b823d448fb51720b40fb329ef9ba,0x1c9fd5e89ee54b2d9e32ea04c342d9e5dc512dbf02ae9321a8f90b210d6cf18a,6.836,6.836,0.0,6.836,2026-05-21T21:49:12.476336Z,2026-05-21T22:29:12.476336Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0059,user-006,0xb545dd95ed452aca3a2bdacd68e554a4c8ecfa35ddead881ac3817e5f9b5a5bb,0xc1cd77dd90c61a51960f9f7c917479782c271264085522577a714d0e000a70ae,4.861,6.0,1.139,4.861,2026-05-21T04:40:54.308665Z,2026-05-21T05:40:54.308665Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0060,user-010,0x46ad30d9a7b74f2e24196042490611f50ee7c3e7a8dff00939ff49974e0e4eb6,0x362b0aba8e6d03e6cc52d4f0cb3d6c3984e1db48fc9d68f62524ace3be3ee51d,14.471,14.471,0.0,14.471,2026-05-21T02:45:42.109373Z,2026-05-21T04:00:42.109373Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0061,user-003,0x1f169e0281ed342ab9c832b4c2785e3cf24c5236f201633711d9dd42269ee69b,0xdac90b4d68599c1ea4a2131ec25009dbdf0c277699b5928882b8a74cbc6e66c8,3.552,3.552,0.0,3.552,2026-05-21T02:44:00.249071Z,2026-05-21T03:04:00.249071Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0062,user-002,0x8df953a8546f79046a368e7872b771129e8c8e159206fa9491fa69c03652f220,0x329a295cb35977e441f406b59f31ee44599c42d9313e100e8e41b66d4f6c73a1,15.176,15.176,0.0,15.176,2026-05-21T00:26:27.845137Z,2026-05-21T01:06:27.845137Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0063,user-006,0x26feca7e91a63c9c9a12992be51838c37d0f39a8bbfd95050963f9ba447ff7b0,0x083b77d19c9287bf21aeae982d4cdffe962a4991295ba553f134fde5d0281ace,0.8,5.908,5.108,0.8,2026-05-21T18:08:15.647285Z,2026-05-21T18:38:15.647285Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0064,user-003,0x83a459e45af3bfe2a20c646b28389dc869a9aae60ee9293f46cf8cffcbe2c713,0xbccd8d2277a839876599d941e66eb38cf5904cb647f0dd552ee74030e58a676f,3.485,3.485,0.0,3.485,2026-05-21T11:01:05.384527Z,2026-05-21T11:31:05.384527Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0065,user-002,0x1805f0e9eab0b7e25f7b34799fcd06f7e1a66e50d744f9131fd4cfc70c31f8be,0x32abcdbe0663a5613d4bbefeea1b51b73f19b27ad014e27e85013cbe96d329ec,10.897,10.897,0.0,10.897,2026-05-21T06:05:14.520237Z,2026-05-21T07:05:14.520237Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
