session_id,user_id,receipt_hash,merkle_root,energy_kwh,start_ts,end_ts,batch_day,batch_root
run_20260219_235212-0017,user-004,0x66e115c489922a279d9fc79f28f2e6fbb4e7d7d837f9d91b193f60d87538498f,0xfc844ebf5b8e090a62a1c8466a0b284ea3ef14cde9bb896a2946ee1b24d419dc,9.143,2026-02-20T14:17:33.792366Z,2026-02-20T15:32:33.792366Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0018,user-010,0xfa78a49b9648ecebc5db84d93feb886db58f273f48804ee529a8fff284a92f5e,0x0e29b92a3e5272eaab5998376dd32ae516521acdc520c5d8c8252e80bbad42cc,2.393,2026-02-20T00:01:13.536310Z,2026-02-20T00:21:13.536310Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0019,user-006,0xa524f337694e5361361700216979a57ae9f250bcfb65df6299a0b2c4d8b5f54e,0xf04ca9ad1bb7044c425ecb57f64514bee14e36100509582671c33c02ce4a38fe,22.638,2026-02-20T17:08:37.089399Z,2026-02-20T18:08:37.089399Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0020,user-005,0x4bac0ec77de4cdf57cd43c1d0b722a44c07f8e8539fc56f459ff9f7b789c323f,0x15601dcd41a1240cf69fed42ef803a2bb462a52b576e89a64d3f4fab62b4274f,4.446,2026-02-20T09:28:02.702945Z,2026-02-20T10:08:02.702945Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0021,user-003,0x6b332d478472a270e5c72d031d9edf8e10865343fbf5ec34b0e8e354b37753a7,0xf2f8d46aa7388459991755e7cbe4a344f82a900f9461b5192255115d3905802f,4.903,2026-02-20T08:41:33.404201Z,2026-02-20T09:21:33.404201Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0022,user-003,0x98a9dbf424a9e4ca7c58be57bf71cf1990fd46ff6114dfcb351df0f075199d6e,0x5222a5d2a034a526e3b5f493b860a498d22fec9ee57c5d15b526961447308384,3.707,2026-02-20T13:40:06.428007Z,2026-02-20T14:00:06.428007Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0023,user-004,0x00ef43e856964cc1d47f661cb2202840324ccc60307cafd98cee48bf6ad30fd7,0x7202f41450caab05c010b4c2f6e17248d5b68a32126bd1811a688b2d1a6fed26,14.988,2026-02-20T07:58:36.953321Z,2026-02-20T08:38:36.953321Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0024,user-006,0xdf71fce9174af7ccaad5206a86cb49f766ee7e35dc9e08fa9ee707afac4b0bcf,0x1d4ec27da074a12000b50cb9ea63071dfe5eb9307e3973f48ccdc3757d785913,22.851,2026-02-20T05:12:21.806733Z,2026-02-20T06:12:21.806733Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0025,user-004,0xa453643e7a1b566188ebf10e1b4efb2f42112dec91b6d112152b04fbdd766c12,0xb56c2e0bfb19369a260de2017aa5fed2ccf8a1c4d02f9f9969b1bf2c987a6eb5,4.834,2026-02-20T14:25:12.539452Z,2026-02-20T15:05:12.539452Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0026,user-005,0xbf15b8734efaf133b5ca9049b7120f13469c78e1cb77b57aa8704ab29cdede4b,0x8d47882c36fb4d8e62c9073bb78494abe865ac0a8effc7f444289db941264495,13.94,2026-02-20T23:03:54.578149Z,2026-02-21T00:18:54.578149Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0027,user-010,0x5fffa063ca0f1a1985a5af7f66e2eccb5efe5a44082dcdbb367a560fd4f0df7a,0x3648fe23fa38e70d40d18490d537e919d8d0467bdb58751da75f73000ab83ca2,7.485,2026-02-20T16:26:57.688267Z,2026-02-20T16:46:57.688267Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0028,user-003,0x86ac653169aa2dfeab697cc0dece52ba06f8996cbaa191159222b3d36c581626,0x5d11f810e96f0da8992976384a422e1ae6c39d25df9424bbd5dff795173f2598,21.346,2026-02-20T19:22:45.015966Z,2026-02-20T20:22:45.015966Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0029,user-003,0x6628eefbbb9f3378cb6ea2dccf945a480ec53b84aeb9923a69c11ab051adaf98,0x1512df55a39ea7f38da7e12bc15ec30741ba68451fd5d685c509bd67c40759a1,15.25,2026-02-20T08:10:15.295632Z,2026-02-20T08:50:15.295632Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0030,user-008,0x72d246b50b5d70d200c8b9ea3de47927cd77825d3b5efa54333708a4146914b5,0xbca0ddd75b86117420b1dca215ba865b3d5c0d5aa85516273ed14376f594ede5,3.622,2026-02-20T09:18:45.928728Z,2026-02-20T09:38:45.928728Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0031,user-003,0xe9110ee06d5050b0b9c2e531ff78ef9865ac5855583801b6a739cab8660fab70,0x29490a7a3dac8603ee44b7448b90c6cf21fdb655546f71cad6290cdf9ebd9db3,2.484,2026-02-20T08:14:16.587840Z,2026-02-20T08:34:16.587840Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0032,user-004,0x750ec4b0f6f44aa74bcc06c8f1d215d889e0cdee825c1cb1ddff43314e1daa50,0x1256a234df1a54e03f5289d7fe9161469b808674dae635ffc160521e301bd89d,3.563,2026-02-20T01:57:50.590751Z,2026-02-20T02:17:50.590751Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0033,user-008,0xe16a39ddf6761c4413e3a7daacc2285bfabefce8f392fc0d2abd5bd0d74bde3d,0xa857c4bab7774d3b395a3ad16fecbdf01227fd7cd3100eb68cd6e427bdde3c94,13.684,2026-02-20T09:16:46.839313Z,2026-02-20T10:31:46.839313Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0034,user-009,0x00679b0d060056cd49a77627e4bbc79f91edce59bcae91d3e3bbf8ba9e69d093,0x7b19996d12f87b8c1efccb10a2eaaa0ed79205139ba58f12b9cdb762e3cce1f8,3.698,2026-02-20T22:02:58.090378Z,2026-02-20T22:32:58.090378Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0035,user-007,0xba36d8a358ab5ca2481c8ab3b76029acdac0a0af50bf098583a96d2f7a0bd86f,0x3cc224232bf15e408de08a9be13fceccebc74b16e936d493a87894c1c60cda1e,27.254,2026-02-20T14:38:09.203386Z,2026-02-20T15:53:09.203386Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0036,user-007,0xa190e055a7b20933e0978f745b1ccdce2d3ec0cb8f4ec561237efb1ff6b59ed9,0xe93474ff9dbeb5d6ad143fb2e957a9ed559e8a226a03ef73dce6af0a5a51158c,7.296,2026-02-20T06:36:10.728973Z,2026-02-20T07:36:10.728973Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0037,user-007,0xd8c84b30fc2f4cfa91ef1cc0982f424a9962e86f7911a9ee152fbd00c0129ece,0xa33f27f72e8dde49e0c39e0c11fc1bb21dd39773ad9d7472353b10579393d94e,11.402,2026-02-20T17:18:18.628409Z,2026-02-20T18:18:18.628409Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0038,user-003,0x574c1c33edfe97626017ea74e7297969f3a9652c4c1b19b657687d694dee645c,0x616f87b24bead70d3b5adb04a2c50d7a1a80351292e1379d49554224b512161e,7.805,2026-02-20T12:37:04.324334Z,2026-02-20T12:57:04.324334Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0039,user-002,0xbed09af00012fab7a490d89247accb289f193e1996d9c2f7ed7a25879dd36379,0x9f2f118a548da7611a663e0760ed8601771f18fa78c7ed529f73f6b9c2643e66,5.782,2026-02-20T05:18:58.781034Z,2026-02-20T05:48:58.781034Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0040,user-010,0xc6db6bb8a8af7ba3420e22a6c5fe5bd3fcce51ec58fa8e768d43771a8280cacc,0xfdd0fa94c74d1c85559db03de4bd13d1450581714b341a3c480889032383b2ea,3.399,2026-02-20T07:24:30.914463Z,2026-02-20T07:54:30.914463Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0041,user-007,0xea4f722d05516d6c0de531125681e3086d8e35256f69cc2cd7913cfe300f61d1,0xef5a8e72545fbccf5577ebdb9e97f2d3706344d2a52099cb774cca7afe0c4d5f,6.879,2026-02-20T08:06:24.556165Z,2026-02-20T08:26:24.556165Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0042,user-008,0xa996acab5cb9a13270003d81b047084fab3cff0079eacc33b0f6abf875244016,0x688d18981c6b5ddfbccb097dbbf3ea32d35954e9ae912089c83fbaff8f4617e5,7.138,2026-02-20T07:00:28.533184Z,2026-02-20T08:00:28.533184Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0043,user-008,0xc08761b02ac66584a59ff814bdd3cf2ee5da9f546a1ff1b385c1931ff147436a,0x28b3e07dbe197c80e1c8f68b949ebfa1285a5d7e5fb09253313aa87f6fff72e8,11.257,2026-02-20T10:18:24.990700Z,2026-02-20T11:18:24.990700Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0044,user-009,0x929b055fcb450d7ba394ef77f5181e5a76223ebd966f631f690116168a24df94,0xf8390133d8f76185ce883ead03450c4fd825aedac5ba232494b0f3d868f06cca,21.643,2026-02-20T05:47:14.573939Z,2026-02-20T06:47:14.573939Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0045,user-005,0x76af9732a543b658d63120969cf996059da0ddadd985c3a34cc188770ea03aef,0x69793fca7a182fa5889f7c1a6c6a4e20f304f6bd347c72e43895c385343d764a,3.37,2026-02-20T16:37:27.773547Z,2026-02-20T17:07:27.773547Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0046,user-010,0xa32a094bf28765e5543f341ade2e4bb3a210854b02258da933acef0e89d4173a,0x9fa2c4e1f7b13b25123a2eac3c353e9f5ac755a4d2665f959cde9526521cc617,27.548,2026-02-20T00:32:41.153223Z,2026-02-20T01:47:41.153223Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0047,user-008,0x60efa0a627960be4a9765348033fae908a897cf5df3b72d7a089d950c4a983f9,0xd7b7015ee59a0856b32befb1de0c7fe82c4f56bed7c8cb16de383332ddad4004,4.8,2026-02-20T12:29:39.092376Z,2026-02-20T13:09:39.092376Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0048,user-010,0x2c2facc3a95247b344d300e6ef81f81bec1dc83831d4bff378fbd99fba8aa3c2,0x7e2eda274c5b018a2ed3b9b0d1196fc5d5aa463afc45f55e5acdda94ec3a3085,2.395,2026-02-20T01:12:15.544500Z,2026-02-20T01:32:15.544500Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0049,user-007,0x7a4f1f5090bf96221cbf8cac3baf9ea616752a0eff876392b26d1d9972564659,0x5ab64ef06605ddf402714d5890d5bd535323af4c2ada945ee22be35a120d8ab5,11.109,2026-02-20T13:10:15.550234Z,2026-02-20T14:10:15.550234Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0050,user-007,0xdf79297a9101712a280cd224136738899f7c16ce26c11b5a55c32d119e456ef9,0x4c8d02df78e2b54c2573091bae40fcf706a853011cdbe285b4e0e7766db888e5,13.435,2026-02-20T13:10:16.479921Z,2026-02-20T14:25:16.479921Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0051,user-005,0xc6e09d462ce36ec26d227c00d4e913f8067050302fa939c0674a678512150df6,0x0b51b1e751d55d8dfbe2a0e664697a23c3cc944823b77233150144f834935b7b,13.83,2026-02-20T09:42:08.195176Z,2026-02-20T10:57:08.195176Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0052,user-001,0x07f2e0c5cf7883fb50028c6fa18e67a8d82615aa9eb92df18134ec6f75c9a311,0x449ee797f02b567ad7624a06f52ddaaf7e18cc4ccbab38bbb444bf851d3a1860,14.515,2026-02-19T23:59:36.943182Z,2026-02-20T00:39:36.943182Z,,
run_20260219_235212-0053,user-008,0x4557b3552883ae8be1f462e9839b3cdea3da3345c0f1c9a4a929150307001fce,0x5f8a13b168a4ee660c8aa2fac3f61093da83e4eeef0e2fb666f9d4602781eb14,7.244,2026-02-20T15:37:56.164736Z,2026-02-20T16:17:56.164736Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0054,user-005,0x962c1ce3095fe98393ff21a64da0d46828412e4b0c1cea2323f7bf1e2aedf71f,0x1fdf3a92640054a7a336569ac6c150d598bbf5f7be45eb6507e5e00f2f36f24c,22.016,2026-02-20T16:13:29.144866Z,2026-02-20T17:13:29.144866Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0055,user-008,0x9f60376c407fde503c8537fb6ec957bfc638309f106c42225b1a4c34a931c762,0xc64ea45290ed6c9b6b22615156ae294b9071ff2ea7caba5723530ff31a82c607,9.173,2026-02-20T21:04:08.786397Z,2026-02-20T22:19:08.786397Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0056,user-007,0x0fbf7d772e7c475a013f063f86e02e673490d0e1f2de86d22c2d3176d0bf8e0e,0x56c7cee3a4af1b88310203c4d9ca20b132cc35d3bc0ac817c2b4ba0d670a1c44,27.417,2026-02-20T19:24:31.263950Z,2026-02-20T20:39:31.263950Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0057,user-006,0x83b8b0501a886d51bc951da60f83f42583f45b4fd637083ab81785f3b9056e3b,0xcb7cb3f37034e2ad341872dd1ed50770134e137c8ba13b62268b40babe96caf7,13.443,2026-02-20T16:00:17.187827Z,2026-02-20T17:15:17.187827Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0058,user-010,0x0aa71cad18c9ef667f5f8e769c6d36d549e545a44436697cdcfa9242de3e3fc3,0xb6062ece42190873be7ab407c8da1d2ba139a52674eed38c3c59c168a4eba826,3.986,2026-02-20T16:00:55.657580Z,2026-02-20T16:20:55.657580Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0059,user-002,0x5407b0fa0005f0ee56347ea7c1712d399ec69933a4e1563080046bf32677c353,0x445d7f9d4b5c4312a4c3ed5699b441d8f342413fd4d99c551be21758447b32db,7.29,2026-02-20T12:42:56.012075Z,2026-02-20T13:22:56.012075Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0060,user-009,0x3ea91f9c80d7c3558fad7971205687ea714a94ef07afb9d6fdd480f78cac8b2d,0xffbaefb9555e5d3a3b0fa5d520e593a060771cc9863b534188d08cfd8fdba624,2.284,2026-02-20T23:07:18.317774Z,2026-02-20T23:27:18.317774Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0061,user-002,0xe15b5cedb7cf63674d5412b51ca43d2caf1fc93ecbd17a60002605770ec75716,0x12b75fa930b6ee2e8145899c5d4a27fcfd33f33958d2092f64af2debb9d6c3dd,4.978,2026-02-20T13:20:06.173136Z,2026-02-20T14:00:06.173136Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0062,user-010,0x4a88813a38889f2626ef5c274bb5a17b6cecde69de48787da64b3276167c73bb,0x9b7e963e269abe5eebe362100a22b387da6daa31a98529c688eb800c72f64b81,28.972,2026-02-20T03:04:59.458677Z,2026-02-20T04:19:59.458677Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0063,user-005,0x89af632d8c3666c5214696deaae81cfddbe2e7fda79e767510b20c9844226d65,0x979ad30a86153ef4049f4a7b1d0b66a5c91c3bc52a1f19691e50c2c7356fcb80,4.991,2026-02-20T13:01:09.385786Z,2026-02-20T13:41:09.385786Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0064,user-001,0xdde2e74bd9808350c700a113a53db642d71ef4c3701c547ddbce71679d241d4e,0xc5e9bba8b5b32a0e1c2752de877d23c2b8af758338eeb2cc68e90efe0e2ebf80,7.054,2026-02-20T10:24:03.732935Z,2026-02-20T10:44:03.732935Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0065,user-006,0xb7ec4d4b70c2441bf6c8dae3d068f1fb0fa882b691ef549c22030c181c207668,0x2c350f209e4ae75019a50885ed334aafd2ea6963eb36aae333640c61c57b324a,11.178,2026-02-20T18:43:38.007837Z,2026-02-20T19:13:38.007837Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0066,user-005,0x4b3fc31350b9f1ee81de70ca02e0343cfd3461bda6fff302a615c06a6e0126bc,0x4b83573643610a659dd9aeb4b3d330ec09da4c75df983550d659e1ccb0cf23a0,7.392,2026-02-20T05:03:24.054182Z,2026-02-20T05:23:24.054182Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0067,user-003,0x54d5f0529bb79d1db1890003f8a2ec664bd76ebee1bdc8a52ec4f563e71e1140,0xdffbc9e3b47d8bd4a7841f64d127076a9411e0f1daac1344dd7612fb7848cdb0,15.613,2026-02-20T05:06:25.293127Z,2026-02-20T05:46:25.293127Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0068,user-002,0x53e60091363bad685a8b71325a7601258928a1d3917c6ddd51077af0388098a2,0xc87f1ff98990420f9fa088aea06649c0147cd109e7919d3ac1774b44b9233048,10.695,2026-02-20T20:36:18.593903Z,2026-02-20T21:06:18.593903Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
run_20260219_235212-0069,user-002,0x30f43d8edc1d7fef28c6bfb557ddd0a1edb877edffa7e08c8fcceae303030733,0x8c064b7469c1a3ee8966a262e5d4953acc7e572ed76916f1e952223ec138193b,14.552,2026-02-20T13:04:06.487204Z,2026-02-20T13:44:06.487204Z,2026-02-20,0x4dc296c4b5181aca8417ed4d54a8df7dc1bd8f86f11cf912f93a86fb72a6633d
