session_id,user_id,receipt_hash,merkle_root,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,batch_root
research_20260521_500-0017,user-002,0x8eb82387dfca6d5d6ee21e3feaa4394baf7f11cbc477fc86ba782a10dcf574cc,0xcc80aee8e419c6f963baf00fcbfcc12af857e59b8e6efb9ad6f12b47fc1bff4d,2.972,8.628,5.656,2.972,2026-05-21T11:04:48.387486Z,2026-05-21T12:19:48.387486Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0018,user-004,0xb9797f1ca0d4e17f130f105dc7858821fc1988974408937934ca658f0a8565ca,0x0a671e87874b880734009f3775c0a0e33ea8f8168cb81049c29fc3eefa3b109e,11.507,11.507,0.0,11.507,2026-05-21T06:45:38.307031Z,2026-05-21T07:15:38.307031Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0019,user-003,0x0207e1206b4ccaef79d97dba6e56d03f35f94ad7554610bc1d1f057019d4a72a,0xd2082bdf8b009694f587508a79bced4510ea33c6eaa2d73384892fc9b33a1878,4.68,4.68,0.0,4.68,2026-05-21T08:41:33.404201Z,2026-05-21T09:21:33.404201Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0020,user-001,0xd35cf85b1f6bfca9177fd37a94061a0135af8bd68e4e9bd82542c937879a04f6,0x09371c147a53058c89b9fa40b079056fad5d785807ddd0bf2b0aa95d2dab1722,1.885,2.898,1.013,1.885,2026-05-21T16:35:06.478566Z,2026-05-21T16:55:06.478566Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0021,user-004,0xe68e512c05ffc929166b2958fe399287bc394262cd04c1b8138c63a04dfb89fd,0x00efd2485a28beb4925a2d4c47b362acd06b10fadc51d55b21373b740f2db9b5,-0.048,2.557,2.605,-0.048,2026-05-21T03:13:58.067847Z,2026-05-21T03:43:58.067847Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0022,user-008,0x3688b44a656694341ebfcb8b52ad0b3b1a7d551ccf9e7cc3e4594ca926acff32,0xc4c26f6fa95d136d1faac1ae135bbbed35574f02e914dd10296122ae034d5e6f,-11.192,0.0,11.192,-11.192,2026-05-21T18:38:41.726804Z,2026-05-21T19:38:41.726804Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0023,user-003,0xef66d0859cf142fc8f221aebddd4a9628ebb418c65f99a592577c744c61f986e,0x7af89818b0dbd96c1a01d208b6fa3534f1e3a35a7feb897524c42c38690fe25e,0.245,2.433,2.188,0.245,2026-05-21T10:02:57.047005Z,2026-05-21T10:42:57.047005Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0024,user-004,0xb5675bcb0d35abc5dd4acc9072e935a03b47c78d44dfd970f92955c19f670441,0x97a7fa01abddf6464feb21a0ebeee0da2a83e8ba2eb93bc5f9da7f53079da91d,7.517,7.517,0.0,7.517,2026-05-21T15:14:31.264838Z,2026-05-21T15:34:31.264838Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0025,user-007,0xf0484662d794cc681b32bf0e5da77cbcf717d7199fec666009bfcd8a7554e8d0,0x830a7fd5c220f597e02598be6e6f313c108d1d372de759d3254572b4dbf4bf7a,0.817,4.91,4.093,0.817,2026-05-21T07:15:01.193014Z,2026-05-21T08:30:01.193014Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0026,user-010,0xb838af29b810ba18db65a576029cc08e251fb0392711c558ae3615aee97dcdbd,0x7688d9902bc6b6abe67d6bdbd264765da6db805732adb7cd2c08a4d8dbf44bc3,-11.153,0.0,11.153,-11.153,2026-05-21T15:56:19.734733Z,2026-05-21T16:26:19.734733Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0027,user-004,0x75ca6629eb931b6ddc181255e62493bc87b0bc1f4125ff05e33df36a75be38f7,0xb3bfb2ed34422a54a1fd44e4a526128c683111d5d00d8ec28e605351ad06bc5d,-11.039,0.0,11.039,-11.039,2026-05-21T06:44:34.912901Z,2026-05-21T07:44:34.912901Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0028,user-009,0x2ed40bba4e81c9abe3fc3358b9434010c094dbea462bd68f549c7695dabf8f06,0xa985833b57ce909582f921cc7e8c50f2908c6250de884e6b34dac5b69d231125,13.549,13.549,0.0,13.549,2026-05-21T00:16:26.092055Z,2026-05-21T01:31:26.092055Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0029,user-006,0xfac0efe41c64f3b0a9959498df005206d4bf154686a855d862bb3b03fdefb642,0xcef799116fd236b0305bb5627dd5e7aaebee6c25a3c2720106dfa51487b1bf27,3.691,6.217,2.526,3.691,2026-05-21T16:18:37.093289Z,2026-05-21T17:33:37.093289Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0030,user-007,0x9ab8f55dd63842ec747c4df4fdc02ed37640d65daf9b3af0d542e8baabce15ca,0xbe0f51fc572821e0bef46b20388a850321ce6cf9db46346a42d2550ea4eff0f6,21.809,21.809,0.0,21.809,2026-05-21T03:30:02.097071Z,2026-05-21T04:30:02.097071Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0031,user-010,0x3728a655975fd7cf47074de0a5ee0e6575b9457a8cd02338742ddbdc9fc1f7d5,0x82b46ad1709ea18e842a6cd19e9077126f9231bb2e9e6f7dd36bb5b5635bff8b,2.568,2.568,0.0,2.568,2026-05-21T10:26:16.532667Z,2026-05-21T10:46:16.532667Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0032,user-007,0x21f1a3825719dd1de726d7424361865faa06da124b15279e19f9f922a00e821b,0xf9faef40a5f8b4a90007bcc4f9ddf1c5879d6c407363886b7f78970ba9bb7835,11.264,11.264,0.0,11.264,2026-05-21T17:18:18.628409Z,2026-05-21T18:18:18.628409Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0033,user-010,0xeba2f9f150f4484d239d13f4934733d53784ed56bee997e708bb878cfce03152,0x06c3f6f589e25c9a155e1baf76bd7ed11beadff427368e707d45873c55c47954,9.654,14.861,5.207,9.654,2026-05-21T01:14:13.793280Z,2026-05-21T02:14:13.793280Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0034,user-004,0x4855179607ade6375f37a4e5282c558c5b267e0d42f53f666c3b50b5d76bd02b,0x83d529b251935702b3cb83de7311ed83b943be77ae9332013bc96c9dddbb4f76,15.024,15.024,0.0,15.024,2026-05-21T21:32:15.727209Z,2026-05-21T22:12:15.727209Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0035,user-006,0x8ca76370e5b6573ccac4a010cb66b580553ed82aa6d872bc91ed313a73cd470e,0x327160b8a55aa6d47e58084d55bb655b1ea7426b531253721a8e8468efacc010,14.902,18.497,3.595,14.902,2026-05-21T08:43:45.446833Z,2026-05-21T09:43:45.446833Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0036,user-007,0x053c47cd98e3f617dfc52eff36c79595d2ba0f2f8b9fa69cab19a69f9f4371c9,0xe79578d1e1143224414eefb4f6384dc22a5d387b38476c09949013353c5464e0,6.964,8.847,1.883,6.964,2026-05-21T15:54:35.332041Z,2026-05-21T16:54:35.332041Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0037,user-001,0xb038f15ed2305e3ce57f9e268ae851b4d4361f11f462f7c920e36b2a734be108,0x7aae72397e535ed3028e8dd71f74ac58b80a495d8098843590daf29a64a365d7,5.412,5.412,0.0,5.412,2026-05-21T21:45:00.190512Z,2026-05-21T22:15:00.190512Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0038,user-005,0x384047ecea3dc4791ffd2e1de30616c233c0a9b7f00da31f427417a89392deb1,0xa5b4acc42dec068a709539814c1393cfc1f1e53ec787d928ddee3d43a7e4b75c,3.361,5.245,1.884,3.361,2026-05-21T17:56:58.722376Z,2026-05-21T18:16:58.722376Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0039,user-009,0xcadb29326541eaf3273e5cdda5812e2f1816d29073a5bc58a5251e600ff0a949,0x5a17067141773d235d479f8b7995cd0a21ec67f30179d50a316c4a156a817e01,-0.033,1.226,1.259,-0.033,2026-05-21T09:39:37.280020Z,2026-05-21T09:59:37.280020Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0040,user-003,0x97fea20199e8cae04c86d4999f40badd1f8ad91a24fcd2167a508afd44ce8301,0x78755f3521b53fb8d4151468f7bbde471939a733aa72c342ed77fa4fab801e28,7.14,7.14,0.0,7.14,2026-05-21T08:40:28.061799Z,2026-05-21T09:40:28.061799Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0041,user-002,0xa7f7e00eddb699434306b0ec2ae8809b17074575137c3c1c98280541ef90191c,0x10c66471b4fa757647eeccd760f8df55ee33a25bc9aec8a99591e168a79a7710,7.132,7.132,0.0,7.132,2026-05-21T00:07:45.474198Z,2026-05-21T00:27:45.474198Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0042,user-010,0xdfbfcbaf64440e3200b28824f7141de8c36664a23cff36ab992f9d636a3dbabb,0x773595a26aaec0e9ce5e738ae1d21eb3043f5eaf14e0e6985f5fe3969a72c0d8,14.805,14.805,0.0,14.805,2026-05-21T00:13:21.299096Z,2026-05-21T00:53:21.299096Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0043,user-010,0xf6a3718fe5bd14c06a197c4f0142a7ca69ff42153fdf3b8d841bc7eb59d0a852,0x8cdda0ed2156cc9d7129464aaec4bda8625dcedd74fa0c8db12216c1fab6b515,0.136,1.345,1.209,0.136,2026-05-21T12:42:19.561814Z,2026-05-21T13:02:19.561814Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0044,user-007,0x22ad0be4eb797a3e3de1d2d972a7ea1d2937820bd8664599bad163f89d99db45,0x8fee62cc91c1d3e4d8a3b2ea6b6bbbaaca67d4d00ee90102e2c9ee502601553f,3.91,7.517,3.607,3.91,2026-05-21T21:13:43.327467Z,2026-05-21T21:43:43.327467Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0045,user-007,0x5bccc39e20ea548517b62e6f8e4ea06703334072aa6e59292de0ee6773acd993,0xe6443331de6460227f841cb44e6ed5759ce05330fa55d0a11c7e292eab176a38,27.548,27.548,0.0,27.548,2026-05-21T01:21:32.772800Z,2026-05-21T02:36:32.772800Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0046,user-010,0x9bc90545f5fa7bf7f6133a8d3677fdc60eaa67211230d91b9c4506d437d8863a,0xd04dc399d3d6c9399726b3218266bbcd60681386c0a68c26d5602b90c795735d,7.084,7.084,0.0,7.084,2026-05-21T13:31:19.537117Z,2026-05-21T14:31:19.537117Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0047,user-009,0xe01a4a30af28074046d05c313fa031252bd6c3f8017b6884b1b608849a333b49,0x89cf7bbe2b2ea8c6e95dc2640116971369162867f23657a20f7bb9dc6139a5c1,7.108,7.108,0.0,7.108,2026-05-21T04:11:06.289638Z,2026-05-21T04:31:06.289638Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0048,user-004,0x4d5497f8fbafcd93a87baa5de72717f6f3ef1a201b6378386a5b1cb7527e30b4,0x09e7c7efef3db8f85701fcd6c3fb6a214f7959aaee26e398368f51e6c19d553b,-5.532,0.0,5.532,-5.532,2026-05-21T17:34:26.341013Z,2026-05-21T18:04:26.341013Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0049,user-004,0x2e8775f4458b545c886e35ac605b89a620493e35bace8cc134492da9409a8b72,0x1c188d109eb1fc5870b94b24a173a8863cdb7f58bb8fdb72b14e549fc6a91045,3.716,3.716,0.0,3.716,2026-05-21T00:10:08.983156Z,2026-05-21T00:30:08.983156Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0050,user-008,0x8f7fd84eaf6e0aa7f37ca19eb9dfe1ed1d61bf0c9b2ba47fb3df12da928ab768,0x10fbfee4cea89883b13a047a8dde55c61398eceb61139897f18cb2b381204558,-8.67,0.0,8.67,-8.67,2026-05-21T18:08:01.649715Z,2026-05-21T19:23:01.649715Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0051,user-008,0x793a2f40c73f2c90a7e3363c77cf7bf103d065bb90e7e9bb5e8457fc81306ae3,0x28b7ee2906361bbac55721e82b453fab0adaedd814131dcdb2f6e6d951e79001,-27.453,0.0,27.453,-27.453,2026-05-21T15:42:01.291438Z,2026-05-21T16:57:01.291438Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0052,user-002,0x867c90ba5d0d3c2c663731583a1406ec84ca8f39081877237d265e1b3bcf5ee5,0x40c6e712ff8ee304677c0a4ffdb3be70c5e2c6bc55449d9edfcfb04308f4c911,7.328,7.328,0.0,7.328,2026-05-21T03:00:09.951682Z,2026-05-21T04:00:09.951682Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0053,user-008,0xb636148554252436dacb82ff05bf6e20bd2ab3496a947cfb24b669274be4a7a0,0xfc270714fe4669e3bc7e2e00505a8c4de426b7ba0027fcc4f25ea9701c8451b9,0.308,3.683,3.375,0.308,2026-05-21T03:02:46.107297Z,2026-05-21T03:22:46.107297Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0054,user-001,0x7ebd40a54a467de1cb211080a6ce3c549447ca8b0e173f64f1e67ac8cec108fb,0x7ae0ede83e345576a1f8f82702abbae6bd5aa23ef0d0493527d2f2a879d51c90,-3.591,0.0,3.591,-3.591,2026-05-21T22:52:46.380306Z,2026-05-21T23:12:46.380306Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0055,user-007,0x2c6fd68bf985bfa19bd25113ce6ade7e3529816e990bc03c38a0c2b64076eb62,0x8dc9c32bb70ef7b6cc54df2be3a64b52889b9f2be47cebcf9f8ca76f230fd56c,5.95,5.95,0.0,5.95,2026-05-21T09:06:37.024158Z,2026-05-21T09:36:37.024158Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0056,user-008,0xf9a4d264cd6af4f820ae43c117f0c2e3cc2b3a68e7d9c15083cd65a42a8a60aa,0xe7ca3826a7c835b7dcd3aab5fa4022b07fc245bf20fd3cbac9134abe23904296,13.517,13.517,0.0,13.517,2026-05-21T01:17:51.641142Z,2026-05-21T02:32:51.641142Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0057,user-001,0x4d8d424d869318a67a5a7c55c6821cde54b7b9fde3d7e9637d2f04ea31da0a22,0x4e7163d5b532a25a96d5dda7364858a087cc7f5a570f965b8b97202f76195584,11.307,11.307,0.0,11.307,2026-05-21T02:07:42.695199Z,2026-05-21T03:07:42.695199Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0058,user-003,0x92243825845529e5f163b18c0a00d652667a5b8fda11d288fa824c9d563b9307,0x1c9fd5e89ee54b2d9e32ea04c342d9e5dc512dbf02ae9321a8f90b210d6cf18a,6.836,6.836,0.0,6.836,2026-05-21T21:49:12.476336Z,2026-05-21T22:29:12.476336Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0059,user-006,0xb3bad36adcae752bfac33cdee40c6c2ebc76d0660be82390f29e7dcd958a6a6b,0xc1cd77dd90c61a51960f9f7c917479782c271264085522577a714d0e000a70ae,4.861,6.0,1.139,4.861,2026-05-21T04:40:54.308665Z,2026-05-21T05:40:54.308665Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0060,user-010,0x51f492e89984b9951065eb76c5285b608d8141476d3b2fcf79baf8ac15247d65,0x362b0aba8e6d03e6cc52d4f0cb3d6c3984e1db48fc9d68f62524ace3be3ee51d,14.471,14.471,0.0,14.471,2026-05-21T02:45:42.109373Z,2026-05-21T04:00:42.109373Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0061,user-003,0x34c87da66a6746a0e59675f5b2208a2c7a275b229c0f98ecd1e85025a85519f2,0xdac90b4d68599c1ea4a2131ec25009dbdf0c277699b5928882b8a74cbc6e66c8,3.552,3.552,0.0,3.552,2026-05-21T02:44:00.249071Z,2026-05-21T03:04:00.249071Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0062,user-002,0xe21b6fb7d8c07d7e1089609da9f1dbd60263000560a94d0e6508d7b3b28123ba,0x329a295cb35977e441f406b59f31ee44599c42d9313e100e8e41b66d4f6c73a1,15.176,15.176,0.0,15.176,2026-05-21T00:26:27.845137Z,2026-05-21T01:06:27.845137Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0063,user-006,0x230ed3d681e64648f7b0ed6eae0fadb4e5024464644ba9ea53b3ecba35925da0,0x083b77d19c9287bf21aeae982d4cdffe962a4991295ba553f134fde5d0281ace,0.8,5.908,5.108,0.8,2026-05-21T18:08:15.647285Z,2026-05-21T18:38:15.647285Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0064,user-003,0x67e66687e47c064639f90515303d6656f4e7eb407b3c35a2e22edebf8fdaeae5,0xbccd8d2277a839876599d941e66eb38cf5904cb647f0dd552ee74030e58a676f,3.485,3.485,0.0,3.485,2026-05-21T11:01:05.384527Z,2026-05-21T11:31:05.384527Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0065,user-002,0x62e8c92bc49f1d9a72e224e8d1ec2ae6cbc50600d7329b53bacc524ac4fb46d9,0x32abcdbe0663a5613d4bbefeea1b51b73f19b27ad014e27e85013cbe96d329ec,10.897,10.897,0.0,10.897,2026-05-21T06:05:14.520237Z,2026-05-21T07:05:14.520237Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0066,user-008,0x72925391a68553c2395f37f3fb8eabdd79e3a9ae604c856e719477ac58d7702c,0xdd2a3d5b19d16a518c1d2b6792ada1b93eb61f78369a3ad090c3688fc4576936,3.725,3.725,0.0,3.725,2026-05-21T22:13:10.402158Z,2026-05-21T22:33:10.402158Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
research_20260521_500-0067,user-005,0x0c3f0730ea2e6766e5253e0aa111693f684f22d6a02bf0e37e092b051ce49068,0xaae3211193c457e89699ebf93b8214d33edca20bb3f4dd300440a2f765a099ba,9.82,11.552,1.732,9.82,2026-05-21T13:05:38.987921Z,2026-05-21T14:20:38.987921Z,2026-05-21,0xebcb58042d48b919f625932d411defdf4bef8193728afd4fc569200ebd3b2529
