session_id,user_id,evse_id,start_ts,end_ts,session_type,tariff_model
research_20260521_500-0017,user-002,EVSE-036,2026-05-21T11:04:48.387486Z,2026-05-21T12:19:48.387486Z,bidirectional,TOU
research_20260521_500-0018,user-004,EVSE-018,2026-05-21T06:45:38.307031Z,2026-05-21T07:15:38.307031Z,charge_only,TOU
research_20260521_500-0019,user-003,EVSE-038,2026-05-21T08:41:33.404201Z,2026-05-21T09:21:33.404201Z,charge_only,TOU
research_20260521_500-0020,user-001,EVSE-040,2026-05-21T16:35:06.478566Z,2026-05-21T16:55:06.478566Z,bidirectional,TOU
research_20260521_500-0021,user-004,EVSE-045,2026-05-21T03:13:58.067847Z,2026-05-21T03:43:58.067847Z,bidirectional,TOU
research_20260521_500-0022,user-008,EVSE-002,2026-05-21T18:38:41.726804Z,2026-05-21T19:38:41.726804Z,discharge_only,TOU
research_20260521_500-0023,user-003,EVSE-001,2026-05-21T10:02:57.047005Z,2026-05-21T10:42:57.047005Z,bidirectional,TOU
research_20260521_500-0024,user-004,EVSE-033,2026-05-21T15:14:31.264838Z,2026-05-21T15:34:31.264838Z,charge_only,TOU
research_20260521_500-0025,user-007,EVSE-011,2026-05-21T07:15:01.193014Z,2026-05-21T08:30:01.193014Z,bidirectional,TOU
research_20260521_500-0026,user-010,EVSE-030,2026-05-21T15:56:19.734733Z,2026-05-21T16:26:19.734733Z,discharge_only,TOU
research_20260521_500-0027,user-004,EVSE-008,2026-05-21T06:44:34.912901Z,2026-05-21T07:44:34.912901Z,discharge_only,TOU
research_20260521_500-0028,user-009,EVSE-005,2026-05-21T00:16:26.092055Z,2026-05-21T01:31:26.092055Z,charge_only,TOU
research_20260521_500-0029,user-006,EVSE-001,2026-05-21T16:18:37.093289Z,2026-05-21T17:33:37.093289Z,bidirectional,TOU
research_20260521_500-0030,user-007,EVSE-040,2026-05-21T03:30:02.097071Z,2026-05-21T04:30:02.097071Z,charge_only,TOU
research_20260521_500-0031,user-010,EVSE-014,2026-05-21T10:26:16.532667Z,2026-05-21T10:46:16.532667Z,charge_only,TOU
research_20260521_500-0032,user-007,EVSE-016,2026-05-21T17:18:18.628409Z,2026-05-21T18:18:18.628409Z,charge_only,TOU
research_20260521_500-0033,user-010,EVSE-013,2026-05-21T01:14:13.793280Z,2026-05-21T02:14:13.793280Z,bidirectional,TOU
research_20260521_500-0034,user-004,EVSE-027,2026-05-21T21:32:15.727209Z,2026-05-21T22:12:15.727209Z,charge_only,TOU
research_20260521_500-0035,user-006,EVSE-016,2026-05-21T08:43:45.446833Z,2026-05-21T09:43:45.446833Z,bidirectional,TOU
research_20260521_500-0036,user-007,EVSE-042,2026-05-21T15:54:35.332041Z,2026-05-21T16:54:35.332041Z,bidirectional,TOU
research_20260521_500-0037,user-001,EVSE-022,2026-05-21T21:45:00.190512Z,2026-05-21T22:15:00.190512Z,charge_only,TOU
research_20260521_500-0038,user-005,EVSE-031,2026-05-21T17:56:58.722376Z,2026-05-21T18:16:58.722376Z,bidirectional,TOU
research_20260521_500-0039,user-009,EVSE-004,2026-05-21T09:39:37.280020Z,2026-05-21T09:59:37.280020Z,bidirectional,TOU
research_20260521_500-0040,user-003,EVSE-010,2026-05-21T08:40:28.061799Z,2026-05-21T09:40:28.061799Z,charge_only,TOU
research_20260521_500-0041,user-002,EVSE-029,2026-05-21T00:07:45.474198Z,2026-05-21T00:27:45.474198Z,charge_only,TOU
research_20260521_500-0042,user-010,EVSE-005,2026-05-21T00:13:21.299096Z,2026-05-21T00:53:21.299096Z,charge_only,TOU
research_20260521_500-0043,user-010,EVSE-038,2026-05-21T12:42:19.561814Z,2026-05-21T13:02:19.561814Z,bidirectional,TOU
research_20260521_500-0044,user-007,EVSE-008,2026-05-21T21:13:43.327467Z,2026-05-21T21:43:43.327467Z,bidirectional,TOU
research_20260521_500-0045,user-007,EVSE-042,2026-05-21T01:21:32.772800Z,2026-05-21T02:36:32.772800Z,charge_only,TOU
research_20260521_500-0046,user-010,EVSE-008,2026-05-21T13:31:19.537117Z,2026-05-21T14:31:19.537117Z,charge_only,TOU
research_20260521_500-0047,user-009,EVSE-032,2026-05-21T04:11:06.289638Z,2026-05-21T04:31:06.289638Z,charge_only,TOU
research_20260521_500-0048,user-004,EVSE-036,2026-05-21T17:34:26.341013Z,2026-05-21T18:04:26.341013Z,discharge_only,TOU
research_20260521_500-0049,user-004,EVSE-046,2026-05-21T00:10:08.983156Z,2026-05-21T00:30:08.983156Z,charge_only,TOU
research_20260521_500-0050,user-008,EVSE-032,2026-05-21T18:08:01.649715Z,2026-05-21T19:23:01.649715Z,discharge_only,TOU
research_20260521_500-0051,user-008,EVSE-009,2026-05-21T15:42:01.291438Z,2026-05-21T16:57:01.291438Z,discharge_only,TOU
research_20260521_500-0052,user-002,EVSE-035,2026-05-21T03:00:09.951682Z,2026-05-21T04:00:09.951682Z,charge_only,TOU
research_20260521_500-0053,user-008,EVSE-007,2026-05-21T03:02:46.107297Z,2026-05-21T03:22:46.107297Z,bidirectional,TOU
research_20260521_500-0054,user-001,EVSE-012,2026-05-21T22:52:46.380306Z,2026-05-21T23:12:46.380306Z,discharge_only,TOU
research_20260521_500-0055,user-007,EVSE-019,2026-05-21T09:06:37.024158Z,2026-05-21T09:36:37.024158Z,charge_only,TOU
research_20260521_500-0056,user-008,EVSE-037,2026-05-21T01:17:51.641142Z,2026-05-21T02:32:51.641142Z,charge_only,TOU
research_20260521_500-0057,user-001,EVSE-029,2026-05-21T02:07:42.695199Z,2026-05-21T03:07:42.695199Z,charge_only,TOU
research_20260521_500-0058,user-003,EVSE-031,2026-05-21T21:49:12.476336Z,2026-05-21T22:29:12.476336Z,charge_only,TOU
research_20260521_500-0059,user-006,EVSE-007,2026-05-21T04:40:54.308665Z,2026-05-21T05:40:54.308665Z,bidirectional,TOU
research_20260521_500-0060,user-010,EVSE-035,2026-05-21T02:45:42.109373Z,2026-05-21T04:00:42.109373Z,charge_only,TOU
research_20260521_500-0061,user-003,EVSE-029,2026-05-21T02:44:00.249071Z,2026-05-21T03:04:00.249071Z,charge_only,TOU
research_20260521_500-0062,user-002,EVSE-041,2026-05-21T00:26:27.845137Z,2026-05-21T01:06:27.845137Z,charge_only,TOU
research_20260521_500-0063,user-006,EVSE-018,2026-05-21T18:08:15.647285Z,2026-05-21T18:38:15.647285Z,bidirectional,TOU
research_20260521_500-0064,user-003,EVSE-004,2026-05-21T11:01:05.384527Z,2026-05-21T11:31:05.384527Z,charge_only,TOU
research_20260521_500-0065,user-002,EVSE-026,2026-05-21T06:05:14.520237Z,2026-05-21T07:05:14.520237Z,charge_only,TOU
research_20260521_500-0066,user-008,EVSE-021,2026-05-21T22:13:10.402158Z,2026-05-21T22:33:10.402158Z,charge_only,TOU
research_20260521_500-0067,user-005,EVSE-031,2026-05-21T13:05:38.987921Z,2026-05-21T14:20:38.987921Z,bidirectional,TOU
research_20260521_500-0068,user-002,EVSE-047,2026-05-21T13:37:05.868797Z,2026-05-21T14:17:05.868797Z,charge_only,TOU
research_20260521_500-0069,user-005,EVSE-018,2026-05-21T15:32:37.769556Z,2026-05-21T16:47:37.769556Z,bidirectional,TOU
research_20260521_500-0070,user-006,EVSE-027,2026-05-21T15:33:31.576448Z,2026-05-21T16:03:31.576448Z,charge_only,TOU
research_20260521_500-0071,user-005,EVSE-043,2026-05-21T06:39:54.108387Z,2026-05-21T07:54:54.108387Z,bidirectional,TOU
research_20260521_500-0072,user-010,EVSE-009,2026-05-21T22:40:06.838784Z,2026-05-21T23:10:06.838784Z,charge_only,TOU
research_20260521_500-0073,user-009,EVSE-019,2026-05-21T10:34:26.283753Z,2026-05-21T11:14:26.283753Z,discharge_only,TOU
research_20260521_500-0074,user-006,EVSE-047,2026-05-21T19:51:30.157198Z,2026-05-21T21:06:30.157198Z,charge_only,TOU
research_20260521_500-0075,user-003,EVSE-049,2026-05-21T18:18:46.371451Z,2026-05-21T18:48:46.371451Z,bidirectional,TOU
research_20260521_500-0076,user-010,EVSE-006,2026-05-21T08:33:05.505830Z,2026-05-21T09:48:05.505830Z,charge_only,TOU
research_20260521_500-0077,user-008,EVSE-004,2026-05-21T10:03:19.539200Z,2026-05-21T10:23:19.539200Z,charge_only,TOU
research_20260521_500-0078,user-006,EVSE-040,2026-05-21T00:24:21.885794Z,2026-05-21T00:44:21.885794Z,charge_only,TOU
research_20260521_500-0079,user-005,EVSE-039,2026-05-21T14:41:07.209257Z,2026-05-21T15:21:07.209257Z,charge_only,TOU
research_20260521_500-0080,user-010,EVSE-043,2026-05-21T08:03:23.914041Z,2026-05-21T08:43:23.914041Z,charge_only,TOU
research_20260521_500-0081,user-009,EVSE-034,2026-05-21T21:44:25.663818Z,2026-05-21T22:44:25.663818Z,discharge_only,TOU
research_20260521_500-0082,user-010,EVSE-031,2026-05-21T20:50:17.362820Z,2026-05-21T21:50:17.362820Z,bidirectional,TOU
research_20260521_500-0083,user-010,EVSE-008,2026-05-21T00:21:24.401839Z,2026-05-21T01:21:24.401839Z,charge_only,TOU
research_20260521_500-0084,user-005,EVSE-003,2026-05-21T13:11:58.819360Z,2026-05-21T14:26:58.819360Z,charge_only,TOU
research_20260521_500-0085,user-003,EVSE-040,2026-05-21T05:46:16.124228Z,2026-05-21T06:46:16.124228Z,charge_only,TOU
research_20260521_500-0086,user-008,EVSE-016,2026-05-21T09:39:41.746700Z,2026-05-21T09:59:41.746700Z,charge_only,TOU
research_20260521_500-0087,user-002,EVSE-048,2026-05-21T11:25:10.934217Z,2026-05-21T12:05:10.934217Z,charge_only,TOU
research_20260521_500-0088,user-006,EVSE-012,2026-05-21T18:11:46.720133Z,2026-05-21T18:31:46.720133Z,charge_only,TOU
research_20260521_500-0089,user-008,EVSE-020,2026-05-21T08:49:18.022754Z,2026-05-21T09:19:18.022754Z,charge_only,TOU
research_20260521_500-0090,user-009,EVSE-026,2026-05-21T12:37:18.260073Z,2026-05-21T12:57:18.260073Z,bidirectional,TOU
research_20260521_500-0091,user-007,EVSE-012,2026-05-21T15:50:47.235306Z,2026-05-21T16:20:47.235306Z,charge_only,TOU
research_20260521_500-0092,user-002,EVSE-041,2026-05-21T16:06:47.720178Z,2026-05-21T16:46:47.720178Z,discharge_only,TOU
research_20260521_500-0093,user-002,EVSE-010,2026-05-21T07:52:29.712000Z,2026-05-21T08:52:29.712000Z,charge_only,TOU
research_20260521_500-0094,user-006,EVSE-012,2026-05-21T13:19:43.645415Z,2026-05-21T13:39:43.645415Z,bidirectional,TOU
research_20260521_500-0095,user-009,EVSE-029,2026-05-21T21:09:25.449990Z,2026-05-21T21:49:25.449990Z,discharge_only,TOU
research_20260521_500-0096,user-006,EVSE-041,2026-05-21T07:57:18.642102Z,2026-05-21T08:17:18.642102Z,charge_only,TOU
research_20260521_500-0097,user-004,EVSE-005,2026-05-21T21:04:14.283881Z,2026-05-21T21:34:14.283881Z,bidirectional,TOU
research_20260521_500-0098,user-008,EVSE-010,2026-05-21T11:21:59.895423Z,2026-05-21T12:21:59.895423Z,bidirectional,TOU
research_20260521_500-0099,user-004,EVSE-037,2026-05-21T15:40:43.605686Z,2026-05-21T16:55:43.605686Z,charge_only,TOU
research_20260521_500-0100,user-002,EVSE-039,2026-05-21T22:53:32.100196Z,2026-05-22T00:08:32.100196Z,charge_only,TOU
research_20260521_500-0101,user-006,EVSE-040,2026-05-21T06:21:45.141185Z,2026-05-21T07:01:45.141185Z,bidirectional,TOU
research_20260521_500-0102,user-003,EVSE-042,2026-05-21T04:27:35.514068Z,2026-05-21T05:42:35.514068Z,discharge_only,TOU
research_20260521_500-0103,user-001,EVSE-044,2026-05-21T03:39:04.307630Z,2026-05-21T04:39:04.307630Z,charge_only,TOU
research_20260521_500-0104,user-002,EVSE-030,2026-05-21T14:31:46.719220Z,2026-05-21T15:11:46.719220Z,charge_only,TOU
research_20260521_500-0105,user-003,EVSE-050,2026-05-21T16:06:43.750764Z,2026-05-21T17:21:43.750764Z,bidirectional,TOU
research_20260521_500-0106,user-001,EVSE-008,2026-05-21T09:58:43.588863Z,2026-05-21T10:28:43.588863Z,charge_only,TOU
research_20260521_500-0107,user-007,EVSE-036,2026-05-21T20:20:56.339298Z,2026-05-21T20:50:56.339298Z,charge_only,TOU
research_20260521_500-0108,user-009,EVSE-040,2026-05-21T14:56:22.339338Z,2026-05-21T15:26:22.339338Z,charge_only,TOU
research_20260521_500-0109,user-005,EVSE-047,2026-05-21T10:35:21.313370Z,2026-05-21T11:05:21.313370Z,charge_only,TOU
research_20260521_500-0110,user-009,EVSE-009,2026-05-21T14:52:14.422384Z,2026-05-21T15:52:14.422384Z,charge_only,TOU
research_20260521_500-0111,user-004,EVSE-021,2026-05-21T18:09:51.625481Z,2026-05-21T19:24:51.625481Z,charge_only,TOU
research_20260521_500-0112,user-002,EVSE-003,2026-05-21T08:19:41.389692Z,2026-05-21T08:49:41.389692Z,charge_only,TOU
research_20260521_500-0113,user-008,EVSE-008,2026-05-21T19:30:42.675002Z,2026-05-21T20:10:42.675002Z,bidirectional,TOU
research_20260521_500-0114,user-005,EVSE-041,2026-05-21T06:44:13.117813Z,2026-05-21T07:04:13.117813Z,discharge_only,TOU
research_20260521_500-0115,user-009,EVSE-008,2026-05-21T16:06:47.136685Z,2026-05-21T17:06:47.136685Z,bidirectional,TOU
research_20260521_500-0116,user-009,EVSE-031,2026-05-21T01:49:43.640395Z,2026-05-21T02:29:43.640395Z,bidirectional,TOU
research_20260521_500-0117,user-004,EVSE-004,2026-05-21T05:41:55.328834Z,2026-05-21T06:56:55.328834Z,charge_only,TOU
research_20260521_500-0118,user-008,EVSE-012,2026-05-21T10:26:58.073607Z,2026-05-21T11:41:58.073607Z,charge_only,TOU
research_20260521_500-0119,user-007,EVSE-001,2026-05-21T14:59:46.576457Z,2026-05-21T15:59:46.576457Z,charge_only,TOU
research_20260521_500-0120,user-008,EVSE-046,2026-05-21T07:49:09.612288Z,2026-05-21T09:04:09.612288Z,charge_only,TOU
research_20260521_500-0121,user-001,EVSE-044,2026-05-21T14:19:44.273690Z,2026-05-21T14:49:44.273690Z,bidirectional,TOU
research_20260521_500-0122,user-003,EVSE-020,2026-05-21T00:19:35.903553Z,2026-05-21T01:34:35.903553Z,discharge_only,TOU
research_20260521_500-0123,user-008,EVSE-025,2026-05-21T18:12:00.348469Z,2026-05-21T18:42:00.348469Z,charge_only,TOU
research_20260521_500-0124,user-002,EVSE-043,2026-05-21T01:50:59.664570Z,2026-05-21T02:30:59.664570Z,charge_only,TOU
research_20260521_500-0125,user-006,EVSE-016,2026-05-21T16:42:24.554585Z,2026-05-21T17:02:24.554585Z,charge_only,TOU
research_20260521_500-0126,user-007,EVSE-017,2026-05-21T02:01:13.073891Z,2026-05-21T03:16:13.073891Z,charge_only,TOU
research_20260521_500-0127,user-007,EVSE-042,2026-05-21T16:53:55.386359Z,2026-05-21T17:23:55.386359Z,bidirectional,TOU
research_20260521_500-0128,user-006,EVSE-040,2026-05-21T19:55:15.442582Z,2026-05-21T21:10:15.442582Z,bidirectional,TOU
research_20260521_500-0129,user-001,EVSE-037,2026-05-21T23:49:28.692356Z,2026-05-22T01:04:28.692356Z,bidirectional,TOU
research_20260521_500-0130,user-005,EVSE-031,2026-05-21T07:33:58.803559Z,2026-05-21T07:53:58.803559Z,charge_only,TOU
research_20260521_500-0131,user-003,EVSE-035,2026-05-21T21:59:55.919015Z,2026-05-21T22:59:55.919015Z,charge_only,TOU
research_20260521_500-0132,user-006,EVSE-035,2026-05-21T23:36:27.140575Z,2026-05-22T00:06:27.140575Z,bidirectional,TOU
research_20260521_500-0133,user-003,EVSE-039,2026-05-21T05:00:40.965436Z,2026-05-21T05:20:40.965436Z,charge_only,TOU
research_20260521_500-0134,user-007,EVSE-050,2026-05-21T00:43:45.266450Z,2026-05-21T01:23:45.266450Z,charge_only,TOU
research_20260521_500-0135,user-002,EVSE-024,2026-05-21T22:00:51.915964Z,2026-05-21T22:30:51.915964Z,charge_only,TOU
research_20260521_500-0136,user-002,EVSE-016,2026-05-21T19:29:09.349903Z,2026-05-21T20:29:09.349903Z,charge_only,TOU
research_20260521_500-0137,user-007,EVSE-040,2026-05-21T19:54:55.049211Z,2026-05-21T20:34:55.049211Z,bidirectional,TOU
research_20260521_500-0138,user-005,EVSE-026,2026-05-21T23:49:15.299282Z,2026-05-22T00:49:15.299282Z,charge_only,TOU
research_20260521_500-0139,user-008,EVSE-044,2026-05-21T00:45:25.269414Z,2026-05-21T01:15:25.269414Z,discharge_only,TOU
research_20260521_500-0140,user-008,EVSE-020,2026-05-21T01:21:06.967308Z,2026-05-21T01:51:06.967308Z,charge_only,TOU
research_20260521_500-0141,user-007,EVSE-045,2026-05-21T05:02:43.767658Z,2026-05-21T05:22:43.767658Z,charge_only,TOU
research_20260521_500-0142,user-006,EVSE-033,2026-05-21T07:08:38.797598Z,2026-05-21T08:23:38.797598Z,charge_only,TOU
research_20260521_500-0143,user-010,EVSE-047,2026-05-21T18:40:42.857994Z,2026-05-21T19:20:42.857994Z,charge_only,TOU
research_20260521_500-0144,user-008,EVSE-030,2026-05-21T05:09:39.072214Z,2026-05-21T06:24:39.072214Z,discharge_only,TOU
research_20260521_500-0145,user-003,EVSE-008,2026-05-21T19:30:36.169655Z,2026-05-21T20:30:36.169655Z,bidirectional,TOU
research_20260521_500-0146,user-009,EVSE-038,2026-05-21T00:48:04.823044Z,2026-05-21T01:28:04.823044Z,discharge_only,TOU
research_20260521_500-0147,user-002,EVSE-028,2026-05-21T18:15:27.316436Z,2026-05-21T18:35:27.316436Z,discharge_only,TOU
research_20260521_500-0148,user-003,EVSE-011,2026-05-21T10:39:55.553448Z,2026-05-21T11:39:55.553448Z,bidirectional,TOU
research_20260521_500-0149,user-004,EVSE-024,2026-05-21T16:58:23.431814Z,2026-05-21T17:38:23.431814Z,charge_only,TOU
research_20260521_500-0150,user-008,EVSE-045,2026-05-21T10:52:15.077064Z,2026-05-21T11:52:15.077064Z,charge_only,TOU
research_20260521_500-0151,user-007,EVSE-019,2026-05-21T19:59:59.188232Z,2026-05-21T20:29:59.188232Z,charge_only,TOU
research_20260521_500-0152,user-009,EVSE-009,2026-05-21T00:19:53.810685Z,2026-05-21T00:39:53.810685Z,charge_only,TOU
research_20260521_500-0153,user-003,EVSE-050,2026-05-21T06:54:35.485060Z,2026-05-21T07:24:35.485060Z,discharge_only,TOU
research_20260521_500-0154,user-005,EVSE-005,2026-05-21T07:18:37.607601Z,2026-05-21T07:58:37.607601Z,charge_only,TOU
research_20260521_500-0155,user-007,EVSE-011,2026-05-21T04:11:13.163244Z,2026-05-21T05:11:13.163244Z,discharge_only,TOU
research_20260521_500-0156,user-007,EVSE-042,2026-05-21T19:07:39.706967Z,2026-05-21T19:37:39.706967Z,discharge_only,TOU
research_20260521_500-0157,user-005,EVSE-001,2026-05-21T06:33:34.605396Z,2026-05-21T07:03:34.605396Z,charge_only,TOU
research_20260521_500-0158,user-002,EVSE-001,2026-05-21T00:16:03.415822Z,2026-05-21T01:16:03.415822Z,bidirectional,TOU
research_20260521_500-0159,user-006,EVSE-023,2026-05-21T06:38:41.872922Z,2026-05-21T07:08:41.872922Z,charge_only,TOU
research_20260521_500-0160,user-003,EVSE-043,2026-05-21T18:02:11.257203Z,2026-05-21T18:22:11.257203Z,charge_only,TOU
research_20260521_500-0161,user-010,EVSE-037,2026-05-21T11:45:17.250288Z,2026-05-21T12:45:17.250288Z,charge_only,TOU
research_20260521_500-0162,user-003,EVSE-026,2026-05-21T05:40:40.478966Z,2026-05-21T06:00:40.478966Z,charge_only,TOU
research_20260521_500-0163,user-009,EVSE-042,2026-05-21T05:34:21.695942Z,2026-05-21T06:34:21.695942Z,discharge_only,TOU
research_20260521_500-0164,user-004,EVSE-009,2026-05-21T22:35:36.926436Z,2026-05-21T22:55:36.926436Z,bidirectional,TOU
research_20260521_500-0165,user-006,EVSE-017,2026-05-21T11:25:52.336660Z,2026-05-21T12:05:52.336660Z,discharge_only,TOU
research_20260521_500-0166,user-002,EVSE-003,2026-05-21T12:04:32.850044Z,2026-05-21T13:19:32.850044Z,bidirectional,TOU
research_20260521_500-0167,user-007,EVSE-015,2026-05-21T18:35:41.876886Z,2026-05-21T19:05:41.876886Z,charge_only,TOU
research_20260521_500-0168,user-007,EVSE-047,2026-05-21T22:19:44.755776Z,2026-05-21T23:19:44.755776Z,charge_only,TOU
research_20260521_500-0169,user-004,EVSE-006,2026-05-21T20:22:11.065045Z,2026-05-21T21:22:11.065045Z,bidirectional,TOU
research_20260521_500-0170,user-009,EVSE-016,2026-05-21T14:04:11.892178Z,2026-05-21T14:44:11.892178Z,charge_only,TOU
research_20260521_500-0171,user-007,EVSE-008,2026-05-21T07:09:57.307614Z,2026-05-21T07:49:57.307614Z,charge_only,TOU
research_20260521_500-0172,user-004,EVSE-020,2026-05-21T13:08:14.364554Z,2026-05-21T14:08:14.364554Z,charge_only,TOU
research_20260521_500-0173,user-001,EVSE-038,2026-05-21T01:07:58.853170Z,2026-05-21T02:07:58.853170Z,charge_only,TOU
research_20260521_500-0174,user-002,EVSE-022,2026-05-21T23:27:36.464211Z,2026-05-21T23:47:36.464211Z,charge_only,TOU
research_20260521_500-0175,user-001,EVSE-009,2026-05-21T19:57:05.732366Z,2026-05-21T21:12:05.732366Z,charge_only,TOU
research_20260521_500-0176,user-009,EVSE-034,2026-05-21T18:00:13.633956Z,2026-05-21T19:15:13.633956Z,charge_only,TOU
research_20260521_500-0177,user-004,EVSE-015,2026-05-21T00:36:28.139946Z,2026-05-21T00:56:28.139946Z,charge_only,TOU
research_20260521_500-0178,user-007,EVSE-013,2026-05-21T15:28:04.879574Z,2026-05-21T15:58:04.879574Z,bidirectional,TOU
research_20260521_500-0179,user-008,EVSE-022,2026-05-21T10:58:20.434429Z,2026-05-21T11:28:20.434429Z,bidirectional,TOU
research_20260521_500-0180,user-006,EVSE-043,2026-05-21T22:33:14.364810Z,2026-05-21T23:03:14.364810Z,charge_only,TOU
research_20260521_500-0181,user-005,EVSE-040,2026-05-21T16:14:27.083142Z,2026-05-21T16:44:27.083142Z,charge_only,TOU
research_20260521_500-0182,user-010,EVSE-041,2026-05-21T04:26:11.153971Z,2026-05-21T05:26:11.153971Z,charge_only,TOU
research_20260521_500-0183,user-003,EVSE-043,2026-05-21T16:02:07.047979Z,2026-05-21T16:22:07.047979Z,discharge_only,TOU
research_20260521_500-0184,user-008,EVSE-011,2026-05-21T23:42:35.418406Z,2026-05-22T00:12:35.418406Z,charge_only,TOU
research_20260521_500-0185,user-007,EVSE-011,2026-05-21T15:33:13.626973Z,2026-05-21T16:33:13.626973Z,charge_only,TOU
research_20260521_500-0186,user-002,EVSE-032,2026-05-21T15:52:21.069521Z,2026-05-21T17:07:21.069521Z,charge_only,TOU
research_20260521_500-0187,user-007,EVSE-017,2026-05-21T21:52:48.909756Z,2026-05-21T23:07:48.909756Z,bidirectional,TOU
research_20260521_500-0188,user-005,EVSE-025,2026-05-21T10:26:29.094804Z,2026-05-21T10:56:29.094804Z,charge_only,TOU
research_20260521_500-0189,user-009,EVSE-011,2026-05-21T07:29:37.330642Z,2026-05-21T08:29:37.330642Z,charge_only,TOU
research_20260521_500-0190,user-003,EVSE-047,2026-05-21T22:57:32.802185Z,2026-05-21T23:17:32.802185Z,discharge_only,TOU
research_20260521_500-0191,user-007,EVSE-023,2026-05-21T10:37:50.132777Z,2026-05-21T11:52:50.132777Z,charge_only,TOU
research_20260521_500-0192,user-008,EVSE-020,2026-05-21T10:15:17.192081Z,2026-05-21T11:15:17.192081Z,bidirectional,TOU
research_20260521_500-0193,user-002,EVSE-029,2026-05-21T00:38:36.290072Z,2026-05-21T01:08:36.290072Z,discharge_only,TOU
research_20260521_500-0194,user-008,EVSE-013,2026-05-21T05:45:19.779292Z,2026-05-21T06:25:19.779292Z,charge_only,TOU
research_20260521_500-0195,user-008,EVSE-038,2026-05-21T22:46:11.678062Z,2026-05-21T23:26:11.678062Z,bidirectional,TOU
research_20260521_500-0196,user-005,EVSE-015,2026-05-21T06:00:29.757981Z,2026-05-21T06:20:29.757981Z,bidirectional,TOU
research_20260521_500-0197,user-007,EVSE-020,2026-05-21T11:39:52.501403Z,2026-05-21T11:59:52.501403Z,charge_only,TOU
research_20260521_500-0198,user-005,EVSE-044,2026-05-21T13:48:43.092423Z,2026-05-21T14:48:43.092423Z,charge_only,TOU
research_20260521_500-0199,user-005,EVSE-026,2026-05-21T08:36:32.613979Z,2026-05-21T09:16:32.613979Z,charge_only,TOU
research_20260521_500-0200,user-001,EVSE-041,2026-05-21T08:15:13.390712Z,2026-05-21T08:55:13.390712Z,charge_only,TOU
research_20260521_500-0201,user-006,EVSE-012,2026-05-21T11:48:27.996476Z,2026-05-21T12:18:27.996476Z,charge_only,TOU
research_20260521_500-0202,user-002,EVSE-004,2026-05-21T18:38:57.296605Z,2026-05-21T19:08:57.296605Z,charge_only,TOU
research_20260521_500-0203,user-010,EVSE-037,2026-05-21T22:16:26.960288Z,2026-05-21T22:46:26.960288Z,bidirectional,TOU
research_20260521_500-0204,user-003,EVSE-011,2026-05-21T16:23:24.469259Z,2026-05-21T16:53:24.469259Z,charge_only,TOU
research_20260521_500-0205,user-002,EVSE-015,2026-05-21T20:52:39.325266Z,2026-05-21T21:52:39.325266Z,discharge_only,TOU
research_20260521_500-0206,user-003,EVSE-026,2026-05-21T21:31:06.009503Z,2026-05-21T22:46:06.009503Z,discharge_only,TOU
