session_id,user_id,evse_id,start_ts,end_ts,session_type,tariff_model
run_20260521_224907-0026,user-010,EVSE-030,2026-05-23T15:56:19.734733Z,2026-05-23T16:26:19.734733Z,discharge_only,TOU
run_20260521_224907-0027,user-004,EVSE-008,2026-05-23T06:44:34.912901Z,2026-05-23T07:44:34.912901Z,discharge_only,TOU
run_20260521_224907-0028,user-009,EVSE-005,2026-05-23T00:16:26.092055Z,2026-05-23T01:31:26.092055Z,charge_only,TOU
run_20260521_224907-0029,user-006,EVSE-001,2026-05-23T16:18:37.093289Z,2026-05-23T17:33:37.093289Z,bidirectional,TOU
run_20260521_224907-0030,user-007,EVSE-040,2026-05-23T03:30:02.097071Z,2026-05-23T04:30:02.097071Z,charge_only,TOU
run_20260521_224907-0031,user-010,EVSE-014,2026-05-23T10:26:16.532667Z,2026-05-23T10:46:16.532667Z,charge_only,TOU
run_20260521_224907-0032,user-007,EVSE-016,2026-05-23T17:18:18.628409Z,2026-05-23T18:18:18.628409Z,charge_only,TOU
run_20260521_224907-0033,user-010,EVSE-013,2026-05-23T01:14:13.793280Z,2026-05-23T02:14:13.793280Z,bidirectional,TOU
run_20260521_224907-0034,user-004,EVSE-027,2026-05-23T21:32:15.727209Z,2026-05-23T22:12:15.727209Z,charge_only,TOU
run_20260521_224907-0035,user-006,EVSE-016,2026-05-23T08:43:45.446833Z,2026-05-23T09:43:45.446833Z,bidirectional,TOU
run_20260521_224907-0036,user-007,EVSE-042,2026-05-23T15:54:35.332041Z,2026-05-23T16:54:35.332041Z,bidirectional,TOU
run_20260521_224907-0037,user-001,EVSE-022,2026-05-23T21:45:00.190512Z,2026-05-23T22:15:00.190512Z,charge_only,TOU
run_20260521_224907-0038,user-005,EVSE-031,2026-05-23T17:56:58.722376Z,2026-05-23T18:16:58.722376Z,bidirectional,TOU
run_20260521_224907-0039,user-009,EVSE-004,2026-05-23T09:39:37.280020Z,2026-05-23T09:59:37.280020Z,bidirectional,TOU
run_20260521_224907-0040,user-003,EVSE-010,2026-05-23T08:40:28.061799Z,2026-05-23T09:40:28.061799Z,charge_only,TOU
run_20260521_224907-0041,user-002,EVSE-029,2026-05-23T00:07:45.474198Z,2026-05-23T00:27:45.474198Z,charge_only,TOU
run_20260521_224907-0042,user-010,EVSE-005,2026-05-23T00:13:21.299096Z,2026-05-23T00:53:21.299096Z,charge_only,TOU
run_20260521_224907-0043,user-010,EVSE-038,2026-05-23T12:42:19.561814Z,2026-05-23T13:02:19.561814Z,bidirectional,TOU
run_20260521_224907-0044,user-007,EVSE-008,2026-05-23T21:13:43.327467Z,2026-05-23T21:43:43.327467Z,bidirectional,TOU
run_20260521_224907-0045,user-007,EVSE-042,2026-05-23T01:21:32.772800Z,2026-05-23T02:36:32.772800Z,charge_only,TOU
run_20260521_224907-0046,user-010,EVSE-008,2026-05-23T13:31:19.537117Z,2026-05-23T14:31:19.537117Z,charge_only,TOU
run_20260521_224907-0047,user-009,EVSE-032,2026-05-23T04:11:06.289638Z,2026-05-23T04:31:06.289638Z,charge_only,TOU
run_20260521_224907-0048,user-004,EVSE-036,2026-05-23T17:34:26.341013Z,2026-05-23T18:04:26.341013Z,discharge_only,TOU
run_20260521_224907-0049,user-004,EVSE-046,2026-05-23T00:10:08.983156Z,2026-05-23T00:30:08.983156Z,charge_only,TOU
run_20260521_224907-0050,user-008,EVSE-032,2026-05-23T18:08:01.649715Z,2026-05-23T19:23:01.649715Z,discharge_only,TOU
run_20260521_224907-0051,user-008,EVSE-009,2026-05-23T15:42:01.291438Z,2026-05-23T16:57:01.291438Z,discharge_only,TOU
run_20260521_224907-0052,user-002,EVSE-035,2026-05-23T03:00:09.951682Z,2026-05-23T04:00:09.951682Z,charge_only,TOU
run_20260521_224907-0053,user-008,EVSE-007,2026-05-23T03:02:46.107297Z,2026-05-23T03:22:46.107297Z,bidirectional,TOU
run_20260521_224907-0054,user-001,EVSE-012,2026-05-23T22:52:46.380306Z,2026-05-23T23:12:46.380306Z,discharge_only,TOU
run_20260521_224907-0055,user-007,EVSE-019,2026-05-23T09:06:37.024158Z,2026-05-23T09:36:37.024158Z,charge_only,TOU
run_20260521_224907-0056,user-008,EVSE-037,2026-05-23T01:17:51.641142Z,2026-05-23T02:32:51.641142Z,charge_only,TOU
run_20260521_224907-0057,user-001,EVSE-029,2026-05-23T02:07:42.695199Z,2026-05-23T03:07:42.695199Z,charge_only,TOU
run_20260521_224907-0058,user-003,EVSE-031,2026-05-23T21:49:12.476336Z,2026-05-23T22:29:12.476336Z,charge_only,TOU
run_20260521_224907-0059,user-006,EVSE-007,2026-05-23T04:40:54.308665Z,2026-05-23T05:40:54.308665Z,bidirectional,TOU
run_20260521_224907-0060,user-010,EVSE-035,2026-05-23T02:45:42.109373Z,2026-05-23T04:00:42.109373Z,charge_only,TOU
run_20260521_224907-0061,user-003,EVSE-029,2026-05-23T02:44:00.249071Z,2026-05-23T03:04:00.249071Z,charge_only,TOU
run_20260521_224907-0062,user-002,EVSE-041,2026-05-23T00:26:27.845137Z,2026-05-23T01:06:27.845137Z,charge_only,TOU
run_20260521_224907-0063,user-006,EVSE-018,2026-05-23T18:08:15.647285Z,2026-05-23T18:38:15.647285Z,bidirectional,TOU
run_20260521_224907-0064,user-003,EVSE-004,2026-05-23T11:01:05.384527Z,2026-05-23T11:31:05.384527Z,charge_only,TOU
run_20260521_224907-0065,user-002,EVSE-026,2026-05-23T06:05:14.520237Z,2026-05-23T07:05:14.520237Z,charge_only,TOU
run_20260521_224907-0066,user-008,EVSE-021,2026-05-23T22:13:10.402158Z,2026-05-23T22:33:10.402158Z,charge_only,TOU
run_20260521_224907-0067,user-005,EVSE-031,2026-05-23T13:05:38.987921Z,2026-05-23T14:20:38.987921Z,bidirectional,TOU
run_20260521_224907-0068,user-002,EVSE-047,2026-05-23T13:37:05.868797Z,2026-05-23T14:17:05.868797Z,charge_only,TOU
run_20260521_224907-0069,user-005,EVSE-018,2026-05-23T15:32:37.769556Z,2026-05-23T16:47:37.769556Z,bidirectional,TOU
run_20260521_224907-0070,user-006,EVSE-027,2026-05-23T15:33:31.576448Z,2026-05-23T16:03:31.576448Z,charge_only,TOU
run_20260521_224907-0071,user-005,EVSE-043,2026-05-23T06:39:54.108387Z,2026-05-23T07:54:54.108387Z,bidirectional,TOU
run_20260521_224907-0072,user-010,EVSE-009,2026-05-23T22:40:06.838784Z,2026-05-23T23:10:06.838784Z,charge_only,TOU
run_20260521_224907-0073,user-009,EVSE-019,2026-05-23T10:34:26.283753Z,2026-05-23T11:14:26.283753Z,discharge_only,TOU
run_20260521_224907-0074,user-006,EVSE-047,2026-05-23T19:51:30.157198Z,2026-05-23T21:06:30.157198Z,charge_only,TOU
run_20260521_224907-0075,user-003,EVSE-049,2026-05-23T18:18:46.371451Z,2026-05-23T18:48:46.371451Z,bidirectional,TOU
run_20260521_224907-0076,user-010,EVSE-006,2026-05-23T08:33:05.505830Z,2026-05-23T09:48:05.505830Z,charge_only,TOU
run_20260521_224907-0077,user-008,EVSE-004,2026-05-23T10:03:19.539200Z,2026-05-23T10:23:19.539200Z,charge_only,TOU
run_20260521_224907-0078,user-006,EVSE-040,2026-05-23T00:24:21.885794Z,2026-05-23T00:44:21.885794Z,charge_only,TOU
run_20260521_224907-0079,user-005,EVSE-039,2026-05-23T14:41:07.209257Z,2026-05-23T15:21:07.209257Z,charge_only,TOU
run_20260521_224907-0080,user-010,EVSE-043,2026-05-23T08:03:23.914041Z,2026-05-23T08:43:23.914041Z,charge_only,TOU
run_20260521_224907-0081,user-009,EVSE-034,2026-05-23T21:44:25.663818Z,2026-05-23T22:44:25.663818Z,discharge_only,TOU
run_20260521_224907-0082,user-010,EVSE-031,2026-05-23T20:50:17.362820Z,2026-05-23T21:50:17.362820Z,bidirectional,TOU
run_20260521_224907-0083,user-010,EVSE-008,2026-05-23T00:21:24.401839Z,2026-05-23T01:21:24.401839Z,charge_only,TOU
run_20260521_224907-0084,user-005,EVSE-003,2026-05-23T13:11:58.819360Z,2026-05-23T14:26:58.819360Z,charge_only,TOU
run_20260521_224907-0085,user-003,EVSE-040,2026-05-23T05:46:16.124228Z,2026-05-23T06:46:16.124228Z,charge_only,TOU
run_20260521_224907-0086,user-008,EVSE-016,2026-05-23T09:39:41.746700Z,2026-05-23T09:59:41.746700Z,charge_only,TOU
run_20260521_224907-0087,user-002,EVSE-048,2026-05-23T11:25:10.934217Z,2026-05-23T12:05:10.934217Z,charge_only,TOU
run_20260521_224907-0088,user-006,EVSE-012,2026-05-23T18:11:46.720133Z,2026-05-23T18:31:46.720133Z,charge_only,TOU
run_20260521_224907-0089,user-008,EVSE-020,2026-05-23T08:49:18.022754Z,2026-05-23T09:19:18.022754Z,charge_only,TOU
run_20260521_224907-0090,user-009,EVSE-026,2026-05-23T12:37:18.260073Z,2026-05-23T12:57:18.260073Z,bidirectional,TOU
run_20260521_224907-0091,user-007,EVSE-012,2026-05-23T15:50:47.235306Z,2026-05-23T16:20:47.235306Z,charge_only,TOU
run_20260521_224907-0092,user-002,EVSE-041,2026-05-23T16:06:47.720178Z,2026-05-23T16:46:47.720178Z,discharge_only,TOU
run_20260521_224907-0093,user-002,EVSE-010,2026-05-23T07:52:29.712000Z,2026-05-23T08:52:29.712000Z,charge_only,TOU
run_20260521_224907-0094,user-006,EVSE-012,2026-05-23T13:19:43.645415Z,2026-05-23T13:39:43.645415Z,bidirectional,TOU
run_20260521_224907-0095,user-009,EVSE-029,2026-05-23T21:09:25.449990Z,2026-05-23T21:49:25.449990Z,discharge_only,TOU
run_20260521_224907-0096,user-006,EVSE-041,2026-05-23T07:57:18.642102Z,2026-05-23T08:17:18.642102Z,charge_only,TOU
run_20260521_224907-0097,user-004,EVSE-005,2026-05-23T21:04:14.283881Z,2026-05-23T21:34:14.283881Z,bidirectional,TOU
run_20260521_224907-0098,user-008,EVSE-010,2026-05-23T11:21:59.895423Z,2026-05-23T12:21:59.895423Z,bidirectional,TOU
run_20260521_224907-0099,user-004,EVSE-037,2026-05-23T15:40:43.605686Z,2026-05-23T16:55:43.605686Z,charge_only,TOU
run_20260521_224907-0100,user-002,EVSE-039,2026-05-23T22:53:32.100196Z,2026-05-24T00:08:32.100196Z,charge_only,TOU
