session_id,match,import_consistent,export_consistent,net_consistent,settlement_consistent,audit_ok,audit_reason,batch_day,expected_hash,computed_hash,batch_root
run_20260521_224907-0024,True,True,True,True,True,True,,2026-05-23,0x73235b31b5b9ed1cc8a417ae4b85d1b6f6422d51392894843496f22bbca82f9a,0x73235b31b5b9ed1cc8a417ae4b85d1b6f6422d51392894843496f22bbca82f9a,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0025,True,True,True,True,True,True,,2026-05-23,0xa05dcec6ffa7b7ad883da4b3c7b007474ddd036729fb9de56b0f1f7dc720226d,0xa05dcec6ffa7b7ad883da4b3c7b007474ddd036729fb9de56b0f1f7dc720226d,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0026,True,True,True,True,True,True,,2026-05-23,0x3220d2640dc73f6cda1bbb6eda9aeb60b64fc3621f207d1855d2fd116f3c1e1f,0x3220d2640dc73f6cda1bbb6eda9aeb60b64fc3621f207d1855d2fd116f3c1e1f,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0027,True,True,True,True,True,True,,2026-05-23,0x52c1e2d125fc65ec578728a569acb10884c1dfdbf3093083415144de072a0c92,0x52c1e2d125fc65ec578728a569acb10884c1dfdbf3093083415144de072a0c92,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0028,True,True,True,True,True,True,,2026-05-23,0x1e4d1296558a0b10a4daf24d84d314eb4b26ced7025a01af783d1adc478d8f75,0x1e4d1296558a0b10a4daf24d84d314eb4b26ced7025a01af783d1adc478d8f75,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0029,True,True,True,True,True,True,,2026-05-23,0xa21d1823c9199a7f481cfa7b81f4de17cbc43402059b9a5ebb5c5edeba766c6a,0xa21d1823c9199a7f481cfa7b81f4de17cbc43402059b9a5ebb5c5edeba766c6a,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0030,True,True,True,True,True,True,,2026-05-23,0x2c4e4d5acb6ba67b451238d0570fd31e937bb513c5685710863c45114bd754bc,0x2c4e4d5acb6ba67b451238d0570fd31e937bb513c5685710863c45114bd754bc,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0031,True,True,True,True,True,True,,2026-05-23,0xc4254dc306c1f7d1b047178a2191c69417609309b41ad579bfdc9138a7e3d7d5,0xc4254dc306c1f7d1b047178a2191c69417609309b41ad579bfdc9138a7e3d7d5,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0032,True,True,True,True,True,True,,2026-05-23,0x64a42bf5ac399c320bf50636fd925c23a8139175ac6d9781127fc964f6345f89,0x64a42bf5ac399c320bf50636fd925c23a8139175ac6d9781127fc964f6345f89,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0033,True,True,True,True,True,True,,2026-05-23,0xe83d66cd6d3b572060cd503db8cbdab4abdd92e15c67e8684002c17ba6d22507,0xe83d66cd6d3b572060cd503db8cbdab4abdd92e15c67e8684002c17ba6d22507,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0034,True,True,True,True,True,True,,2026-05-23,0xd5a9621d2ea9b21343805ac54f03fb888acf3039b4f9323b34f6312afd84d635,0xd5a9621d2ea9b21343805ac54f03fb888acf3039b4f9323b34f6312afd84d635,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0035,True,True,True,True,True,True,,2026-05-23,0xf3a1de21812984472af5dbb2b73b4c1272b0d46fc15ce5f110b6d1f745c3629d,0xf3a1de21812984472af5dbb2b73b4c1272b0d46fc15ce5f110b6d1f745c3629d,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0036,True,True,True,True,True,True,,2026-05-23,0xfbd16167dfeb97c90ba3f1b44f4d18c8f13b03b0226b8eb755ea6a73636b85c3,0xfbd16167dfeb97c90ba3f1b44f4d18c8f13b03b0226b8eb755ea6a73636b85c3,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0037,True,True,True,True,True,True,,2026-05-23,0xd2bf595a6ef1bde94d3502ea37ffc6272a56d7e211d639bcfa63fab4817d3927,0xd2bf595a6ef1bde94d3502ea37ffc6272a56d7e211d639bcfa63fab4817d3927,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0038,True,True,True,True,True,True,,2026-05-23,0x5f27a598f382c527dbcc3f953b2ef08e1a8f81a24183fadedf4662fe04351662,0x5f27a598f382c527dbcc3f953b2ef08e1a8f81a24183fadedf4662fe04351662,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0039,True,True,True,True,True,True,,2026-05-23,0x68eb127be6c2d9d5b9fb08b0418ffa6379ba42ee910ca07789d242249bacb618,0x68eb127be6c2d9d5b9fb08b0418ffa6379ba42ee910ca07789d242249bacb618,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0040,True,True,True,True,True,True,,2026-05-23,0xe789f162372ebfbd8fa9e905a58f3f3b0a22c49acc1a50aec9a5950fd0b9391d,0xe789f162372ebfbd8fa9e905a58f3f3b0a22c49acc1a50aec9a5950fd0b9391d,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0041,True,True,True,True,True,True,,2026-05-23,0xe0a8e7f9080baed4845a30f22edb63aaa1b75d0de5b9e9993173d9ab9213e9e8,0xe0a8e7f9080baed4845a30f22edb63aaa1b75d0de5b9e9993173d9ab9213e9e8,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0042,True,True,True,True,True,True,,2026-05-23,0x5ac311b4dc0375f1fe3b6e40422d6578918b6d1c4fe573269b534b1549bfcc33,0x5ac311b4dc0375f1fe3b6e40422d6578918b6d1c4fe573269b534b1549bfcc33,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0043,True,True,True,True,True,True,,2026-05-23,0x89a2c6b3a10765ed73be2b03a2ec3c3ae421d72ef90fe3d6caabf7fada88f351,0x89a2c6b3a10765ed73be2b03a2ec3c3ae421d72ef90fe3d6caabf7fada88f351,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0044,True,True,True,True,True,True,,2026-05-23,0x64ed39ec09c31b0f3d93ffdedeeee0b49895ebb8c0dee66b8f20bbb721dc3f12,0x64ed39ec09c31b0f3d93ffdedeeee0b49895ebb8c0dee66b8f20bbb721dc3f12,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0045,True,True,True,True,True,True,,2026-05-23,0x5e43317e2369bf07751a1ff2d39b5aff4f752cfc8a25b626bc1c4b342a7fb019,0x5e43317e2369bf07751a1ff2d39b5aff4f752cfc8a25b626bc1c4b342a7fb019,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0046,True,True,True,True,True,True,,2026-05-23,0x5cc40a369dd6ea3083f9c4c63484a27a33d1f5f23526232968a1ad4d188ef6c3,0x5cc40a369dd6ea3083f9c4c63484a27a33d1f5f23526232968a1ad4d188ef6c3,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0047,True,True,True,True,True,True,,2026-05-23,0x175b9d08d85f8171bdbe8374ee7271fd05c3607db97e2ae911708347688a8625,0x175b9d08d85f8171bdbe8374ee7271fd05c3607db97e2ae911708347688a8625,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0048,True,True,True,True,True,True,,2026-05-23,0x2a6c813e8c76c7b265d504de06f06479112d931ae8706ff75fdbd823e2bf0d5f,0x2a6c813e8c76c7b265d504de06f06479112d931ae8706ff75fdbd823e2bf0d5f,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0049,True,True,True,True,True,True,,2026-05-23,0xe9989b6aa8a899b3d62c0bea8fd7a97cff2ffd1e31a717f0077abe302ada9b27,0xe9989b6aa8a899b3d62c0bea8fd7a97cff2ffd1e31a717f0077abe302ada9b27,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0050,True,True,True,True,True,True,,2026-05-23,0xb7060005fb7555429fff99ddb5aab200bd66d4d98aabaa2dc138d57c18055704,0xb7060005fb7555429fff99ddb5aab200bd66d4d98aabaa2dc138d57c18055704,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0051,True,True,True,True,True,True,,2026-05-23,0xa263ac11416c182d5ec17f533e029495087ac21fa7731934d8d11501352a151e,0xa263ac11416c182d5ec17f533e029495087ac21fa7731934d8d11501352a151e,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0052,True,True,True,True,True,True,,2026-05-23,0x8386d25d400146376d94f7e1d74379548f496b84562ca8e3229aac4b7cb8c025,0x8386d25d400146376d94f7e1d74379548f496b84562ca8e3229aac4b7cb8c025,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0053,True,True,True,True,True,True,,2026-05-23,0x6012be5eebbd61cfd21e0e3b643693296826af595c1c68d9510c79b76e2ff5e3,0x6012be5eebbd61cfd21e0e3b643693296826af595c1c68d9510c79b76e2ff5e3,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0054,True,True,True,True,True,True,,2026-05-23,0x929ada3fdbe43827b30700f3b16d46042383b77f83a47ba7f02dc73d8bb521ed,0x929ada3fdbe43827b30700f3b16d46042383b77f83a47ba7f02dc73d8bb521ed,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0055,True,True,True,True,True,True,,2026-05-23,0x6387e79af89b128ce269595a46a9a6312b0488e6626c49327944e51432f3a8f8,0x6387e79af89b128ce269595a46a9a6312b0488e6626c49327944e51432f3a8f8,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0056,True,True,True,True,True,True,,2026-05-23,0xcc99fa9c28aaa6f3e67dab954203297ff2695617cae1a9be6137c1a8a61eccd8,0xcc99fa9c28aaa6f3e67dab954203297ff2695617cae1a9be6137c1a8a61eccd8,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0057,True,True,True,True,True,True,,2026-05-23,0x37aa6455f8308f7953e362f205483368e69459a5c743d929c95934f1a2fd12f2,0x37aa6455f8308f7953e362f205483368e69459a5c743d929c95934f1a2fd12f2,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0058,True,True,True,True,True,True,,2026-05-23,0xd3c183c3f7b91d8225564914af005759df8f82e355cee8dd42cc1b22b22feff9,0xd3c183c3f7b91d8225564914af005759df8f82e355cee8dd42cc1b22b22feff9,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0059,True,True,True,True,True,True,,2026-05-23,0xc80f729b82dff7603bea3f6a246f5702caa0b23f41f79a34a754a21d2ec21d23,0xc80f729b82dff7603bea3f6a246f5702caa0b23f41f79a34a754a21d2ec21d23,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0060,True,True,True,True,True,True,,2026-05-23,0x242f2b834e0005a70ab1831be0b9a5101c37b4d3df927c80388437bb82de26d6,0x242f2b834e0005a70ab1831be0b9a5101c37b4d3df927c80388437bb82de26d6,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0061,True,True,True,True,True,True,,2026-05-23,0xad26e66fad26c27c7ee674dc1326eac277b31d7cca52c04623425a5fdba17c02,0xad26e66fad26c27c7ee674dc1326eac277b31d7cca52c04623425a5fdba17c02,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0062,True,True,True,True,True,True,,2026-05-23,0xd4957a1d3c76ec6889d3d792ddcce333f13fb8437242f757becd777eefc9235f,0xd4957a1d3c76ec6889d3d792ddcce333f13fb8437242f757becd777eefc9235f,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0063,True,True,True,True,True,True,,2026-05-23,0xa06509385bf81620144fc52ef9403313a5693515da6c50d08dfd21ed3b7e70e3,0xa06509385bf81620144fc52ef9403313a5693515da6c50d08dfd21ed3b7e70e3,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0064,True,True,True,True,True,True,,2026-05-23,0x6bedf3e3069aaeb39a24ede28d0f616e0b0662d054f2484251d954468d7080e8,0x6bedf3e3069aaeb39a24ede28d0f616e0b0662d054f2484251d954468d7080e8,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0065,True,True,True,True,True,True,,2026-05-23,0x5927f52e702e7c675fa5eaa46d4dc73e1c232da1b790303378836376615816c7,0x5927f52e702e7c675fa5eaa46d4dc73e1c232da1b790303378836376615816c7,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0066,True,True,True,True,True,True,,2026-05-23,0x8689a3d6c3af06ea18dc85a46312edfb5b3852a077c86cca4fa6f198a4648768,0x8689a3d6c3af06ea18dc85a46312edfb5b3852a077c86cca4fa6f198a4648768,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0067,True,True,True,True,True,True,,2026-05-23,0x319a45ffe5c6767fe0bc02d902539d98325e54c6c404724c7517d9b8437395b4,0x319a45ffe5c6767fe0bc02d902539d98325e54c6c404724c7517d9b8437395b4,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0068,True,True,True,True,True,True,,2026-05-23,0x906086f821f8ae5dd107437052c7c24bf383f13140d440c334d46e65eefecdca,0x906086f821f8ae5dd107437052c7c24bf383f13140d440c334d46e65eefecdca,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0069,True,True,True,True,True,True,,2026-05-23,0xe2c33e832f00a28eb498c3c83368c3a7ac5efbfbf8ab10fe124e6529ac431780,0xe2c33e832f00a28eb498c3c83368c3a7ac5efbfbf8ab10fe124e6529ac431780,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0070,True,True,True,True,True,True,,2026-05-23,0xc1e7cfc5eb27f62e269f7148fd1649751ff47c5de740d80dee07045396224754,0xc1e7cfc5eb27f62e269f7148fd1649751ff47c5de740d80dee07045396224754,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0071,True,True,True,True,True,True,,2026-05-23,0xacceeb2be5bbfb140dfd0c73eac9ff884c4960368ea5b058aab90a83d9496782,0xacceeb2be5bbfb140dfd0c73eac9ff884c4960368ea5b058aab90a83d9496782,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0072,True,True,True,True,True,True,,2026-05-23,0x1fed68841fa850aa228d7ca2fa8944c238b2d20fbb967dd5a4f0155390cb5f62,0x1fed68841fa850aa228d7ca2fa8944c238b2d20fbb967dd5a4f0155390cb5f62,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0073,True,True,True,True,True,True,,2026-05-23,0xca6124aa03c9838ebfca345b9c12bad04249a55984c1fca33a192b8fb24eeb5d,0xca6124aa03c9838ebfca345b9c12bad04249a55984c1fca33a192b8fb24eeb5d,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0074,True,True,True,True,True,True,,2026-05-23,0x2a249a270dbe06ff0c318283e3dee951b1982d405a2acaae8af81aa18358bca7,0x2a249a270dbe06ff0c318283e3dee951b1982d405a2acaae8af81aa18358bca7,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0075,True,True,True,True,True,True,,2026-05-23,0x24a1cc4ccda6a584590b19317084cca9221450b5e32397f448e58e092d7230bc,0x24a1cc4ccda6a584590b19317084cca9221450b5e32397f448e58e092d7230bc,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0076,True,True,True,True,True,True,,2026-05-23,0xec3a49dbcd40516f4ddb1f83559b7e4c11284f9f7849d94469c92c11a6723e66,0xec3a49dbcd40516f4ddb1f83559b7e4c11284f9f7849d94469c92c11a6723e66,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0077,True,True,True,True,True,True,,2026-05-23,0x89fd49358688520a588784655e757ea081308e74bbb70dfc4fb925d4c4107933,0x89fd49358688520a588784655e757ea081308e74bbb70dfc4fb925d4c4107933,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0078,True,True,True,True,True,True,,2026-05-23,0x24a985f861095ac64d493c5f2735022a2ccbd2c59b78d57b193fed465de95795,0x24a985f861095ac64d493c5f2735022a2ccbd2c59b78d57b193fed465de95795,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0079,True,True,True,True,True,True,,2026-05-23,0x8accbcc6ac2296ac9a951678f37d6482bc6536f75350355cfa9d5770588f51ec,0x8accbcc6ac2296ac9a951678f37d6482bc6536f75350355cfa9d5770588f51ec,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0080,True,True,True,True,True,True,,2026-05-23,0x6b9de6e0457e382c2ffaecb9cd225b1f78a7921b62cf608d486d27b070c56883,0x6b9de6e0457e382c2ffaecb9cd225b1f78a7921b62cf608d486d27b070c56883,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0081,True,True,True,True,True,True,,2026-05-23,0x629eebf0a34b0476255201074c7652ff01b5d5d80676e6a154cb27821b8af3cd,0x629eebf0a34b0476255201074c7652ff01b5d5d80676e6a154cb27821b8af3cd,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0082,True,True,True,True,True,True,,2026-05-23,0x773f7bae72c68d9ccb773fe7f4c4550f5d8ae72b9de5e58871ad3812af27756c,0x773f7bae72c68d9ccb773fe7f4c4550f5d8ae72b9de5e58871ad3812af27756c,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0083,True,True,True,True,True,True,,2026-05-23,0xbe0f087a51912e86e2b46779f28d32e748e1754b51626c15ce83662ec83079f1,0xbe0f087a51912e86e2b46779f28d32e748e1754b51626c15ce83662ec83079f1,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0084,True,True,True,True,True,True,,2026-05-23,0xf72ca899f40f6de7985d0213b3039fd7c9651e512395db7d77c34333cbcb6c3e,0xf72ca899f40f6de7985d0213b3039fd7c9651e512395db7d77c34333cbcb6c3e,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
