session_id,user_id,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,receipt_hash,merkle_root,batch_root
run_20260521_224907-0050,user-008,-8.67,0.0,8.67,-8.67,2026-05-23T18:08:01.649715Z,2026-05-23T19:23:01.649715Z,2026-05-23,0xb7060005fb7555429fff99ddb5aab200bd66d4d98aabaa2dc138d57c18055704,0x711f869b7cf32eaa2a11a16863064fdecb2b20b992c9c0f3a4ebdc02103c3605,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0051,user-008,-27.453,0.0,27.453,-27.453,2026-05-23T15:42:01.291438Z,2026-05-23T16:57:01.291438Z,2026-05-23,0xa263ac11416c182d5ec17f533e029495087ac21fa7731934d8d11501352a151e,0x1070fd5ad38d1345cbf509c8b832d0ee7bb22d395b780ae88fbac7bc78a71315,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0052,user-002,7.328,7.328,0.0,7.328,2026-05-23T03:00:09.951682Z,2026-05-23T04:00:09.951682Z,2026-05-23,0x8386d25d400146376d94f7e1d74379548f496b84562ca8e3229aac4b7cb8c025,0x08cc291be4d725b8b0e807bc7f2c69750e3d81d5ceec758e7b785bafebc7b20e,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0053,user-008,0.308,3.683,3.375,0.308,2026-05-23T03:02:46.107297Z,2026-05-23T03:22:46.107297Z,2026-05-23,0x6012be5eebbd61cfd21e0e3b643693296826af595c1c68d9510c79b76e2ff5e3,0x2a3d6bbcb0fdad3e34f499e80ecc00ea8ed43d81162f13cd7531bd66f7adf56e,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0054,user-001,-3.591,0.0,3.591,-3.591,2026-05-23T22:52:46.380306Z,2026-05-23T23:12:46.380306Z,2026-05-23,0x929ada3fdbe43827b30700f3b16d46042383b77f83a47ba7f02dc73d8bb521ed,0x10daac74c12209fd351b4a5f9bf2a3c81339049d0a6787c165dc8fbefd0cb38d,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0055,user-007,5.95,5.95,0.0,5.95,2026-05-23T09:06:37.024158Z,2026-05-23T09:36:37.024158Z,2026-05-23,0x6387e79af89b128ce269595a46a9a6312b0488e6626c49327944e51432f3a8f8,0x0797992fc6218ab04847244f8b37805c8ca137dead1a9259945076e5b2d4dde5,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0056,user-008,13.517,13.517,0.0,13.517,2026-05-23T01:17:51.641142Z,2026-05-23T02:32:51.641142Z,2026-05-23,0xcc99fa9c28aaa6f3e67dab954203297ff2695617cae1a9be6137c1a8a61eccd8,0x3dfdb5cefa806260fcd083b24e05b91f8d2d809d7fa29b4f23198cfa6c77da56,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0057,user-001,11.307,11.307,0.0,11.307,2026-05-23T02:07:42.695199Z,2026-05-23T03:07:42.695199Z,2026-05-23,0x37aa6455f8308f7953e362f205483368e69459a5c743d929c95934f1a2fd12f2,0x37eaf42d0d602090afc2a01ad260f50df57d1a193f0a31d21d97e9244b2a86a6,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0058,user-003,6.836,6.836,0.0,6.836,2026-05-23T21:49:12.476336Z,2026-05-23T22:29:12.476336Z,2026-05-23,0xd3c183c3f7b91d8225564914af005759df8f82e355cee8dd42cc1b22b22feff9,0xa779181cb1dc0f7e78a852701434e0f4b986f70089c19ec4613cca3056eeaac9,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0059,user-006,4.861,6.0,1.139,4.861,2026-05-23T04:40:54.308665Z,2026-05-23T05:40:54.308665Z,2026-05-23,0xc80f729b82dff7603bea3f6a246f5702caa0b23f41f79a34a754a21d2ec21d23,0xa9b37d3684b2e2b5dc12e450d1195aae9ad536cb8e6aed540614fe69938a16c8,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0060,user-010,14.471,14.471,0.0,14.471,2026-05-23T02:45:42.109373Z,2026-05-23T04:00:42.109373Z,2026-05-23,0x242f2b834e0005a70ab1831be0b9a5101c37b4d3df927c80388437bb82de26d6,0xc6adc6a75163f418fcc8ef5bd061ee97134856c82e4eab0323901cb659b6357d,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0061,user-003,3.552,3.552,0.0,3.552,2026-05-23T02:44:00.249071Z,2026-05-23T03:04:00.249071Z,2026-05-23,0xad26e66fad26c27c7ee674dc1326eac277b31d7cca52c04623425a5fdba17c02,0xe96b63a0c8f053d16e8085662699f17960281551a06ab9373e84ab994d629d42,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0062,user-002,15.176,15.176,0.0,15.176,2026-05-23T00:26:27.845137Z,2026-05-23T01:06:27.845137Z,2026-05-23,0xd4957a1d3c76ec6889d3d792ddcce333f13fb8437242f757becd777eefc9235f,0x291b53fce555993fdac4291411f8e875c8b5ec5636f99bc1ce4ec2237638471b,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0063,user-006,0.8,5.908,5.108,0.8,2026-05-23T18:08:15.647285Z,2026-05-23T18:38:15.647285Z,2026-05-23,0xa06509385bf81620144fc52ef9403313a5693515da6c50d08dfd21ed3b7e70e3,0xdb7dfaeced82fc81f93c1f84f367b6e97ce8534ee7b70eceb7f524b47bf6db26,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0064,user-003,3.485,3.485,0.0,3.485,2026-05-23T11:01:05.384527Z,2026-05-23T11:31:05.384527Z,2026-05-23,0x6bedf3e3069aaeb39a24ede28d0f616e0b0662d054f2484251d954468d7080e8,0x612f3cbb3e154672d9b049c3d9cd0785d2aad527f20bf14471fec8512e230ddb,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0065,user-002,10.897,10.897,0.0,10.897,2026-05-23T06:05:14.520237Z,2026-05-23T07:05:14.520237Z,2026-05-23,0x5927f52e702e7c675fa5eaa46d4dc73e1c232da1b790303378836376615816c7,0x54ea6c3921b9137981930ee04ce00e9c86f887ed75b08de9e617612a15fe9d8e,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
run_20260521_224907-0066,user-008,3.725,3.725,0.0,3.725,2026-05-23T22:13:10.402158Z,2026-05-23T22:33:10.402158Z,2026-05-23,0x8689a3d6c3af06ea18dc85a46312edfb5b3852a077c86cca4fa6f198a4648768,0x2c6a33a14e71d5870a355946f005beb85fcb91e94a45a80dc12f91666480302f,0x746593a2c3315dceb0588c0157d4edc143801c2edd635197e27c8e0da10e0cc1
