session_id,user_id,evse_id,start_ts,end_ts,tariff_model
run_20260217_222909-0043,user-008,EVSE-047,2026-02-17T10:18:24.990700Z,2026-02-17T11:18:24.990700Z,TOU
run_20260217_222909-0044,user-009,EVSE-023,2026-02-17T05:47:14.573939Z,2026-02-17T06:47:14.573939Z,TOU
run_20260217_222909-0045,user-005,EVSE-048,2026-02-17T16:37:27.773547Z,2026-02-17T17:07:27.773547Z,TOU
run_20260217_222909-0046,user-010,EVSE-001,2026-02-17T00:32:41.153223Z,2026-02-17T01:47:41.153223Z,TOU
run_20260217_222909-0047,user-008,EVSE-010,2026-02-17T12:29:39.092376Z,2026-02-17T13:09:39.092376Z,TOU
run_20260217_222909-0048,user-010,EVSE-015,2026-02-17T01:12:15.544500Z,2026-02-17T01:32:15.544500Z,TOU
run_20260217_222909-0049,user-007,EVSE-005,2026-02-17T13:10:15.550234Z,2026-02-17T14:10:15.550234Z,TOU
run_20260217_222909-0050,user-007,EVSE-005,2026-02-17T13:10:16.479921Z,2026-02-17T14:25:16.479921Z,TOU
run_20260217_222909-0051,user-005,EVSE-037,2026-02-17T09:42:08.195176Z,2026-02-17T10:57:08.195176Z,TOU
run_20260217_222909-0052,user-001,EVSE-032,2026-02-16T23:59:36.943182Z,2026-02-17T00:39:36.943182Z,TOU
run_20260217_222909-0053,user-008,EVSE-030,2026-02-17T15:37:56.164736Z,2026-02-17T16:17:56.164736Z,TOU
run_20260217_222909-0054,user-005,EVSE-019,2026-02-17T16:13:29.144866Z,2026-02-17T17:13:29.144866Z,TOU
run_20260217_222909-0055,user-008,EVSE-030,2026-02-17T21:04:08.786397Z,2026-02-17T22:19:08.786397Z,TOU
run_20260217_222909-0056,user-007,EVSE-029,2026-02-17T19:24:31.263950Z,2026-02-17T20:39:31.263950Z,TOU
run_20260217_222909-0057,user-006,EVSE-003,2026-02-17T16:00:17.187827Z,2026-02-17T17:15:17.187827Z,TOU
run_20260217_222909-0058,user-010,EVSE-042,2026-02-17T16:00:55.657580Z,2026-02-17T16:20:55.657580Z,TOU
run_20260217_222909-0059,user-002,EVSE-049,2026-02-17T12:42:56.012075Z,2026-02-17T13:22:56.012075Z,TOU
run_20260217_222909-0060,user-009,EVSE-028,2026-02-17T23:07:18.317774Z,2026-02-17T23:27:18.317774Z,TOU
run_20260217_222909-0061,user-002,EVSE-011,2026-02-17T13:20:06.173136Z,2026-02-17T14:00:06.173136Z,TOU
run_20260217_222909-0062,user-010,EVSE-041,2026-02-17T03:04:59.458677Z,2026-02-17T04:19:59.458677Z,TOU
run_20260217_222909-0063,user-005,EVSE-043,2026-02-17T13:01:09.385786Z,2026-02-17T13:41:09.385786Z,TOU
run_20260217_222909-0064,user-001,EVSE-015,2026-02-17T10:24:03.732935Z,2026-02-17T10:44:03.732935Z,TOU
run_20260217_222909-0065,user-006,EVSE-041,2026-02-17T18:43:38.007837Z,2026-02-17T19:13:38.007837Z,TOU
run_20260217_222909-0066,user-005,EVSE-027,2026-02-17T05:03:24.054182Z,2026-02-17T05:23:24.054182Z,TOU
run_20260217_222909-0067,user-003,EVSE-008,2026-02-17T05:06:25.293127Z,2026-02-17T05:46:25.293127Z,TOU
run_20260217_222909-0068,user-002,EVSE-001,2026-02-17T20:36:18.593903Z,2026-02-17T21:06:18.593903Z,TOU
run_20260217_222909-0069,user-002,EVSE-040,2026-02-17T13:04:06.487204Z,2026-02-17T13:44:06.487204Z,TOU
run_20260217_222909-0070,user-002,EVSE-035,2026-02-17T08:44:01.101107Z,2026-02-17T09:44:01.101107Z,TOU
run_20260217_222909-0071,user-003,EVSE-014,2026-02-17T02:44:00.249071Z,2026-02-17T03:04:00.249071Z,TOU
run_20260217_222909-0072,user-004,EVSE-018,2026-02-17T03:27:09.103298Z,2026-02-17T03:47:09.103298Z,TOU
run_20260217_222909-0073,user-002,EVSE-015,2026-02-17T01:12:25.467894Z,2026-02-17T02:12:25.467894Z,TOU
run_20260217_222909-0074,user-003,EVSE-005,2026-02-17T05:03:21.179630Z,2026-02-17T06:18:21.179630Z,TOU
run_20260217_222909-0075,user-006,EVSE-043,2026-02-17T11:39:56.240463Z,2026-02-17T11:59:56.240463Z,TOU
run_20260217_222909-0076,user-008,EVSE-046,2026-02-17T08:32:35.364885Z,2026-02-17T08:52:35.364885Z,TOU
run_20260217_222909-0077,user-002,EVSE-033,2026-02-17T02:24:03.351493Z,2026-02-17T03:04:03.351493Z,TOU
run_20260217_222909-0078,user-002,EVSE-029,2026-02-17T04:56:56.497556Z,2026-02-17T05:16:56.497556Z,TOU
run_20260217_222909-0079,user-007,EVSE-009,2026-02-17T15:50:56.308133Z,2026-02-17T16:50:56.308133Z,TOU
run_20260217_222909-0080,user-010,EVSE-023,2026-02-17T01:01:27.632500Z,2026-02-17T02:16:27.632500Z,TOU
run_20260217_222909-0081,user-006,EVSE-043,2026-02-17T21:13:33.908911Z,2026-02-17T21:53:33.908911Z,TOU
run_20260217_222909-0082,user-005,EVSE-002,2026-02-17T23:17:18.445156Z,2026-02-17T23:57:18.445156Z,TOU
run_20260217_222909-0083,user-009,EVSE-032,2026-02-17T18:49:12.519165Z,2026-02-17T19:49:12.519165Z,TOU
run_20260217_222909-0084,user-007,EVSE-028,2026-02-17T17:25:38.384647Z,2026-02-17T18:40:38.384647Z,TOU
run_20260217_222909-0085,user-007,EVSE-030,2026-02-17T11:12:04.885144Z,2026-02-17T11:42:04.885144Z,TOU
run_20260217_222909-0086,user-006,EVSE-026,2026-02-17T10:09:54.408512Z,2026-02-17T11:24:54.408512Z,TOU
run_20260217_222909-0087,user-006,EVSE-042,2026-02-17T18:39:56.174112Z,2026-02-17T19:09:56.174112Z,TOU
run_20260217_222909-0088,user-004,EVSE-038,2026-02-17T21:30:57.688800Z,2026-02-17T22:10:57.688800Z,TOU
run_20260217_222909-0089,user-010,EVSE-040,2026-02-17T08:33:05.505830Z,2026-02-17T09:48:05.505830Z,TOU
run_20260217_222909-0090,user-007,EVSE-016,2026-02-17T12:52:41.712669Z,2026-02-17T14:07:41.712669Z,TOU
run_20260217_222909-0091,user-008,EVSE-006,2026-02-17T11:24:20.477006Z,2026-02-17T12:39:20.477006Z,TOU
run_20260217_222909-0092,user-003,EVSE-043,2026-02-17T01:58:53.106283Z,2026-02-17T02:38:53.106283Z,TOU
run_20260217_222909-0093,user-009,EVSE-048,2026-02-17T21:44:25.663818Z,2026-02-17T22:44:25.663818Z,TOU
run_20260217_222909-0094,user-001,EVSE-015,2026-02-17T08:05:49.313891Z,2026-02-17T09:20:49.313891Z,TOU
run_20260217_222909-0095,user-005,EVSE-042,2026-02-17T00:48:32.450546Z,2026-02-17T01:48:32.450546Z,TOU
run_20260217_222909-0096,user-006,EVSE-018,2026-02-17T10:40:27.679595Z,2026-02-17T11:00:27.679595Z,TOU
run_20260217_222909-0097,user-009,EVSE-046,2026-02-17T20:26:49.076122Z,2026-02-17T21:26:49.076122Z,TOU
run_20260217_222909-0098,user-003,EVSE-036,2026-02-17T20:40:51.395620Z,2026-02-17T21:20:51.395620Z,TOU
run_20260217_222909-0099,user-010,EVSE-040,2026-02-17T11:19:00.541891Z,2026-02-17T11:39:00.541891Z,TOU
run_20260217_222909-0100,user-002,EVSE-034,2026-02-17T03:54:10.180940Z,2026-02-17T04:54:10.180940Z,TOU
run_20260217_222909-0101,user-009,EVSE-023,2026-02-17T10:41:01.271311Z,2026-02-17T11:41:01.271311Z,TOU
run_20260217_222909-0102,user-003,EVSE-035,2026-02-17T04:03:14.852056Z,2026-02-17T05:03:14.852056Z,TOU
run_20260217_222909-0103,user-001,EVSE-026,2026-02-17T05:54:15.664614Z,2026-02-17T06:24:15.664614Z,TOU
run_20260217_222909-0104,user-007,EVSE-028,2026-02-17T15:50:47.235306Z,2026-02-17T16:20:47.235306Z,TOU
run_20260217_222909-0105,user-003,EVSE-023,2026-02-17T10:53:31.012069Z,2026-02-17T11:33:31.012069Z,TOU
run_20260217_222909-0106,user-007,EVSE-011,2026-02-17T17:23:38.416890Z,2026-02-17T17:43:38.416890Z,TOU
run_20260217_222909-0107,user-003,EVSE-024,2026-02-17T03:36:54.971619Z,2026-02-17T04:36:54.971619Z,TOU
run_20260217_222909-0108,user-005,EVSE-017,2026-02-17T17:59:33.553173Z,2026-02-17T18:19:33.553173Z,TOU
run_20260217_222909-0109,user-008,EVSE-011,2026-02-17T18:50:01.115243Z,2026-02-17T20:05:01.115243Z,TOU
run_20260217_222909-0110,user-003,EVSE-034,2026-02-17T04:56:04.632436Z,2026-02-17T06:11:04.632436Z,TOU
run_20260217_222909-0111,user-007,EVSE-023,2026-02-17T04:13:23.475882Z,2026-02-17T04:33:23.475882Z,TOU
run_20260217_222909-0112,user-009,EVSE-021,2026-02-17T08:37:41.804503Z,2026-02-17T09:07:41.804503Z,TOU
run_20260217_222909-0113,user-004,EVSE-002,2026-02-17T15:40:43.605686Z,2026-02-17T16:55:43.605686Z,TOU
run_20260217_222909-0114,user-010,EVSE-031,2026-02-17T17:37:53.729563Z,2026-02-17T18:07:53.729563Z,TOU
run_20260217_222909-0115,user-007,EVSE-039,2026-02-17T16:50:41.713508Z,2026-02-17T17:10:41.713508Z,TOU
run_20260217_222909-0116,user-006,EVSE-019,2026-02-17T06:21:45.141185Z,2026-02-17T07:01:45.141185Z,TOU
run_20260217_222909-0117,user-010,EVSE-020,2026-02-17T13:56:53.158176Z,2026-02-17T14:26:53.158176Z,TOU
run_20260217_222909-0118,user-002,EVSE-024,2026-02-17T01:17:51.885728Z,2026-02-17T02:32:51.885728Z,TOU
run_20260217_222909-0119,user-001,EVSE-044,2026-02-17T10:17:47.665969Z,2026-02-17T10:47:47.665969Z,TOU
run_20260217_222909-0120,user-003,EVSE-039,2026-02-17T00:34:52.844748Z,2026-02-17T01:34:52.844748Z,TOU
run_20260217_222909-0121,user-003,EVSE-045,2026-02-17T16:06:43.750764Z,2026-02-17T17:21:43.750764Z,TOU
run_20260217_222909-0122,user-010,EVSE-027,2026-02-17T12:35:35.405503Z,2026-02-17T13:50:35.405503Z,TOU
run_20260217_222909-0123,user-007,EVSE-045,2026-02-17T11:56:22.794802Z,2026-02-17T13:11:22.794802Z,TOU
run_20260217_222909-0124,user-008,EVSE-046,2026-02-17T19:22:08.375787Z,2026-02-17T19:52:08.375787Z,TOU
run_20260217_222909-0125,user-008,EVSE-019,2026-02-17T15:36:43.405749Z,2026-02-17T16:16:43.405749Z,TOU
run_20260217_222909-0126,user-002,EVSE-041,2026-02-17T15:40:14.192382Z,2026-02-17T16:40:14.192382Z,TOU
run_20260217_222909-0127,user-002,EVSE-004,2026-02-17T14:03:50.761973Z,2026-02-17T15:03:50.761973Z,TOU
run_20260217_222909-0128,user-002,EVSE-003,2026-02-17T08:19:41.389692Z,2026-02-17T08:49:41.389692Z,TOU
run_20260217_222909-0129,user-007,EVSE-022,2026-02-17T05:04:20.201579Z,2026-02-17T05:34:20.201579Z,TOU
run_20260217_222909-0130,user-009,EVSE-012,2026-02-17T11:23:58.878590Z,2026-02-17T11:53:58.878590Z,TOU
run_20260217_222909-0131,user-006,EVSE-049,2026-02-17T05:00:17.673794Z,2026-02-17T06:15:17.673794Z,TOU
run_20260217_222909-0132,user-006,EVSE-031,2026-02-17T16:44:11.879451Z,2026-02-17T17:59:11.879451Z,TOU
run_20260217_222909-0133,user-010,EVSE-013,2026-02-17T15:00:58.813652Z,2026-02-17T16:15:58.813652Z,TOU
run_20260217_222909-0134,user-003,EVSE-038,2026-02-17T20:02:03.989671Z,2026-02-17T21:17:03.989671Z,TOU
run_20260217_222909-0135,user-007,EVSE-003,2026-02-17T15:42:52.705929Z,2026-02-17T16:02:52.705929Z,TOU
run_20260217_222909-0136,user-003,EVSE-034,2026-02-17T05:31:40.813793Z,2026-02-17T06:31:40.813793Z,TOU
run_20260217_222909-0137,user-004,EVSE-015,2026-02-17T03:56:51.412752Z,2026-02-17T04:16:51.412752Z,TOU
run_20260217_222909-0138,user-006,EVSE-016,2026-02-17T20:15:37.513355Z,2026-02-17T20:45:37.513355Z,TOU
run_20260217_222909-0139,user-002,EVSE-037,2026-02-17T09:43:43.225658Z,2026-02-17T10:43:43.225658Z,TOU
run_20260217_222909-0140,user-010,EVSE-012,2026-02-17T05:26:32.698442Z,2026-02-17T06:06:32.698442Z,TOU
run_20260217_222909-0141,user-007,EVSE-027,2026-02-17T10:38:34.502459Z,2026-02-17T10:58:34.502459Z,TOU
run_20260217_222909-0142,user-005,EVSE-024,2026-02-17T14:56:53.839713Z,2026-02-17T16:11:53.839713Z,TOU
run_20260217_222909-0143,user-004,EVSE-013,2026-02-17T22:44:47.235245Z,2026-02-17T23:44:47.235245Z,TOU
run_20260217_222909-0144,user-002,EVSE-047,2026-02-17T06:03:29.634748Z,2026-02-17T07:03:29.634748Z,TOU
run_20260217_222909-0145,user-006,EVSE-010,2026-02-17T02:02:21.844895Z,2026-02-17T02:42:21.844895Z,TOU
run_20260217_222909-0146,user-004,EVSE-048,2026-02-17T14:52:01.843462Z,2026-02-17T15:22:01.843462Z,TOU
run_20260217_222909-0147,user-003,EVSE-005,2026-02-17T06:23:48.478721Z,2026-02-17T07:03:48.478721Z,TOU
run_20260217_222909-0148,user-001,EVSE-036,2026-02-17T05:38:21.123915Z,2026-02-17T06:38:21.123915Z,TOU
run_20260217_222909-0149,user-001,EVSE-010,2026-02-17T11:16:38.315313Z,2026-02-17T11:56:38.315313Z,TOU
run_20260217_222909-0150,user-010,EVSE-006,2026-02-17T11:20:54.202861Z,2026-02-17T12:00:54.202861Z,TOU
run_20260217_222909-0151,user-001,EVSE-014,2026-02-17T21:44:21.556331Z,2026-02-17T22:44:21.556331Z,TOU
run_20260217_222909-0152,user-010,EVSE-012,2026-02-17T12:34:16.775147Z,2026-02-17T12:54:16.775147Z,TOU
run_20260217_222909-0153,user-006,EVSE-037,2026-02-17T23:36:27.140575Z,2026-02-18T00:06:27.140575Z,TOU
run_20260217_222909-0154,user-007,EVSE-029,2026-02-17T07:44:04.178948Z,2026-02-17T08:59:04.178948Z,TOU
run_20260217_222909-0155,user-006,EVSE-024,2026-02-17T10:42:37.540564Z,2026-02-17T11:42:37.540564Z,TOU
run_20260217_222909-0156,user-001,EVSE-001,2026-02-17T01:21:08.236358Z,2026-02-17T02:21:08.236358Z,TOU
run_20260217_222909-0157,user-007,EVSE-039,2026-02-17T05:16:59.789274Z,2026-02-17T06:31:59.789274Z,TOU
run_20260217_222909-0158,user-008,EVSE-039,2026-02-17T21:24:57.587441Z,2026-02-17T22:04:57.587441Z,TOU
run_20260217_222909-0159,user-006,EVSE-037,2026-02-17T09:30:22.546411Z,2026-02-17T10:00:22.546411Z,TOU
run_20260217_222909-0160,user-006,EVSE-027,2026-02-17T14:57:28.821879Z,2026-02-17T15:57:28.821879Z,TOU
run_20260217_222909-0161,user-003,EVSE-026,2026-02-17T08:46:59.766174Z,2026-02-17T09:16:59.766174Z,TOU
run_20260217_222909-0162,user-007,EVSE-003,2026-02-17T10:56:09.054427Z,2026-02-17T11:36:09.054427Z,TOU
run_20260217_222909-0163,user-007,EVSE-030,2026-02-17T00:46:47.518060Z,2026-02-17T01:26:47.518060Z,TOU
run_20260217_222909-0164,user-010,EVSE-047,2026-02-17T07:24:46.216786Z,2026-02-17T07:54:46.216786Z,TOU
run_20260217_222909-0165,user-005,EVSE-046,2026-02-17T15:44:59.038775Z,2026-02-17T16:14:59.038775Z,TOU
run_20260217_222909-0166,user-006,EVSE-026,2026-02-17T08:25:55.399147Z,2026-02-17T08:55:55.399147Z,TOU
run_20260217_222909-0167,user-003,EVSE-012,2026-02-17T08:36:42.625057Z,2026-02-17T09:36:42.625057Z,TOU
run_20260217_222909-0168,user-004,EVSE-040,2026-02-17T13:00:07.643521Z,2026-02-17T13:40:07.643521Z,TOU
run_20260217_222909-0169,user-005,EVSE-019,2026-02-17T01:56:05.825105Z,2026-02-17T03:11:05.825105Z,TOU
run_20260217_222909-0170,user-006,EVSE-015,2026-02-17T03:46:32.477499Z,2026-02-17T05:01:32.477499Z,TOU
run_20260217_222909-0171,user-005,EVSE-024,2026-02-17T18:35:13.528802Z,2026-02-17T19:15:13.528802Z,TOU
run_20260217_222909-0172,user-001,EVSE-016,2026-02-17T05:44:35.643091Z,2026-02-17T06:44:35.643091Z,TOU
run_20260217_222909-0173,user-010,EVSE-009,2026-02-17T07:26:38.858074Z,2026-02-17T08:41:38.858074Z,TOU
run_20260217_222909-0174,user-007,EVSE-037,2026-02-17T01:55:58.383298Z,2026-02-17T02:35:58.383298Z,TOU
run_20260217_222909-0175,user-007,EVSE-045,2026-02-17T14:58:45.110874Z,2026-02-17T15:18:45.110874Z,TOU
run_20260217_222909-0176,user-006,EVSE-032,2026-02-17T13:04:14.295920Z,2026-02-17T14:04:14.295920Z,TOU
run_20260217_222909-0177,user-005,EVSE-045,2026-02-17T15:52:37.954593Z,2026-02-17T17:07:37.954593Z,TOU
run_20260217_222909-0178,user-005,EVSE-015,2026-02-17T20:10:04.347205Z,2026-02-17T20:50:04.347205Z,TOU
run_20260217_222909-0179,user-002,EVSE-001,2026-02-17T07:05:40.489364Z,2026-02-17T07:25:40.489364Z,TOU
run_20260217_222909-0180,user-006,EVSE-010,2026-02-17T04:22:21.780075Z,2026-02-17T05:22:21.780075Z,TOU
run_20260217_222909-0181,user-010,EVSE-014,2026-02-17T23:46:47.782295Z,2026-02-18T00:16:47.782295Z,TOU
run_20260217_222909-0182,user-002,EVSE-016,2026-02-17T20:37:22.864568Z,2026-02-17T20:57:22.864568Z,TOU
run_20260217_222909-0183,user-002,EVSE-041,2026-02-17T18:01:38.368851Z,2026-02-17T19:16:38.368851Z,TOU
run_20260217_222909-0184,user-009,EVSE-024,2026-02-17T02:39:14.200773Z,2026-02-17T02:59:14.200773Z,TOU
run_20260217_222909-0185,user-003,EVSE-026,2026-02-17T05:40:40.478966Z,2026-02-17T06:00:40.478966Z,TOU
run_20260217_222909-0186,user-009,EVSE-042,2026-02-17T05:34:21.695942Z,2026-02-17T06:34:21.695942Z,TOU
run_20260217_222909-0187,user-002,EVSE-001,2026-02-17T16:32:21.355770Z,2026-02-17T17:32:21.355770Z,TOU
run_20260217_222909-0188,user-006,EVSE-034,2026-02-17T11:25:52.336660Z,2026-02-17T12:05:52.336660Z,TOU
run_20260217_222909-0189,user-010,EVSE-001,2026-02-17T08:55:21.163238Z,2026-02-17T09:55:21.163238Z,TOU
run_20260217_222909-0190,user-008,EVSE-021,2026-02-17T15:14:52.430717Z,2026-02-17T15:44:52.430717Z,TOU
run_20260217_222909-0191,user-006,EVSE-034,2026-02-17T17:28:23.312428Z,2026-02-17T17:48:23.312428Z,TOU
run_20260217_222909-0192,user-007,EVSE-050,2026-02-17T22:19:44.755776Z,2026-02-17T23:19:44.755776Z,TOU
run_20260217_222909-0193,user-009,EVSE-022,2026-02-17T05:43:54.336164Z,2026-02-17T06:13:54.336164Z,TOU
run_20260217_222909-0194,user-007,EVSE-015,2026-02-17T03:36:25.882656Z,2026-02-17T04:16:25.882656Z,TOU
run_20260217_222909-0195,user-009,EVSE-009,2026-02-17T14:04:11.892178Z,2026-02-17T14:44:11.892178Z,TOU
run_20260217_222909-0196,user-005,EVSE-023,2026-02-17T03:33:41.055820Z,2026-02-17T04:33:41.055820Z,TOU
run_20260217_222909-0197,user-004,EVSE-004,2026-02-17T13:08:14.364554Z,2026-02-17T14:08:14.364554Z,TOU
run_20260217_222909-0198,user-005,EVSE-009,2026-02-17T04:18:04.257194Z,2026-02-17T04:48:04.257194Z,TOU
run_20260217_222909-0199,user-001,EVSE-005,2026-02-17T04:03:15.830524Z,2026-02-17T04:33:15.830524Z,TOU
run_20260217_222909-0200,user-002,EVSE-023,2026-02-17T19:14:14.370910Z,2026-02-17T20:14:14.370910Z,TOU
run_20260217_222909-0201,user-003,EVSE-041,2026-02-17T17:23:01.575156Z,2026-02-17T18:23:01.575156Z,TOU
run_20260217_222909-0202,user-009,EVSE-031,2026-02-17T04:54:25.284492Z,2026-02-17T05:54:25.284492Z,TOU
run_20260217_222909-0203,user-010,EVSE-015,2026-02-16T23:59:34.063475Z,2026-02-17T00:29:34.063475Z,TOU
run_20260217_222909-0204,user-007,EVSE-023,2026-02-17T15:28:04.879574Z,2026-02-17T15:58:04.879574Z,TOU
run_20260217_222909-0205,user-010,EVSE-031,2026-02-17T20:34:22.362108Z,2026-02-17T21:04:22.362108Z,TOU
run_20260217_222909-0206,user-010,EVSE-010,2026-02-17T19:08:53.477278Z,2026-02-17T19:38:53.477278Z,TOU
run_20260217_222909-0207,user-009,EVSE-021,2026-02-17T03:19:38.158086Z,2026-02-17T03:39:38.158086Z,TOU
run_20260217_222909-0208,user-003,EVSE-009,2026-02-17T06:24:24.785003Z,2026-02-17T07:24:24.785003Z,TOU
run_20260217_222909-0209,user-001,EVSE-041,2026-02-17T01:12:44.707795Z,2026-02-17T02:27:44.707795Z,TOU
run_20260217_222909-0210,user-002,EVSE-027,2026-02-17T04:15:48.420011Z,2026-02-17T04:55:48.420011Z,TOU
run_20260217_222909-0211,user-007,EVSE-005,2026-02-17T12:08:57.715764Z,2026-02-17T13:08:57.715764Z,TOU
run_20260217_222909-0212,user-007,EVSE-031,2026-02-17T20:07:17.851640Z,2026-02-17T20:27:17.851640Z,TOU
run_20260217_222909-0213,user-007,EVSE-047,2026-02-17T01:21:52.988900Z,2026-02-17T01:51:52.988900Z,TOU
run_20260217_222909-0214,user-009,EVSE-043,2026-02-17T17:37:01.123928Z,2026-02-17T18:17:01.123928Z,TOU
run_20260217_222909-0215,user-008,EVSE-020,2026-02-17T19:11:28.097214Z,2026-02-17T19:31:28.097214Z,TOU
run_20260217_222909-0216,user-008,EVSE-018,2026-02-17T12:14:42.035433Z,2026-02-17T12:54:42.035433Z,TOU
run_20260217_222909-0217,user-003,EVSE-015,2026-02-17T05:55:46.883721Z,2026-02-17T06:15:46.883721Z,TOU
run_20260217_222909-0218,user-007,EVSE-010,2026-02-17T04:20:29.789436Z,2026-02-17T05:20:29.789436Z,TOU
run_20260217_222909-0219,user-008,EVSE-041,2026-02-17T19:50:03.256750Z,2026-02-17T20:20:03.256750Z,TOU
run_20260217_222909-0220,user-010,EVSE-030,2026-02-17T17:47:38.618497Z,2026-02-17T18:07:38.618497Z,TOU
run_20260217_222909-0221,user-001,EVSE-039,2026-02-17T05:06:22.024805Z,2026-02-17T06:21:22.024805Z,TOU
