session_id,user_id,receipt_hash,merkle_root,energy_kwh,start_ts,end_ts,batch_day,batch_root
run_20260217_222909-0014,user-009,0x7ec1ea65db3e4a94c4c97e259ef3a51a5786de0be7cd46e46dea9a7869180a38,0xa879781e086dbcc676027a50761aa9a999580c19bb172f225be9e2c45a412839,2.478,2026-02-17T03:55:07.216649Z,2026-02-17T04:15:07.216649Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0015,user-001,0xe220c5e1c959dc410fc3050b8b53cdc779641e2530ed41b4a2a9c39d17782b3d,0x2b3b3b9624be969f75cae85e6f48c4e9c9af64d34347c73d05b36cad49eb80b5,7.23,2026-02-17T00:20:09.315897Z,2026-02-17T01:00:09.315897Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0016,user-009,0x3a9cc734f2db4e3071a37e7eb2c5dd846d1abd95799d06861c5b1627f09e8c43,0x52dd46cedcb086ea19a07a79481c496bd332313dc051b92f1631a5cf3adc45a4,5.059,2026-02-17T22:31:13.265824Z,2026-02-17T23:11:13.265824Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0017,user-004,0x08b222b627e259bd9bfa9b6186bfd36b7edeec5073c10bafe8f84145f59b26a2,0x85dcab58da32995d8fc76f64ab768f8ccb112f1de64403d9e950f4808654e334,9.143,2026-02-17T14:17:33.792366Z,2026-02-17T15:32:33.792366Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0018,user-010,0x68c7380c745d05bd6a2475f93c54c08161afc6197dbd4c19c1bdc57736333957,0xfe1b2fc4f0a0b10b338d7949aa51683eea0f3cd508b567bf0f7ab4da7fca8910,2.393,2026-02-17T00:01:13.536310Z,2026-02-17T00:21:13.536310Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0019,user-006,0xe3cc6acee609ab78180e585e8602467ad813acacad662d50dd66ce41623625ce,0x0192fa6214b1a32765f8b2855a29c75bf0149bf61a038d5452b60baacd80b2d1,22.638,2026-02-17T17:08:37.089399Z,2026-02-17T18:08:37.089399Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0020,user-005,0xffef121d807fc7ce5a7e4da55c0b8da4840ba1d9887bff3cf02dda96a8f15639,0xab56249df606f2665b9b9a55e42eb2ce3d94b6ba16d2ca6f1d5709a30db0375f,4.446,2026-02-17T09:28:02.702945Z,2026-02-17T10:08:02.702945Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0021,user-003,0xdabaca4563e915753c3c858814f5011e91c97700a984eeff9c3e8f2516837e19,0x607bee0de2fe506eb01a3238a6b8a32b6a55e0882ec108f0c1b6e56971d1cbac,4.903,2026-02-17T08:41:33.404201Z,2026-02-17T09:21:33.404201Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0022,user-003,0x3b7989256b0d24b0d2ec1da8567a864dd676e3c5b0321f204f3d2ac5c31edbc9,0x34e2243f2b5eb6ca4eee7260af272e21991fbbb02fa04bdee2275e0292ef75d2,3.707,2026-02-17T13:40:06.428007Z,2026-02-17T14:00:06.428007Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0023,user-004,0x9039f267d44394abf1f00d1236723bb2649495d98409cd136b98aa8a355ec062,0x2d18071de6a937d21d2e3b529ddf5ada51119e37fc5f0068fba7aba60e5e6df1,14.988,2026-02-17T07:58:36.953321Z,2026-02-17T08:38:36.953321Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0024,user-006,0x0d9c920d1c1287b251a694b25218dfd6455a1cf072afc9005766956b8db1ad98,0xda9c8b0be4b88ec0c3d39a23b26e405dba18e3c21e4cb514ea8de5e331e8abab,22.851,2026-02-17T05:12:21.806733Z,2026-02-17T06:12:21.806733Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0025,user-004,0x691cf56beac9f884024adfb8c278a0ce5fd05e786008878a45bb0fd1129d7fb8,0xab701ad41becffebc7a174c5d5dca047aa043ca0364355ab544d224b4ab11b6a,4.834,2026-02-17T14:25:12.539452Z,2026-02-17T15:05:12.539452Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0026,user-005,0x60698e1badcd4dd81ce69d7920a94792d4fe725f35a23120d03a0a3e0284a4e2,0x5fca7d0ff3564cf94f599c68188325edf35bb514a269566113bf66db49019c4d,13.94,2026-02-17T23:03:54.578149Z,2026-02-18T00:18:54.578149Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0027,user-010,0xf3dabcfa411ff263ee6bd278faf340964afaecfa145b13bf806d94c5cc7c5cab,0x9ddf9640821bfa99012e6efc4e31b1d6a8c28a6f4fedcca328db354641ea7a10,7.485,2026-02-17T16:26:57.688267Z,2026-02-17T16:46:57.688267Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0028,user-003,0xe4f3a5d30c00fcc48fedd7393af001e7a5753621736dcc82eb553845d1f9bc2b,0xb4a230194dbb1d44d3fcf9e2b3cf32a4b543f76040b8e0fe8c2700755346dd36,21.346,2026-02-17T19:22:45.015966Z,2026-02-17T20:22:45.015966Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0029,user-003,0x4cb5474b084546c3e766619c22d5772c51d183e9b1403770340434185b40838a,0x5fc6877815ca03383e3c53d9f97d46209f89d766212b4bc35f43b2a8b45902e7,15.25,2026-02-17T08:10:15.295632Z,2026-02-17T08:50:15.295632Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0030,user-008,0x9baeb47b4b7575097176cc522887d0188a16352f460bffd4669e1ae4bdda3e5a,0xaff411a639f55fb8b072ec245c02a3208e699f92e10e90d0683efdd9d3952bae,3.622,2026-02-17T09:18:45.928728Z,2026-02-17T09:38:45.928728Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0031,user-003,0xa24ac197a77471c97b1dde17d1463f2e7bbca352464f87aba5a40553df6cc49f,0x8302fba6589417364c90942e0e14e3507e62e2f16d3c2c076d01d7b6827621dc,2.484,2026-02-17T08:14:16.587840Z,2026-02-17T08:34:16.587840Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0032,user-004,0x34df0f2370a0bdfc99f7b654850955799ebb871072c676dd61ba9f40b9ad6216,0xedfab9d3f7815b403f34b2166c9445371a2d8b2e2edaa6ba098737a73a12b06c,3.563,2026-02-17T01:57:50.590751Z,2026-02-17T02:17:50.590751Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0033,user-008,0x6635a0d0d83c42974fc9baa6c2b08b26377babb25d4550ddffce36a9aae1a322,0xe7d9104fc116650f9f816c2c4fb2ae43b095c369aedc467056f8bdf517dcbff7,13.684,2026-02-17T09:16:46.839313Z,2026-02-17T10:31:46.839313Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0034,user-009,0x25889df562a8549d42ea33360d7051cc12da6368eca5b89a705fb3a432e07277,0x556b6a7bd1cc3a3c9752a5cf53e0cc633f852de64b7c5482cd79195e3cf9babc,3.698,2026-02-17T22:02:58.090378Z,2026-02-17T22:32:58.090378Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0035,user-007,0x1e068c3a9197b54e97a62b9f059af3c844f2ff41880bba81a4eb70e732f25218,0x813a49772605f38af9699decad058c8c5e5877d5a7d5400f9ee67e2fd785b178,27.254,2026-02-17T14:38:09.203386Z,2026-02-17T15:53:09.203386Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0036,user-007,0x76ebc37828be71e8ae179ef08bb1cafc2439384bc83fd3542b31ab4e19ddf60b,0xfc8c82b424d763ae62f3e90080d4ca64967fc44e7840cfe0cb1d9ece5622ca8c,7.296,2026-02-17T06:36:10.728973Z,2026-02-17T07:36:10.728973Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0037,user-007,0x490f91a76c5a9e9e46571f83f349208f22b03bfe15f62fc435592e08b103fbfb,0xfec46accbda3d48073a21aec3b606a09c14c06064242cf995b711c7d652c046f,11.402,2026-02-17T17:18:18.628409Z,2026-02-17T18:18:18.628409Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0038,user-003,0xa403aa920b3e4f575fc03ce374651796dee2740f364748f0ff56457d0aec3e97,0x3c1a56a8843b6e222b0d983593f0fe215325d7700933917567212ef7e7c7fae4,7.805,2026-02-17T12:37:04.324334Z,2026-02-17T12:57:04.324334Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0039,user-002,0x3d4cd8371f97ecfce939d1a689c1ad1dcf6645a48680f722e806c63bf094a4f8,0x41c324804694e83e4d7f68ccbbc354acd7f53ea64e3ba79c4f70c4149fcc03bb,5.782,2026-02-17T05:18:58.781034Z,2026-02-17T05:48:58.781034Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0040,user-010,0x3ac7b1ea7256db063a98c8c666dc89fd19e6728e433f8a089b428de04f5e5be0,0x11e7fa10a0c5b33001f4dcfe8d48379ced27a8059580232ffb7ef11d8b80446a,3.399,2026-02-17T07:24:30.914463Z,2026-02-17T07:54:30.914463Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0041,user-007,0xe05aa42ffbfb235be9e8d7eaefa84d2ca8564ead2e89b3e85be59d675fd03671,0xd16817f0dd2d46dd538b54a7d9f523d18fd599e49865910fa0bfcab22969dfd9,6.879,2026-02-17T08:06:24.556165Z,2026-02-17T08:26:24.556165Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0042,user-008,0x374d4798f2c4e1298599cc8517c75030aa3c2172c4fad1fabbf86afab7c2a889,0x46018b53a82b988cf635c45819da32af78505220922f54e6b6c15f4630129120,7.138,2026-02-17T07:00:28.533184Z,2026-02-17T08:00:28.533184Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0043,user-008,0x85db1e690a29107297d5c49238f4b635240cd7758f9e918611a9589573c57451,0x7f03f8b0aa4b47898c024c112654bd6002ec146e31917e6730894861f96b0936,11.257,2026-02-17T10:18:24.990700Z,2026-02-17T11:18:24.990700Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0044,user-009,0x5a5e21fa922eb9863a8ee0543fbf91cf5fe86d90ab149e751119f3082377872b,0x89c5500c3f9394fb1143aa48e28bea7419f0c51e907bbe264dd2c08cddcec6a2,21.643,2026-02-17T05:47:14.573939Z,2026-02-17T06:47:14.573939Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0045,user-005,0xf0033775cb0d5615afdbba849be73de72ff6fc9b041c2dec03bfd4246c82b0cb,0x788e4f90379a29190f87da3958f2098b1be35f58921916173affcc5a2433110c,3.37,2026-02-17T16:37:27.773547Z,2026-02-17T17:07:27.773547Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0046,user-010,0x1173b6ad2ebc19d0e32ed699cf13b2843d1ef0541e994a67969053a71c4ec163,0x881e4481413dfe3a69b227b3a5b8c727aab9b5ef02bfe798499c736cdbc48e67,27.548,2026-02-17T00:32:41.153223Z,2026-02-17T01:47:41.153223Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0047,user-008,0x2032e0552e3cef0d458cb6b049998bf22c469859d45c35677de455941e65d43c,0xd600aef76f8640200d8cfc49648749bc7922b8b599d33571bcefc43b566f7458,4.8,2026-02-17T12:29:39.092376Z,2026-02-17T13:09:39.092376Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0048,user-010,0x043bf39d8919d076aad2851dd052f2722619ed552dd989b52f211cf47812e371,0x53556051e1063b6385d785f4cbd8995a97f9ab33eeaa1480b326cd20aa200ef4,2.395,2026-02-17T01:12:15.544500Z,2026-02-17T01:32:15.544500Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0049,user-007,0xa55dcaf0fab639d5dee58c424939cc282cddb0e27ecb5445d97684ff66361329,0x299b86acd2e81779c16d250602710e236b170b7b9480bcfcb154c551fc67e486,11.109,2026-02-17T13:10:15.550234Z,2026-02-17T14:10:15.550234Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0050,user-007,0x6f6c752bba301a827896c249ba45f104fa29e90844185d88d0bf9b5c47af22ce,0x3b24bfac8b346650907a7c45e0e8182d046fe78b4b54efa9f6fe9b59ac3a4fd6,13.435,2026-02-17T13:10:16.479921Z,2026-02-17T14:25:16.479921Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0051,user-005,0x364c6b2899dbf0cfba9b961417c51bcb00f6c2e911524dfeef4392956af24669,0xf8dd6cbbaecccce412b65109686e03d090cc32aa75694655ea99343f1269a524,13.83,2026-02-17T09:42:08.195176Z,2026-02-17T10:57:08.195176Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0052,user-001,0xec42ab2b3dd90fa7ae6d5fba9676573b02e3c37087c6c9ccd91926c39cf67b88,0xd7de092d0cac5b580f9f03642e5c45cc548ec5d485e9dcebd838d7fffff5e800,14.515,2026-02-16T23:59:36.943182Z,2026-02-17T00:39:36.943182Z,,
run_20260217_222909-0053,user-008,0x44e79f860a1bb1cfb995a22f8cd7e75b123fcd4bcc9d36889de572bceacf95c7,0xb2b4ffb62dddfd8a4cc545de3a5f4d61f60c10a08dd4f057c2776284c300053a,7.244,2026-02-17T15:37:56.164736Z,2026-02-17T16:17:56.164736Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0054,user-005,0x99d1fe718b7b356b292e3279aae48fbba38878f04ad5882dbdd548edb4c53ea2,0xcd08843b6985db1d881a4738254a3988ecc075e1c1ec061a80e4db558c602685,22.016,2026-02-17T16:13:29.144866Z,2026-02-17T17:13:29.144866Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0055,user-008,0xe56d4141d9b116958f9f5f7e22ab64d4fdd08b298a3f156ef3b098205dd27a66,0xf95ed43237084a3af4a5a2c244f04b5cadb710723da4e8b7a10383ff8eff80c6,9.173,2026-02-17T21:04:08.786397Z,2026-02-17T22:19:08.786397Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0056,user-007,0xb8dea0a7c0ae0f853399532b75af768ec5a413c914541e26e0ffe019f8e00b17,0x3681d631a5ca20fc5445a0698c1b9d8d56710406eb080df6aadb3f5d9819a8d5,27.417,2026-02-17T19:24:31.263950Z,2026-02-17T20:39:31.263950Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0057,user-006,0x55437e46c26bb72961621e0f85675186a2a8e596caf581547b267ae41b8546c1,0x25ceb5267ea82a961d247bb0d16ac6261b311b7afcc25bd1b60fdde764cc51e6,13.443,2026-02-17T16:00:17.187827Z,2026-02-17T17:15:17.187827Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0058,user-010,0xc9ae799da8847b377369f42c5e25be73348c9c363cfe6a325885a930b02638fa,0x9e2ddb5c80d469d51b942a1bef32d647c01e43906d9d9328cd7c166762d5975f,3.986,2026-02-17T16:00:55.657580Z,2026-02-17T16:20:55.657580Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0059,user-002,0xddaedb40cc7dd9ce1a079ffd548102d4bef1078c1682f17faff8a28f80577369,0xedff62ba0d22df94ee0ce3022123bc139f0d134ee1a307df8b212492b1c05c34,7.29,2026-02-17T12:42:56.012075Z,2026-02-17T13:22:56.012075Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0060,user-009,0x45c2e2b6b73a70b58feb81e3bdc169b9cae939f4767068d9097e0294ae00d767,0xe12f90204f183683075c69e64db3200fac3de05208be33c925381169fc72943e,2.284,2026-02-17T23:07:18.317774Z,2026-02-17T23:27:18.317774Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0061,user-002,0x44a5003815726742a01667307ff22a9698e67505c365358ef7f9c18e49a721c0,0x5da36a36be3e3bf91f834912dfec04068b9498ce9c3c23de43b63ba6be750eae,4.978,2026-02-17T13:20:06.173136Z,2026-02-17T14:00:06.173136Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0062,user-010,0x56a9683bbadecd38801eb40e9f392e32c4df038275214a8bb134308c54bb6e92,0x1d55df0768658b668b5367a0b6be385bd74cf111af3293ff097c4b93b76bbda5,28.972,2026-02-17T03:04:59.458677Z,2026-02-17T04:19:59.458677Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0063,user-005,0x423f8de34474e8e09e91f9eeaa7d54ebba6d466ded593e891e794a4f9a2e0f32,0x7dccb9a23f5b865dde6a2fc2473516de4ebe2a302c685674aec320295e04865c,4.991,2026-02-17T13:01:09.385786Z,2026-02-17T13:41:09.385786Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0064,user-001,0x910344b2e9ad200c88f2df7c3d4361f25b357aacb65eba8d83e511e82d4128f9,0xc83b1963f1e1cfb86dd88ab7ef1e3e37c0d5e08cc9c15172740762934c4f9c8f,7.054,2026-02-17T10:24:03.732935Z,2026-02-17T10:44:03.732935Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0065,user-006,0x8e2a139ac49747d1edba4089c12919f612d9c0e18a909ca8897a20a30959dd96,0xce2351fb73343d8c9a832e3ea5eba5d2275a35402cc631929e8c141c6bdb8140,11.178,2026-02-17T18:43:38.007837Z,2026-02-17T19:13:38.007837Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0066,user-005,0x0298534569f0a8e69a7dbeedc2d52d68855230bfe3a97e336f973f24091bd0e1,0xe50b8a7988c6aca366783c99046c0190efe0f0d065a888117dc7451335b511fb,7.392,2026-02-17T05:03:24.054182Z,2026-02-17T05:23:24.054182Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0067,user-003,0x06b5282949b411a93b2f5cac6a8e4ecb022e59c0f2dd935b16beffa3e4dda058,0xb58e2fcd678a79269c0ec495cdcd6f167f3cc0cc7539e24976b3b5b2713b1cab,15.613,2026-02-17T05:06:25.293127Z,2026-02-17T05:46:25.293127Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0068,user-002,0x28487682c64efa43e60df5150c4c09d04ec35751c2336bbc1b28da849570af71,0x54071330fa466cb233bd0bed76b8d6b238b5a9f78b67c066c1a59cf727db8532,10.695,2026-02-17T20:36:18.593903Z,2026-02-17T21:06:18.593903Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
run_20260217_222909-0069,user-002,0x10f134b2a241d6abeb55899a3f71bfe1d7c11505f81b56a5dd8bef877311449b,0xbc72651c3f8f4aa631b5413cf5128dd1dd0704b87e6e95321a53e75889ffdabb,14.552,2026-02-17T13:04:06.487204Z,2026-02-17T13:44:06.487204Z,2026-02-17,0xf8a73b66d9d9efcc4dbbd6eeb360a43099baef2ee5477fc7e23808b695ac93bd
