session_id,ts,energy_kwh
run_20260217_222909-0003,2026-02-17T22:45:31.662886Z,13.632
run_20260217_222909-0004,2026-02-17T17:18:43.080691Z,0.0
run_20260217_222909-0004,2026-02-17T17:23:43.080691Z,0.624
run_20260217_222909-0004,2026-02-17T17:28:43.080691Z,1.196
run_20260217_222909-0004,2026-02-17T17:33:43.080691Z,1.825
run_20260217_222909-0004,2026-02-17T17:38:43.080691Z,2.41
run_20260217_222909-0004,2026-02-17T17:43:43.080691Z,3.151
run_20260217_222909-0004,2026-02-17T17:48:43.080691Z,3.701
run_20260217_222909-0004,2026-02-17T17:53:43.080691Z,4.236
run_20260217_222909-0004,2026-02-17T17:58:43.080691Z,4.882
run_20260217_222909-0005,2026-02-17T00:14:05.182505Z,0.0
run_20260217_222909-0005,2026-02-17T00:19:05.182505Z,0.685
run_20260217_222909-0005,2026-02-17T00:24:05.182505Z,1.239
run_20260217_222909-0005,2026-02-17T00:29:05.182505Z,1.733
run_20260217_222909-0005,2026-02-17T00:34:05.182505Z,2.34
run_20260217_222909-0005,2026-02-17T00:39:05.182505Z,2.898
run_20260217_222909-0005,2026-02-17T00:44:05.182505Z,3.549
run_20260217_222909-0005,2026-02-17T00:49:05.182505Z,4.159
run_20260217_222909-0005,2026-02-17T00:54:05.182505Z,4.755
run_20260217_222909-0005,2026-02-17T00:59:05.182505Z,5.396
run_20260217_222909-0005,2026-02-17T01:04:05.182505Z,6.111
run_20260217_222909-0005,2026-02-17T01:09:05.182505Z,6.668
run_20260217_222909-0005,2026-02-17T01:14:05.182505Z,7.233
run_20260217_222909-0005,2026-02-17T01:19:05.182505Z,7.913
run_20260217_222909-0005,2026-02-17T01:24:05.182505Z,8.408
run_20260217_222909-0005,2026-02-17T01:29:05.182505Z,9.089
run_20260217_222909-0006,2026-02-17T18:03:51.383335Z,0.0
run_20260217_222909-0006,2026-02-17T18:08:51.383335Z,1.814
run_20260217_222909-0006,2026-02-17T18:13:51.383335Z,3.889
run_20260217_222909-0006,2026-02-17T18:18:51.383335Z,5.871
run_20260217_222909-0006,2026-02-17T18:23:51.383335Z,7.594
run_20260217_222909-0006,2026-02-17T18:28:51.383335Z,9.549
run_20260217_222909-0006,2026-02-17T18:33:51.383335Z,12.006
run_20260217_222909-0006,2026-02-17T18:38:51.383335Z,13.759
run_20260217_222909-0006,2026-02-17T18:43:51.383335Z,15.588
run_20260217_222909-0006,2026-02-17T18:48:51.383335Z,17.505
run_20260217_222909-0006,2026-02-17T18:53:51.383335Z,19.365
run_20260217_222909-0006,2026-02-17T18:58:51.383335Z,20.972
run_20260217_222909-0006,2026-02-17T19:03:51.383335Z,22.572
run_20260217_222909-0006,2026-02-17T19:08:51.383335Z,24.346
run_20260217_222909-0006,2026-02-17T19:13:51.383335Z,26.211
run_20260217_222909-0006,2026-02-17T19:18:51.383335Z,27.595
run_20260217_222909-0007,2026-02-17T03:19:28.633727Z,0.0
run_20260217_222909-0007,2026-02-17T03:24:28.633727Z,2.247
run_20260217_222909-0007,2026-02-17T03:29:28.633727Z,4.03
run_20260217_222909-0007,2026-02-17T03:34:28.633727Z,5.59
run_20260217_222909-0007,2026-02-17T03:39:28.633727Z,7.283
run_20260217_222909-0008,2026-02-17T13:32:56.282342Z,0.0
run_20260217_222909-0008,2026-02-17T13:37:56.282342Z,0.589
run_20260217_222909-0008,2026-02-17T13:42:56.282342Z,1.307
run_20260217_222909-0008,2026-02-17T13:47:56.282342Z,1.871
run_20260217_222909-0008,2026-02-17T13:52:56.282342Z,2.466
run_20260217_222909-0008,2026-02-17T13:57:56.282342Z,3.136
run_20260217_222909-0008,2026-02-17T14:02:56.282342Z,3.793
run_20260217_222909-0008,2026-02-17T14:07:56.282342Z,4.513
run_20260217_222909-0008,2026-02-17T14:12:56.282342Z,5.148
run_20260217_222909-0008,2026-02-17T14:17:56.282342Z,5.711
run_20260217_222909-0008,2026-02-17T14:22:56.282342Z,6.258
run_20260217_222909-0008,2026-02-17T14:27:56.282342Z,6.795
run_20260217_222909-0008,2026-02-17T14:32:56.282342Z,7.453
run_20260217_222909-0009,2026-02-17T01:56:22.162084Z,0.0
run_20260217_222909-0009,2026-02-17T02:01:22.162084Z,1.044
run_20260217_222909-0009,2026-02-17T02:06:22.162084Z,1.916
run_20260217_222909-0009,2026-02-17T02:11:22.162084Z,2.836
run_20260217_222909-0009,2026-02-17T02:16:22.162084Z,3.579
run_20260217_222909-0009,2026-02-17T02:21:22.162084Z,4.698
run_20260217_222909-0009,2026-02-17T02:26:22.162084Z,5.638
run_20260217_222909-0009,2026-02-17T02:31:22.162084Z,6.491
run_20260217_222909-0009,2026-02-17T02:36:22.162084Z,7.415
run_20260217_222909-0009,2026-02-17T02:41:22.162084Z,8.45
run_20260217_222909-0009,2026-02-17T02:46:22.162084Z,9.497
run_20260217_222909-0009,2026-02-17T02:51:22.162084Z,10.485
run_20260217_222909-0009,2026-02-17T02:56:22.162084Z,11.503
run_20260217_222909-0009,2026-02-17T03:01:22.162084Z,12.188
run_20260217_222909-0009,2026-02-17T03:06:22.162084Z,13.058
run_20260217_222909-0009,2026-02-17T03:11:22.162084Z,13.965
run_20260217_222909-0010,2026-02-17T20:01:13.030745Z,0.0
run_20260217_222909-0010,2026-02-17T20:06:13.030745Z,1.721
run_20260217_222909-0010,2026-02-17T20:11:13.030745Z,3.613
run_20260217_222909-0010,2026-02-17T20:16:13.030745Z,5.159
run_20260217_222909-0010,2026-02-17T20:21:13.030745Z,6.92
run_20260217_222909-0010,2026-02-17T20:26:13.030745Z,8.801
run_20260217_222909-0010,2026-02-17T20:31:13.030745Z,10.786
run_20260217_222909-0010,2026-02-17T20:36:13.030745Z,12.884
run_20260217_222909-0010,2026-02-17T20:41:13.030745Z,14.71
run_20260217_222909-0010,2026-02-17T20:46:13.030745Z,16.338
run_20260217_222909-0010,2026-02-17T20:51:13.030745Z,18.255
run_20260217_222909-0010,2026-02-17T20:56:13.030745Z,20.183
run_20260217_222909-0010,2026-02-17T21:01:13.030745Z,22.107
run_20260217_222909-0010,2026-02-17T21:06:13.030745Z,23.812
run_20260217_222909-0010,2026-02-17T21:11:13.030745Z,25.853
run_20260217_222909-0010,2026-02-17T21:16:13.030745Z,27.702
run_20260217_222909-0011,2026-02-17T18:29:19.429879Z,0.0
run_20260217_222909-0011,2026-02-17T18:34:19.429879Z,0.981
run_20260217_222909-0011,2026-02-17T18:39:19.429879Z,1.958
run_20260217_222909-0011,2026-02-17T18:44:19.429879Z,2.904
run_20260217_222909-0011,2026-02-17T18:49:19.429879Z,3.79
run_20260217_222909-0012,2026-02-17T10:09:15.313464Z,0.0
run_20260217_222909-0012,2026-02-17T10:14:15.313464Z,0.861
run_20260217_222909-0012,2026-02-17T10:19:15.313464Z,1.799
run_20260217_222909-0012,2026-02-17T10:24:15.313464Z,2.66
run_20260217_222909-0012,2026-02-17T10:29:15.313464Z,3.656
run_20260217_222909-0012,2026-02-17T10:34:15.313464Z,4.629
run_20260217_222909-0012,2026-02-17T10:39:15.313464Z,5.454
run_20260217_222909-0013,2026-02-17T22:31:43.064960Z,0.0
run_20260217_222909-0013,2026-02-17T22:36:43.064960Z,0.631
run_20260217_222909-0013,2026-02-17T22:41:43.064960Z,1.231
run_20260217_222909-0013,2026-02-17T22:46:43.064960Z,1.87
run_20260217_222909-0013,2026-02-17T22:51:43.064960Z,2.411
run_20260217_222909-0013,2026-02-17T22:56:43.064960Z,3.031
run_20260217_222909-0013,2026-02-17T23:01:43.064960Z,3.623
run_20260217_222909-0013,2026-02-17T23:06:43.064960Z,4.267
run_20260217_222909-0013,2026-02-17T23:11:43.064960Z,4.925
run_20260217_222909-0014,2026-02-17T03:55:07.216649Z,0.0
run_20260217_222909-0014,2026-02-17T04:00:07.216649Z,0.57
run_20260217_222909-0014,2026-02-17T04:05:07.216649Z,1.205
run_20260217_222909-0014,2026-02-17T04:10:07.216649Z,1.864
run_20260217_222909-0014,2026-02-17T04:15:07.216649Z,2.478
run_20260217_222909-0015,2026-02-17T00:20:09.315897Z,0.0
run_20260217_222909-0015,2026-02-17T00:25:09.315897Z,1.007
run_20260217_222909-0015,2026-02-17T00:30:09.315897Z,1.893
run_20260217_222909-0015,2026-02-17T00:35:09.315897Z,2.947
run_20260217_222909-0015,2026-02-17T00:40:09.315897Z,3.845
run_20260217_222909-0015,2026-02-17T00:45:09.315897Z,4.602
run_20260217_222909-0015,2026-02-17T00:50:09.315897Z,5.463
run_20260217_222909-0015,2026-02-17T00:55:09.315897Z,6.29
run_20260217_222909-0015,2026-02-17T01:00:09.315897Z,7.23
run_20260217_222909-0016,2026-02-17T22:31:13.265824Z,0.0
run_20260217_222909-0016,2026-02-17T22:36:13.265824Z,0.639
run_20260217_222909-0016,2026-02-17T22:41:13.265824Z,1.304
run_20260217_222909-0016,2026-02-17T22:46:13.265824Z,1.925
run_20260217_222909-0016,2026-02-17T22:51:13.265824Z,2.59
run_20260217_222909-0016,2026-02-17T22:56:13.265824Z,3.154
run_20260217_222909-0016,2026-02-17T23:01:13.265824Z,3.821
run_20260217_222909-0016,2026-02-17T23:06:13.265824Z,4.446
run_20260217_222909-0016,2026-02-17T23:11:13.265824Z,5.059
run_20260217_222909-0017,2026-02-17T14:17:33.792366Z,0.0
run_20260217_222909-0017,2026-02-17T14:22:33.792366Z,0.582
run_20260217_222909-0017,2026-02-17T14:27:33.792366Z,1.167
run_20260217_222909-0017,2026-02-17T14:32:33.792366Z,1.759
run_20260217_222909-0017,2026-02-17T14:37:33.792366Z,2.435
run_20260217_222909-0017,2026-02-17T14:42:33.792366Z,3.078
run_20260217_222909-0017,2026-02-17T14:47:33.792366Z,3.63
run_20260217_222909-0017,2026-02-17T14:52:33.792366Z,4.21
run_20260217_222909-0017,2026-02-17T14:57:33.792366Z,4.803
run_20260217_222909-0017,2026-02-17T15:02:33.792366Z,5.493
run_20260217_222909-0017,2026-02-17T15:07:33.792366Z,6.074
run_20260217_222909-0017,2026-02-17T15:12:33.792366Z,6.717
run_20260217_222909-0017,2026-02-17T15:17:33.792366Z,7.376
run_20260217_222909-0017,2026-02-17T15:22:33.792366Z,8.04
run_20260217_222909-0017,2026-02-17T15:27:33.792366Z,8.506
run_20260217_222909-0017,2026-02-17T15:32:33.792366Z,9.143
run_20260217_222909-0018,2026-02-17T00:01:13.536310Z,0.0
run_20260217_222909-0018,2026-02-17T00:06:13.536310Z,0.531
run_20260217_222909-0018,2026-02-17T00:11:13.536310Z,1.114
run_20260217_222909-0018,2026-02-17T00:16:13.536310Z,1.751
run_20260217_222909-0018,2026-02-17T00:21:13.536310Z,2.393
run_20260217_222909-0019,2026-02-17T17:08:37.089399Z,0.0
run_20260217_222909-0019,2026-02-17T17:13:37.089399Z,1.761
run_20260217_222909-0019,2026-02-17T17:18:37.089399Z,3.353
run_20260217_222909-0019,2026-02-17T17:23:37.089399Z,5.452
run_20260217_222909-0019,2026-02-17T17:28:37.089399Z,7.264
run_20260217_222909-0019,2026-02-17T17:33:37.089399Z,9.435
run_20260217_222909-0019,2026-02-17T17:38:37.089399Z,11.285
run_20260217_222909-0019,2026-02-17T17:43:37.089399Z,13.036
run_20260217_222909-0019,2026-02-17T17:48:37.089399Z,15.127
run_20260217_222909-0019,2026-02-17T17:53:37.089399Z,17.051
run_20260217_222909-0019,2026-02-17T17:58:37.089399Z,18.848
run_20260217_222909-0019,2026-02-17T18:03:37.089399Z,20.746
run_20260217_222909-0019,2026-02-17T18:08:37.089399Z,22.638
run_20260217_222909-0020,2026-02-17T09:28:02.702945Z,0.0
run_20260217_222909-0020,2026-02-17T09:33:02.702945Z,0.555
run_20260217_222909-0020,2026-02-17T09:38:02.702945Z,1.047
run_20260217_222909-0020,2026-02-17T09:43:02.702945Z,1.601
run_20260217_222909-0020,2026-02-17T09:48:02.702945Z,2.199
run_20260217_222909-0020,2026-02-17T09:53:02.702945Z,2.816
run_20260217_222909-0020,2026-02-17T09:58:02.702945Z,3.405
run_20260217_222909-0020,2026-02-17T10:03:02.702945Z,3.93
run_20260217_222909-0020,2026-02-17T10:08:02.702945Z,4.446
run_20260217_222909-0021,2026-02-17T08:41:33.404201Z,0.0
run_20260217_222909-0021,2026-02-17T08:46:33.404201Z,0.596
run_20260217_222909-0021,2026-02-17T08:51:33.404201Z,1.12
run_20260217_222909-0021,2026-02-17T08:56:33.404201Z,1.712
run_20260217_222909-0021,2026-02-17T09:01:33.404201Z,2.316
run_20260217_222909-0021,2026-02-17T09:06:33.404201Z,3.027
run_20260217_222909-0021,2026-02-17T09:11:33.404201Z,3.683
run_20260217_222909-0021,2026-02-17T09:16:33.404201Z,4.345
run_20260217_222909-0021,2026-02-17T09:21:33.404201Z,4.903
run_20260217_222909-0022,2026-02-17T13:40:06.428007Z,0.0
run_20260217_222909-0022,2026-02-17T13:45:06.428007Z,0.776
run_20260217_222909-0022,2026-02-17T13:50:06.428007Z,1.853
run_20260217_222909-0022,2026-02-17T13:55:06.428007Z,2.795
run_20260217_222909-0022,2026-02-17T14:00:06.428007Z,3.707
run_20260217_222909-0023,2026-02-17T07:58:36.953321Z,0.0
run_20260217_222909-0023,2026-02-17T08:03:36.953321Z,1.973
run_20260217_222909-0023,2026-02-17T08:08:36.953321Z,3.682
run_20260217_222909-0023,2026-02-17T08:13:36.953321Z,5.438
run_20260217_222909-0023,2026-02-17T08:18:36.953321Z,7.198
run_20260217_222909-0023,2026-02-17T08:23:36.953321Z,9.363
run_20260217_222909-0023,2026-02-17T08:28:36.953321Z,11.04
run_20260217_222909-0023,2026-02-17T08:33:36.953321Z,13.204
run_20260217_222909-0023,2026-02-17T08:38:36.953321Z,14.988
run_20260217_222909-0024,2026-02-17T05:12:21.806733Z,0.0
run_20260217_222909-0024,2026-02-17T05:17:21.806733Z,2.053
run_20260217_222909-0024,2026-02-17T05:22:21.806733Z,3.634
run_20260217_222909-0024,2026-02-17T05:27:21.806733Z,5.434
run_20260217_222909-0024,2026-02-17T05:32:21.806733Z,7.588
run_20260217_222909-0024,2026-02-17T05:37:21.806733Z,9.71
run_20260217_222909-0024,2026-02-17T05:42:21.806733Z,11.777
run_20260217_222909-0024,2026-02-17T05:47:21.806733Z,13.693
run_20260217_222909-0024,2026-02-17T05:52:21.806733Z,15.425
run_20260217_222909-0024,2026-02-17T05:57:21.806733Z,17.341
run_20260217_222909-0024,2026-02-17T06:02:21.806733Z,18.988
run_20260217_222909-0024,2026-02-17T06:07:21.806733Z,20.711
run_20260217_222909-0024,2026-02-17T06:12:21.806733Z,22.851
run_20260217_222909-0025,2026-02-17T14:25:12.539452Z,0.0
run_20260217_222909-0025,2026-02-17T14:30:12.539452Z,0.647
run_20260217_222909-0025,2026-02-17T14:35:12.539452Z,1.237
run_20260217_222909-0025,2026-02-17T14:40:12.539452Z,1.799
run_20260217_222909-0025,2026-02-17T14:45:12.539452Z,2.352
run_20260217_222909-0025,2026-02-17T14:50:12.539452Z,3.026
run_20260217_222909-0025,2026-02-17T14:55:12.539452Z,3.617
run_20260217_222909-0025,2026-02-17T15:00:12.539452Z,4.245
run_20260217_222909-0025,2026-02-17T15:05:12.539452Z,4.834
run_20260217_222909-0026,2026-02-17T23:03:54.578149Z,0.0
run_20260217_222909-0026,2026-02-17T23:08:54.578149Z,0.826
run_20260217_222909-0026,2026-02-17T23:13:54.578149Z,1.875
run_20260217_222909-0026,2026-02-17T23:18:54.578149Z,2.548
run_20260217_222909-0026,2026-02-17T23:23:54.578149Z,3.568
run_20260217_222909-0026,2026-02-17T23:28:54.578149Z,4.631
run_20260217_222909-0026,2026-02-17T23:33:54.578149Z,5.679
run_20260217_222909-0026,2026-02-17T23:38:54.578149Z,6.605
run_20260217_222909-0026,2026-02-17T23:43:54.578149Z,7.548
run_20260217_222909-0026,2026-02-17T23:48:54.578149Z,8.362
run_20260217_222909-0026,2026-02-17T23:53:54.578149Z,9.322
run_20260217_222909-0026,2026-02-17T23:58:54.578149Z,10.288
run_20260217_222909-0026,2026-02-18T00:03:54.578149Z,11.073
run_20260217_222909-0026,2026-02-18T00:08:54.578149Z,12.129
run_20260217_222909-0026,2026-02-18T00:13:54.578149Z,12.991
run_20260217_222909-0026,2026-02-18T00:18:54.578149Z,13.94
run_20260217_222909-0027,2026-02-17T16:26:57.688267Z,0.0
run_20260217_222909-0027,2026-02-17T16:31:57.688267Z,2.017
run_20260217_222909-0027,2026-02-17T16:36:57.688267Z,4.027
run_20260217_222909-0027,2026-02-17T16:41:57.688267Z,5.732
run_20260217_222909-0027,2026-02-17T16:46:57.688267Z,7.485
run_20260217_222909-0028,2026-02-17T19:22:45.015966Z,0.0
run_20260217_222909-0028,2026-02-17T19:27:45.015966Z,1.692
run_20260217_222909-0028,2026-02-17T19:32:45.015966Z,3.524
run_20260217_222909-0028,2026-02-17T19:37:45.015966Z,5.244
run_20260217_222909-0028,2026-02-17T19:42:45.015966Z,6.908
run_20260217_222909-0028,2026-02-17T19:47:45.015966Z,8.662
run_20260217_222909-0028,2026-02-17T19:52:45.015966Z,10.574
run_20260217_222909-0028,2026-02-17T19:57:45.015966Z,12.272
run_20260217_222909-0028,2026-02-17T20:02:45.015966Z,14.185
run_20260217_222909-0028,2026-02-17T20:07:45.015966Z,16.33
run_20260217_222909-0028,2026-02-17T20:12:45.015966Z,18.037
run_20260217_222909-0028,2026-02-17T20:17:45.015966Z,19.77
run_20260217_222909-0028,2026-02-17T20:22:45.015966Z,21.346
run_20260217_222909-0029,2026-02-17T08:10:15.295632Z,0.0
run_20260217_222909-0029,2026-02-17T08:15:15.295632Z,1.932
run_20260217_222909-0029,2026-02-17T08:20:15.295632Z,3.634
run_20260217_222909-0029,2026-02-17T08:25:15.295632Z,5.249
run_20260217_222909-0029,2026-02-17T08:30:15.295632Z,7.458
run_20260217_222909-0029,2026-02-17T08:35:15.295632Z,9.542
run_20260217_222909-0029,2026-02-17T08:40:15.295632Z,11.39
run_20260217_222909-0029,2026-02-17T08:45:15.295632Z,13.381
run_20260217_222909-0029,2026-02-17T08:50:15.295632Z,15.25
run_20260217_222909-0030,2026-02-17T09:18:45.928728Z,0.0
run_20260217_222909-0030,2026-02-17T09:23:45.928728Z,0.868
run_20260217_222909-0030,2026-02-17T09:28:45.928728Z,1.674
run_20260217_222909-0030,2026-02-17T09:33:45.928728Z,2.657
run_20260217_222909-0030,2026-02-17T09:38:45.928728Z,3.622
run_20260217_222909-0031,2026-02-17T08:14:16.587840Z,0.0
run_20260217_222909-0031,2026-02-17T08:19:16.587840Z,0.687
run_20260217_222909-0031,2026-02-17T08:24:16.587840Z,1.295
run_20260217_222909-0031,2026-02-17T08:29:16.587840Z,1.853
run_20260217_222909-0031,2026-02-17T08:34:16.587840Z,2.484
run_20260217_222909-0032,2026-02-17T01:57:50.590751Z,0.0
run_20260217_222909-0032,2026-02-17T02:02:50.590751Z,0.783
run_20260217_222909-0032,2026-02-17T02:07:50.590751Z,1.769
run_20260217_222909-0032,2026-02-17T02:12:50.590751Z,2.761
run_20260217_222909-0032,2026-02-17T02:17:50.590751Z,3.563
run_20260217_222909-0033,2026-02-17T09:16:46.839313Z,0.0
run_20260217_222909-0033,2026-02-17T09:21:46.839313Z,0.894
run_20260217_222909-0033,2026-02-17T09:26:46.839313Z,1.867
run_20260217_222909-0033,2026-02-17T09:31:46.839313Z,2.682
run_20260217_222909-0033,2026-02-17T09:36:46.839313Z,3.72
run_20260217_222909-0033,2026-02-17T09:41:46.839313Z,4.545
run_20260217_222909-0033,2026-02-17T09:46:46.839313Z,5.392
run_20260217_222909-0033,2026-02-17T09:51:46.839313Z,6.32
run_20260217_222909-0033,2026-02-17T09:56:46.839313Z,7.239
run_20260217_222909-0033,2026-02-17T10:01:46.839313Z,8.286
run_20260217_222909-0033,2026-02-17T10:06:46.839313Z,9.214
run_20260217_222909-0033,2026-02-17T10:11:46.839313Z,10.02
run_20260217_222909-0033,2026-02-17T10:16:46.839313Z,10.885
run_20260217_222909-0033,2026-02-17T10:21:46.839313Z,11.749
run_20260217_222909-0033,2026-02-17T10:26:46.839313Z,12.732
run_20260217_222909-0033,2026-02-17T10:31:46.839313Z,13.684
run_20260217_222909-0034,2026-02-17T22:02:58.090378Z,0.0
run_20260217_222909-0034,2026-02-17T22:07:58.090378Z,0.574
run_20260217_222909-0034,2026-02-17T22:12:58.090378Z,1.198
run_20260217_222909-0034,2026-02-17T22:17:58.090378Z,1.811
run_20260217_222909-0034,2026-02-17T22:22:58.090378Z,2.472
run_20260217_222909-0034,2026-02-17T22:27:58.090378Z,3.039
run_20260217_222909-0034,2026-02-17T22:32:58.090378Z,3.698
run_20260217_222909-0035,2026-02-17T14:38:09.203386Z,0.0
run_20260217_222909-0035,2026-02-17T14:43:09.203386Z,2.209
run_20260217_222909-0035,2026-02-17T14:48:09.203386Z,4.088
run_20260217_222909-0035,2026-02-17T14:53:09.203386Z,5.736
run_20260217_222909-0035,2026-02-17T14:58:09.203386Z,7.474
run_20260217_222909-0035,2026-02-17T15:03:09.203386Z,9.452
run_20260217_222909-0035,2026-02-17T15:08:09.203386Z,11.23
run_20260217_222909-0035,2026-02-17T15:13:09.203386Z,12.766
run_20260217_222909-0035,2026-02-17T15:18:09.203386Z,14.846
run_20260217_222909-0035,2026-02-17T15:23:09.203386Z,16.796
run_20260217_222909-0035,2026-02-17T15:28:09.203386Z,18.434
run_20260217_222909-0035,2026-02-17T15:33:09.203386Z,20.235
run_20260217_222909-0035,2026-02-17T15:38:09.203386Z,21.741
run_20260217_222909-0035,2026-02-17T15:43:09.203386Z,23.745
run_20260217_222909-0035,2026-02-17T15:48:09.203386Z,25.451
run_20260217_222909-0035,2026-02-17T15:53:09.203386Z,27.254
run_20260217_222909-0036,2026-02-17T06:36:10.728973Z,0.0
run_20260217_222909-0036,2026-02-17T06:41:10.728973Z,0.668
run_20260217_222909-0036,2026-02-17T06:46:10.728973Z,1.342
run_20260217_222909-0036,2026-02-17T06:51:10.728973Z,1.933
run_20260217_222909-0036,2026-02-17T06:56:10.728973Z,2.6
run_20260217_222909-0036,2026-02-17T07:01:10.728973Z,3.156
run_20260217_222909-0036,2026-02-17T07:06:10.728973Z,3.743
run_20260217_222909-0036,2026-02-17T07:11:10.728973Z,4.321
run_20260217_222909-0036,2026-02-17T07:16:10.728973Z,4.813
run_20260217_222909-0036,2026-02-17T07:21:10.728973Z,5.465
run_20260217_222909-0036,2026-02-17T07:26:10.728973Z,6.084
run_20260217_222909-0036,2026-02-17T07:31:10.728973Z,6.727
run_20260217_222909-0036,2026-02-17T07:36:10.728973Z,7.296
run_20260217_222909-0037,2026-02-17T17:18:18.628409Z,0.0
run_20260217_222909-0037,2026-02-17T17:23:18.628409Z,1.006
run_20260217_222909-0037,2026-02-17T17:28:18.628409Z,1.975
run_20260217_222909-0037,2026-02-17T17:33:18.628409Z,2.803
run_20260217_222909-0037,2026-02-17T17:38:18.628409Z,3.719
run_20260217_222909-0037,2026-02-17T17:43:18.628409Z,4.606
run_20260217_222909-0037,2026-02-17T17:48:18.628409Z,5.585
run_20260217_222909-0037,2026-02-17T17:53:18.628409Z,6.482
run_20260217_222909-0037,2026-02-17T17:58:18.628409Z,7.608
run_20260217_222909-0037,2026-02-17T18:03:18.628409Z,8.621
run_20260217_222909-0037,2026-02-17T18:08:18.628409Z,9.56
run_20260217_222909-0037,2026-02-17T18:13:18.628409Z,10.482
run_20260217_222909-0037,2026-02-17T18:18:18.628409Z,11.402
run_20260217_222909-0038,2026-02-17T12:37:04.324334Z,0.0
run_20260217_222909-0038,2026-02-17T12:42:04.324334Z,2.184
run_20260217_222909-0038,2026-02-17T12:47:04.324334Z,4.211
run_20260217_222909-0038,2026-02-17T12:52:04.324334Z,5.978
run_20260217_222909-0038,2026-02-17T12:57:04.324334Z,7.805
run_20260217_222909-0039,2026-02-17T05:18:58.781034Z,0.0
run_20260217_222909-0039,2026-02-17T05:23:58.781034Z,1.005
run_20260217_222909-0039,2026-02-17T05:28:58.781034Z,1.937
run_20260217_222909-0039,2026-02-17T05:33:58.781034Z,2.867
run_20260217_222909-0039,2026-02-17T05:38:58.781034Z,3.732
run_20260217_222909-0039,2026-02-17T05:43:58.781034Z,4.776
run_20260217_222909-0039,2026-02-17T05:48:58.781034Z,5.782
run_20260217_222909-0040,2026-02-17T07:24:30.914463Z,0.0
run_20260217_222909-0040,2026-02-17T07:29:30.914463Z,0.584
run_20260217_222909-0040,2026-02-17T07:34:30.914463Z,1.168
run_20260217_222909-0040,2026-02-17T07:39:30.914463Z,1.72
run_20260217_222909-0040,2026-02-17T07:44:30.914463Z,2.276
run_20260217_222909-0040,2026-02-17T07:49:30.914463Z,2.777
run_20260217_222909-0040,2026-02-17T07:54:30.914463Z,3.399
run_20260217_222909-0041,2026-02-17T08:06:24.556165Z,0.0
run_20260217_222909-0041,2026-02-17T08:11:24.556165Z,1.606
run_20260217_222909-0041,2026-02-17T08:16:24.556165Z,3.422
run_20260217_222909-0041,2026-02-17T08:21:24.556165Z,5.232
run_20260217_222909-0041,2026-02-17T08:26:24.556165Z,6.879
run_20260217_222909-0042,2026-02-17T07:00:28.533184Z,0.0
run_20260217_222909-0042,2026-02-17T07:05:28.533184Z,0.634
run_20260217_222909-0042,2026-02-17T07:10:28.533184Z,1.218
run_20260217_222909-0042,2026-02-17T07:15:28.533184Z,1.663
run_20260217_222909-0042,2026-02-17T07:20:28.533184Z,2.249
run_20260217_222909-0042,2026-02-17T07:25:28.533184Z,2.957
