session_id,receipt_hash,merkle_root,energy_kwh,start_ts,end_ts,batch_day,batch_root
run_20260217_220238-0012,0x8b4f4d8607e6778a6e5c12a780e4ed8228f34b74a04897f436524736f2641710,0x6f7aa27846bdd74d95bd5a48858db0140beec718564ba98e234fd496d4cd2d32,7.505,2026-02-17T00:05:59.095584Z,2026-02-17T00:45:59.095584Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0013,0xc6e8969dc61225e2ee5d249e54e941f2ebead934fa88e058652f3756848ec24d,0xca007e2e139bffc052ffa20b1e74511168ee2f7b94a99d79fc708f5e826af3f6,3.67,2026-02-17T18:29:19.429879Z,2026-02-17T18:49:19.429879Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0014,0x1af0ff0f4444148e02381810725401d617dfcad56d122dae1d012d5f017ce4e6,0x48f8b7be0d9dbd0c3ae83050c8cc0bf501f011b964a3c65cf7cf29d4f2c9a34a,13.656,2026-02-17T02:48:22.102308Z,2026-02-17T04:03:22.102308Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0015,0xd10ee3abfed1f87f5a2944bb1a8ce60f99567a990e3471d75a68506ce4c2126f,0x0fafbbf806dde573863763491fe371ec3bbd106eb82c8076fe61ed389edc263a,7.609,2026-02-17T13:51:29.426318Z,2026-02-17T14:31:29.426318Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0016,0xeec65e9b65f858e79243b4c8c26bbc880d1b278e4a66539e902f4a1ffe6c6484,0xc00d75d16f71477c62174cf0f86b3fc3985def4878592ef4d7bbd6b46f63ecad,5.241,2026-02-17T03:36:52.688547Z,2026-02-17T04:06:52.688547Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0017,0x5499bbba85f6994e85e3b97e27b0f573bebf295c3a9bb6f46924f08785a29966,0xbdb1f857bdcbb6e88827cbb0ca77b4bc5f8302a5f25c2670b027bdb81d62dce1,7.176,2026-02-17T05:08:24.823573Z,2026-02-17T05:48:24.823573Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0018,0x703a143a0358b398f1debe01d2897eea05379963f27a4c859bd6797d0f3566c6,0xf7a822e46f65d0a05eb2922baf24d6c833857ad4a8c002576da0a7e5b0271988,2.344,2026-02-17T06:01:54.911583Z,2026-02-17T06:21:54.911583Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0019,0x2dafd52a6d5a68b6058c50459f1aff5c418e2451c09d87e804cf0a684a57b009,0xae8246cc9addb9e519a9c239ebc6ec97e87f1f2146c1ae688d59f3bfdb69d56d,8.954,2026-02-17T19:31:24.723371Z,2026-02-17T20:46:24.723371Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0020,0xba9fb4615a6e22708299aef743b295113f44fb605f1723fa714377e138fd9358,0x0b352b17a6aaca57daffaa22bf094abcf75ac2e03a55289a77ba454d605a3a5f,11.261,2026-02-17T08:29:28.731844Z,2026-02-17T09:29:28.731844Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0021,0x2b1e0b89cf9ad473a7360b96bdbb40c5fabb143bb8fd5515f691c2a4ae6bb5d1,0xaccb99ecfd2c103d90dc63883df85504d4bd2fc2da16b2c463fc858bcbf0a1b3,14.631,2026-02-17T03:58:24.435919Z,2026-02-17T04:38:24.435919Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0022,0x9456f5d55dc62f0973a55c3f7ae3f4ab653ea698ee9c28ff60990f379ef6a6af,0x38fd13c34b1df233c199c313beef47f23dad2f9c2542e3092948c49d4916caf9,8.882,2026-02-17T21:24:52.091526Z,2026-02-17T22:39:52.091526Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0023,0x2ec3e578d48c565a7e41efd94bd879ab60a76709e29612655bec26d649f65faa,0x06a93f060e6303b5b5b453f31d7863eb8101630cca3ea69de881fa5780b672d6,9.332,2026-02-17T07:02:50.332600Z,2026-02-17T08:17:50.332600Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0024,0x441c97ec840dd680710259301129ea25eaef4a65c897f1418d5885408873f8a8,0x60f1d6443a5cf75389e2cd044d4682eb44360174a6a644e770cab30905ca07b0,14.26,2026-02-17T21:30:58.631088Z,2026-02-17T22:45:58.631088Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0025,0xc211751125279cc80a1b974ef3c2604316d9c88c33f1a8498fa0176fe27ff6a0,0x8309cc912eab148deb11ba26119c59f20bf3f659427c9b09ac61d1607089c7b9,7.371,2026-02-17T03:03:04.789957Z,2026-02-17T04:03:04.789957Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0026,0x4de53e4d6196b79a80c357275e953c22bb08693e211e0df4de4e73d62aa4e5cd,0x4b4e3d42f26db9e85e4119eeace7f7b2d2456857316f035df999a144fa5a4d28,13.673,2026-02-17T00:26:08.667026Z,2026-02-17T01:41:08.667026Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0027,0x920ca283d7ab25ff43b9c62b44c6b010d37142460b7e81fba66ed31456c89c5b,0xdddd4df4944c50375d965ea1f48382e43884ebdc8e17e1e71a688a053edae538,26.303,2026-02-17T13:31:04.630665Z,2026-02-17T14:46:04.630665Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0028,0xc757a6ee30bdbceaeb80d745bc9232a4374ff031bf61c11cb46f80d3b05e71aa,0x2314da35b8495414a9f15f6a084f42efbff68f30a072501794f680598205302e,10.554,2026-02-17T01:24:52.578849Z,2026-02-17T01:54:52.578849Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0029,0x69981654e3910da3eae4dc29c4f49d707f61763eda9b7cb5f2dad2314fd515f0,0x994e4244ecc235284d722e5ee44858e2699af4fe424b3a826b28c6adafa8b52b,22.579,2026-02-17T12:49:25.020363Z,2026-02-17T13:49:25.020363Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0030,0xd95aecf186ded9739db9c2349a067a0d3263bfd926ae25681b2fc7880a150c13,0xefb5e415f228005842071786145fac9cd2ee0b8f022839cde2484671d8bf4f13,2.392,2026-02-17T20:26:48.617662Z,2026-02-17T20:46:48.617662Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0031,0xa3bf0c5431ea019ef2e7cd7296725efb5fa75ddb40b80b99d9f58303d7085953,0x28959669d74ee9c2dc86bf09bb5ad2614890325b57d645a71ba98a3442fca5d1,10.358,2026-02-17T06:44:34.912901Z,2026-02-17T07:44:34.912901Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0032,0x7d96e0a9f42a5f905263b314e2787cb0856ed62c18d3faa17aa182b085aff634,0x0169342818620184923378b572ec819e6613576983052b5951a61db774e5cc8a,26.827,2026-02-17T04:44:57.605611Z,2026-02-17T05:59:57.605611Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0033,0x96302e80d242d4e2b27150ff30ed852aab14f43a438454293e6e56c298f9e141,0xe436f746f6dacfb5c6bf6acb3ad46f891587f4d5942193f241482b8689f932b1,5.515,2026-02-17T12:21:10.817725Z,2026-02-17T12:51:10.817725Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0034,0xdd7897d61bf311d572c866e8f7009ec4e7a628e029aa0513ccd2f2c54ca71d9a,0xdedf61d833579748e8a080432a006fe573daf6a69b011a036a15d72b3e97e439,3.543,2026-02-17T07:19:42.736217Z,2026-02-17T07:49:42.736217Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0035,0x5ae765c7923217e943af92d13ff2fac56a1e3172da391f633a6cdff5b036174d,0x90ed67624e555ca2dad9c12aa193add8a79519c5bf8c7e9462e8cc6bafb562d5,13.113,2026-02-17T07:17:26.813967Z,2026-02-17T08:32:26.813967Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0036,0x8fe7686d322ca7eb7faecb06a5cc1e323b5a4e7ffea59b0a4ef92bd3d413e622,0x1ca4e06e532c9b633d301e3a33323d1050f7cece04b72b4d2870737e350e9219,10.032,2026-02-17T12:45:57.491106Z,2026-02-17T13:15:57.491106Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0037,0x5051e13ff5f3523767fd71d8b14e0e1588860220bb00b05f801199593ec78f1c,0xfeaf63ca427cb6475f308fa37b5b9da7dfa8e1c68316f22765fe99616aae2ece,4.872,2026-02-17T17:44:22.494477Z,2026-02-17T18:24:22.494477Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0038,0x347b70bb9cc71e38a5db757ac682b01ebfc1c8e34f8a9f93eb00e28ddc57ce6d,0xe5d13026c682f2748b6b8ebea20c681abbc48647673d31344bcb96656e6c78b7,4.515,2026-02-16T23:59:07.963617Z,2026-02-17T00:39:07.963617Z,,
run_20260217_220238-0039,0xef512a32a38491fb20594182ae9b506cd348a21a52c0f2ecc841bae0b06f3e3f,0xc771c830666b465fbb524bea24cd7af8f37f772e40027e6c458e54bbfbd2b861,5.48,2026-02-17T21:14:16.751856Z,2026-02-17T21:44:16.751856Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0040,0xb729b88c5c3f831d6327171d167493389e4e77b609dd13e4486acc5044e304ae,0x331d43680b87773dc526fa60cde546a602203def3f57093e7bfdce3f0280b332,3.197,2026-02-17T21:23:20.268030Z,2026-02-17T21:43:20.268030Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0041,0xd358e27220fb50179dac79ed7e6ef6710b30c75088acd1d5df1234edf4af7376,0xce2bdac2ee2b7db8935f2098ade5d27a6672cba6f0d38b56ad349089c850d7ae,3.515,2026-02-17T07:24:30.914463Z,2026-02-17T07:54:30.914463Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0042,0xca981cf1868b873762902bea69289f0de5b71dcbe1a2a2668e98828c0d88f472,0xaf2118b54a21248398caf25db8a8ed8e6321d81d2dcfec9e846aee675bce89a3,4.784,2026-02-17T13:42:08.139657Z,2026-02-17T14:22:08.139657Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0043,0x74e59097d2ce14558c3816a39caf51c23e699a35b14961cd56e8555efaef22a2,0xd420a26dad72e24ff43aa4cbcd2e7daf57067e95249bd5aa90cfaffe9553822b,27.221,2026-02-17T19:45:21.766562Z,2026-02-17T21:00:21.766562Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0044,0x29069f62377f39e5311563fbe05a0150100d2bcee76213e0e7cb0c6cab7a47b9,0xd59b58c459db3ad06f2dcf6d05483c9b87f05d9b19bdec8970ea6ece7514c0d2,4.53,2026-02-17T12:07:11.918088Z,2026-02-17T12:47:11.918088Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0045,0x621d7c61d8de1192717a581f683f0de14d89b0a1b73b5f31cc264de0e3b113f0,0xe8637bd41dafa216978874663696428c58b9f8067e8f314dcfdef15232c57622,21.664,2026-02-17T06:42:05.549021Z,2026-02-17T07:42:05.549021Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0046,0x886f5528a11d945e62f7d33f6345163639933f9ed5f55c754b50c2401d610ae6,0x5fed1fcadb18b3d75711d1348adfe55435f0d28415a9c9be8174b664644ccebc,15.226,2026-02-17T10:46:26.435954Z,2026-02-17T11:26:26.435954Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0047,0x3bba68132132e517459ce106721917494314ec16d3111c382cd0e481efe7801f,0x0135e6678f5f3034de5b329bdc86e9526e22cab5624bb4e37f0e41dc686e8c70,26.606,2026-02-17T12:21:45.242065Z,2026-02-17T13:36:45.242065Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0048,0xa498e86ffc4aa29a6e78855066b302f5049ea3170825df2dacf39df321ddaf90,0xe730d6b5dd019153ec71312bd5a5403f2d85579b894088d1c45e7ba5a44d5fca,3.676,2026-02-17T13:24:43.495841Z,2026-02-17T13:54:43.495841Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0049,0xecf400c9dcc18b7cf8a5e4c981f1cb48332235c438484a91720357983d6f3ff9,0xa04066951a16850efa3da5a463faa57bf2de165f2ba808d7913ee36822317b57,13.324,2026-02-17T20:24:09.328701Z,2026-02-17T21:39:09.328701Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0050,0xc09d8526ef2a3ce08c2f47763f204fb378f6b260a36d0b701c09bbfc93a41e9d,0x2c0f4eda675c620dbc36af6aafb88278754e3ae4e924393674452c68281e3f46,5.577,2026-02-17T05:40:39.514184Z,2026-02-17T06:10:39.514184Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0051,0x99d2b759e19f6194d2a9d100dd05cf2c8d1601e332cec45fa5f8f935fd0874be,0x2c55a1b1154db389aabdc06f7d3178f49971c4bd0ad390c28c93d86a563fd2c8,14.963,2026-02-17T23:11:59.916495Z,2026-02-17T23:51:59.916495Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0052,0xbd19d3d7b7ade2331949840e9fe5b31db7717823829f5a0615ec9938e60bf51a,0xa8a08f9302562f986581cb481eaa9a11b589137607cd8bf9dc045e8182c50be6,5.473,2026-02-17T10:54:49.810479Z,2026-02-17T11:24:49.810479Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0053,0xafdc7c1ddb61d0101fa3688c6a0f67222308750d3324b739d783b37edd57ee36,0x807a31dfd3ddaf4daa7c89ae0acab8217494e6afe35e6345c9229ce8198fbda5,13.583,2026-02-17T12:44:04.495368Z,2026-02-17T13:24:04.495368Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0054,0xd294487ef20c53416a71b71b5d278c3e939a1bb26b0e8dca6b97888cc840ea25,0xd8ba25178e72015d2610bc31a9588a372ba88e6fcd0ed03a74091328c4db1a63,27.448,2026-02-17T00:53:50.880771Z,2026-02-17T02:08:50.880771Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0055,0x465253936aa524250b0f4160b86d68203f4590a92e3cfcc9d158be97d94f1ba3,0x3bef3fe385decfe75d66ad84deda3092bd19b63cda5629729e229c7d8ed627bb,21.679,2026-02-17T20:07:24.732730Z,2026-02-17T21:07:24.732730Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0056,0x885b7dcf0ccaf6d92b3d3ca4952fac6736c4a9eb8d1f4b4bcdbc1156337d4451,0x17fc294069164dfe0f2b5d6dc3a975b0f20f283fa04f3ff652a5da279e534863,13.41,2026-02-17T22:40:56.767023Z,2026-02-17T23:55:56.767023Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0057,0x07163c8943b9d9737404fb9f2d952337cfb674ad2ed69503abed0573bee9fa8a,0xe8dd0db1e0f5ea2d2a912e068cd3580e9085c4a42c5422b67835e7b8391302e7,4.045,2026-02-17T21:44:46.725009Z,2026-02-17T22:04:46.725009Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0058,0xd297ee954b7983c8fec9268b5fbd8e327198b83f1d133cdca2b2bc55dd9a61cb,0xe54e62359b20cf3d6c6db391248a3f0efba33999c5058000f5c4c6c519510e95,10.887,2026-02-17T17:25:16.088924Z,2026-02-17T18:25:16.088924Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0059,0xdac39eab18765fb0ce301eae31f44ef334d1108d721fd1067fb59299e50f864d,0x6bd4a6c22ce27687452c6475b122b0bf5c61a802d76594d992c8139ef179c533,28.234,2026-02-17T16:49:04.774580Z,2026-02-17T18:04:04.774580Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0060,0xbbfbd95d753ba568c49c1c98570ff520612ab8e91186a43b67093040ef287673,0x22add44117cce6b65dc36d94bc06080e8a419c554efafa8e289bbb958120a2a1,5.783,2026-02-17T14:50:01.628904Z,2026-02-17T15:20:01.628904Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0061,0xd67d1d1a0b6baf1f205bc5585d74eceac8d9df74565831ba0f7e180ab880b87a,0x6aa8fc2332a21e966bd1085c29cd6d6293e10d253c985252f3a21a7011e63fa0,5.799,2026-02-17T13:01:01.414365Z,2026-02-17T13:31:01.414365Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0062,0xf4406497d65387d9f78790a20e14bbd54699919d71bdf205bd28c6ac0d1890b9,0xf779d1434f88379663ce073b1ec1a25a8043397eb0f860effdd913efad07bd81,14.238,2026-02-17T03:32:27.478741Z,2026-02-17T04:47:27.478741Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0063,0x9314cbcecbcd73d12065c5816d11fcf4804f0a2368316f123d7ed9c058fab997,0x3ccf4d8d8709a43a6c6e7ac1ede586d48e180b6fa7b7f27dcf7d2943489e9ac4,2.418,2026-02-17T07:19:38.299535Z,2026-02-17T07:39:38.299535Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0064,0x71b3ad854623cfe4ef64ae7afc23f7eb9e87711ba06d9d44b1e80bf2b202cd79,0xd39ce1c1236083893d9e8edf02c2244b359229ef6d424ba878ed1262c85d4c34,3.626,2026-02-17T10:24:03.815450Z,2026-02-17T10:54:03.815450Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0065,0x067efff2d8a2295cdbf7f24263a906f7e15d8fce7ea58864896ef3960438f780,0xf00aeba4ecbbf0273faad344d4095edb712d5fb8bbc43599f5a6ac241d40ad74,15.418,2026-02-17T17:53:16.357875Z,2026-02-17T18:33:16.357875Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0066,0x886de98818c03a4005d41321daffe1c61a572aa6075414a5acbbd5dc61331c74,0x8f662c432951cc7fd0a57ecaeebcf3940afee9564126230e222226f80b7c9b5e,11.18,2026-02-17T07:24:56.912523Z,2026-02-17T08:24:56.912523Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0067,0xe1ad9a67519fe66c3dd7563e468a1b7158c735dcdfbc957d9555d05f7a0cdd3a,0x45188fdd623deedc05d92c1e3bcb8355483ce431d8633c6070a6548fdcde786d,25.226,2026-02-17T00:37:00.716626Z,2026-02-17T01:52:00.716626Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0068,0xc42c3a3c79d86f1191bd06d49e413ae1592eeb28b5a66cd7e98252509a6d5351,0x8b33d1027d8530dd19bdf485020ad6f19d56e0a68cee6e06efcecd5f0df7773a,3.589,2026-02-17T15:13:35.989466Z,2026-02-17T15:43:35.989466Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0069,0x607996afb1f5f82fa89fa8b25a86f7f21e5ea57d02001e700185f4778645a74b,0x1e32258daad6c8d2f34966fc16da93561523ffc5492122e8efdb6d5842c55597,5.566,2026-02-17T02:03:34.725405Z,2026-02-17T02:33:34.725405Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0070,0xa47f5a909b2879293854795524758da152670a6f2b98db5424dc90bb6181c1c5,0x59820a47a7467ea674a27ce210d89b0cefeb52b84cdeb1f05633ce99127dd834,10.212,2026-02-17T20:36:18.593903Z,2026-02-17T21:06:18.593903Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0071,0xf9f2c81a48837a64d6efde03f371bc525c5ca6d86e183a75db82f9d0f31f61a3,0x34c86fe6d645249fb91ca7b079ebf214b985ca7b248bb5d292a001b942b54bfa,14.509,2026-02-17T21:01:01.933144Z,2026-02-17T21:41:01.933144Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0072,0x371822c2a22485cd961d415de5f9fc4074973f6ccb1e0e5fac37db30b228a7e2,0x177080a01a13ce1da309349a18cb009798c23b43faa6e662f81d31775ce55742,7.139,2026-02-17T09:20:28.898278Z,2026-02-17T09:40:28.898278Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
