session_id,user_id,receipt_hash,merkle_root,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,batch_root
research_20260521_100_v3-0011,user-006,0xbb67fdbe4ac508f97cbb34a39068d71c2d5ec632541e40789a8996cf33d9832e,0x1d2b1e26c02df043ecb87a40099d0b02f767f0f08c6813af3dbaf14834b17299,8.959,8.959,0.0,8.959,2026-05-21T23:28:42.639935Z,2026-05-22T00:43:42.639935Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0012,user-002,0x727849457d93ad157e61e9e144d2093485e986911b6fb94b896f8bfe2d27c329,0xe85f739bad7d998978155c3092124de6f94729e507578aeb59744d41811138ba,-7.311,0.0,7.311,-7.311,2026-05-21T08:10:03.890442Z,2026-05-21T08:50:03.890442Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0013,user-007,0xb6c6d44442fc326971a79f5bd2746d2e52797936e1cb7f5a052252581aa17776,0x477aa5bd5093b58a02dca76b22201498df81f0fbf11dc673ac149b893eeb8bf8,7.205,7.205,0.0,7.205,2026-05-21T19:34:46.633708Z,2026-05-21T20:34:46.633708Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0014,user-001,0xdad31dfef6f7a1ff02b0ba636b3a6bc18f913575c5202f13cdc61ed469fd5eeb,0x055fa2419ec67c6156f9358b8a5aa36bb375a71258de220c805275ad34004d7c,-0.141,3.852,3.993,-0.141,2026-05-21T00:20:09.315897Z,2026-05-21T01:00:09.315897Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0015,user-002,0x7c6e71fd2d1e9301df7b03599bbfb44e05e5f8c916c3e643d7d55297121d0d05,0x22d48e5df4720bd1ceb34f329da19f187734597551a2f31de0e5e64274d3d57b,3.936,6.033,2.097,3.936,2026-05-21T03:33:04.004082Z,2026-05-21T03:53:04.004082Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0016,user-010,0x6861b903549e3cbdac444b67441c5bf5b400008e3aaaacddfd4c00641d200772,0x011c4c05ba29185225f141f87f0ad9068cb4831959bfd3d5748b0b758b17382d,4.855,4.855,0.0,4.855,2026-05-21T11:26:11.573378Z,2026-05-21T12:06:11.573378Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0017,user-002,0x0f5bb4da735fd5eb80acae0e3fbba86a1732307226092d0e315afb46aee7cc7f,0xcc80aee8e419c6f963baf00fcbfcc12af857e59b8e6efb9ad6f12b47fc1bff4d,2.972,8.628,5.656,2.972,2026-05-21T11:04:48.387486Z,2026-05-21T12:19:48.387486Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0018,user-004,0xece07f54147de2492a039980a7a9f42500f86a58d4d7d329675f6c45606438ef,0x0a671e87874b880734009f3775c0a0e33ea8f8168cb81049c29fc3eefa3b109e,11.507,11.507,0.0,11.507,2026-05-21T06:45:38.307031Z,2026-05-21T07:15:38.307031Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0019,user-003,0x5f299cd0db89624c9db48c513af0140949a0770790db2f08b95552565cc633e9,0xd2082bdf8b009694f587508a79bced4510ea33c6eaa2d73384892fc9b33a1878,4.68,4.68,0.0,4.68,2026-05-21T08:41:33.404201Z,2026-05-21T09:21:33.404201Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0020,user-001,0x45ff6740b3a8ea0394286f5424ff609977c2d90997655dac924dfb5585cef124,0x09371c147a53058c89b9fa40b079056fad5d785807ddd0bf2b0aa95d2dab1722,1.885,2.898,1.013,1.885,2026-05-21T16:35:06.478566Z,2026-05-21T16:55:06.478566Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0021,user-004,0xfd9d19f4a6ae87c90b3b71f4c9c9d72dd0fb8e6f1f427f82b32b72b8be48019c,0x00efd2485a28beb4925a2d4c47b362acd06b10fadc51d55b21373b740f2db9b5,-0.048,2.557,2.605,-0.048,2026-05-21T03:13:58.067847Z,2026-05-21T03:43:58.067847Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0022,user-008,0x6be2ecaedac3540d2bea570b6b4b833a6e0e8338fa5b831e6b3723751a40b727,0xc4c26f6fa95d136d1faac1ae135bbbed35574f02e914dd10296122ae034d5e6f,-11.192,0.0,11.192,-11.192,2026-05-21T18:38:41.726804Z,2026-05-21T19:38:41.726804Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0023,user-003,0xe183be2f6bad294d77636096e2edf53d7c806bec30c5da08ed40531991df0e07,0x7af89818b0dbd96c1a01d208b6fa3534f1e3a35a7feb897524c42c38690fe25e,0.245,2.433,2.188,0.245,2026-05-21T10:02:57.047005Z,2026-05-21T10:42:57.047005Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0024,user-004,0x2cdb95ea20b2a864da39ae4868473e86b2fb04982edfd08008c08970a9e3f6b5,0x97a7fa01abddf6464feb21a0ebeee0da2a83e8ba2eb93bc5f9da7f53079da91d,7.517,7.517,0.0,7.517,2026-05-21T15:14:31.264838Z,2026-05-21T15:34:31.264838Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0025,user-007,0x004364f59a88fa97ddfe7fbc881f960fae4758131807b5d85b5d87aa79d5a13e,0x830a7fd5c220f597e02598be6e6f313c108d1d372de759d3254572b4dbf4bf7a,0.817,4.91,4.093,0.817,2026-05-21T07:15:01.193014Z,2026-05-21T08:30:01.193014Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0026,user-010,0x8781bcbb25c6fcf8e0abf01fba08d0edf1d88d7a84fd857604adb2428c409603,0x7688d9902bc6b6abe67d6bdbd264765da6db805732adb7cd2c08a4d8dbf44bc3,-11.153,0.0,11.153,-11.153,2026-05-21T15:56:19.734733Z,2026-05-21T16:26:19.734733Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0027,user-004,0x9115ae0664a260ff8775870e4ad4096ecc4a4b1412a867b20c93b0d96c5639dd,0xb3bfb2ed34422a54a1fd44e4a526128c683111d5d00d8ec28e605351ad06bc5d,-11.039,0.0,11.039,-11.039,2026-05-21T06:44:34.912901Z,2026-05-21T07:44:34.912901Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0028,user-009,0xba60a6454239f4f7e1080bafbebfabce87152ee7a953be466afa55bb76bcc099,0xa985833b57ce909582f921cc7e8c50f2908c6250de884e6b34dac5b69d231125,13.549,13.549,0.0,13.549,2026-05-21T00:16:26.092055Z,2026-05-21T01:31:26.092055Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0029,user-006,0x5a05e6744d6c2915bf4d788763c46bb7dd7d954b6bc91184be1b521006ac68fb,0xcef799116fd236b0305bb5627dd5e7aaebee6c25a3c2720106dfa51487b1bf27,3.691,6.217,2.526,3.691,2026-05-21T16:18:37.093289Z,2026-05-21T17:33:37.093289Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0030,user-007,0x9749411c31dc9b2eeec196e17abee8d56a44e5aaccc74ea266f118fd03a20317,0xbe0f51fc572821e0bef46b20388a850321ce6cf9db46346a42d2550ea4eff0f6,21.809,21.809,0.0,21.809,2026-05-21T03:30:02.097071Z,2026-05-21T04:30:02.097071Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0031,user-010,0x2da62a82407b40c7d8f07242f43a1237d31d1076936fe51b749e2393490cc233,0x82b46ad1709ea18e842a6cd19e9077126f9231bb2e9e6f7dd36bb5b5635bff8b,2.568,2.568,0.0,2.568,2026-05-21T10:26:16.532667Z,2026-05-21T10:46:16.532667Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0032,user-007,0xb14fb9243bfafb4b9098e20d41d2c6ef481c29cc7f846cefc8c3f1e4d31e292f,0xf9faef40a5f8b4a90007bcc4f9ddf1c5879d6c407363886b7f78970ba9bb7835,11.264,11.264,0.0,11.264,2026-05-21T17:18:18.628409Z,2026-05-21T18:18:18.628409Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0033,user-010,0xfec95f7836ec6f5f2b8eb77c5d618f2612a4577768a472db7cf6c621fefac09c,0x06c3f6f589e25c9a155e1baf76bd7ed11beadff427368e707d45873c55c47954,9.654,14.861,5.207,9.654,2026-05-21T01:14:13.793280Z,2026-05-21T02:14:13.793280Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0034,user-004,0x39e6c2780eb2689dee27ddf8d3eac9c7eb9312aa51de6c6d0f59bb279e22842f,0x83d529b251935702b3cb83de7311ed83b943be77ae9332013bc96c9dddbb4f76,15.024,15.024,0.0,15.024,2026-05-21T21:32:15.727209Z,2026-05-21T22:12:15.727209Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0035,user-006,0x9cdd7d0c07327c520bb6671c3f6f1e70223acc9edc468784ce7b20bf2e0bd32c,0x327160b8a55aa6d47e58084d55bb655b1ea7426b531253721a8e8468efacc010,14.902,18.497,3.595,14.902,2026-05-21T08:43:45.446833Z,2026-05-21T09:43:45.446833Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0036,user-007,0x04c7235f20dd90a05c2b636a756d56a64497d802ebcb2cd35e3f9256784f7612,0xe79578d1e1143224414eefb4f6384dc22a5d387b38476c09949013353c5464e0,6.964,8.847,1.883,6.964,2026-05-21T15:54:35.332041Z,2026-05-21T16:54:35.332041Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0037,user-001,0x6fd6b95f7fdb1821f7dffc07631ddf997c5e1b66aa47283c5a85da8017d77b46,0x7aae72397e535ed3028e8dd71f74ac58b80a495d8098843590daf29a64a365d7,5.412,5.412,0.0,5.412,2026-05-21T21:45:00.190512Z,2026-05-21T22:15:00.190512Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0038,user-005,0xf6be9bdbcbecbeabf4ff0009a65e93650a10553798e13bb3b1f39b3b704bcb6a,0xa5b4acc42dec068a709539814c1393cfc1f1e53ec787d928ddee3d43a7e4b75c,3.361,5.245,1.884,3.361,2026-05-21T17:56:58.722376Z,2026-05-21T18:16:58.722376Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0039,user-009,0xa099c3d511c7720b7681ecdadf74e5acd6d7399fc9ca51eb32c9c464f9be6826,0x5a17067141773d235d479f8b7995cd0a21ec67f30179d50a316c4a156a817e01,-0.033,1.226,1.259,-0.033,2026-05-21T09:39:37.280020Z,2026-05-21T09:59:37.280020Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0040,user-003,0x313e6d392615f4613595e3d9da0d136dbbce35913afe9c411dd663b32e90ea6b,0x78755f3521b53fb8d4151468f7bbde471939a733aa72c342ed77fa4fab801e28,7.14,7.14,0.0,7.14,2026-05-21T08:40:28.061799Z,2026-05-21T09:40:28.061799Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0041,user-002,0x3d6206b786feeb1c44a58bdfe669a6995fbbf9ccd4d292a7cadd1af769d3e17c,0x10c66471b4fa757647eeccd760f8df55ee33a25bc9aec8a99591e168a79a7710,7.132,7.132,0.0,7.132,2026-05-21T00:07:45.474198Z,2026-05-21T00:27:45.474198Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0042,user-010,0x24f443d43bf31e4ad8e0a9701380c7305629e0dec04415db653b4806ade77407,0x773595a26aaec0e9ce5e738ae1d21eb3043f5eaf14e0e6985f5fe3969a72c0d8,14.805,14.805,0.0,14.805,2026-05-21T00:13:21.299096Z,2026-05-21T00:53:21.299096Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0043,user-010,0xef16151db725c9a1e61bb6f42c834b2e05afbd84f0e3c8432114bacef952ae12,0x8cdda0ed2156cc9d7129464aaec4bda8625dcedd74fa0c8db12216c1fab6b515,0.136,1.345,1.209,0.136,2026-05-21T12:42:19.561814Z,2026-05-21T13:02:19.561814Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0044,user-007,0xe0c1c4e8eee027a951ab0bfb4c5faeb0000ffadb67e7ad5c86a20e10105b2797,0x8fee62cc91c1d3e4d8a3b2ea6b6bbbaaca67d4d00ee90102e2c9ee502601553f,3.91,7.517,3.607,3.91,2026-05-21T21:13:43.327467Z,2026-05-21T21:43:43.327467Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0045,user-007,0x22eb2eecba2e1fc865b3240a2226a8a44223d41e5e72a27d553ae403e648df01,0xe6443331de6460227f841cb44e6ed5759ce05330fa55d0a11c7e292eab176a38,27.548,27.548,0.0,27.548,2026-05-21T01:21:32.772800Z,2026-05-21T02:36:32.772800Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0046,user-010,0xce5ac7ea01d89808769cf6c3bab6cce4654c857006d80fe7a921b81e0bf71df3,0xd04dc399d3d6c9399726b3218266bbcd60681386c0a68c26d5602b90c795735d,7.084,7.084,0.0,7.084,2026-05-21T13:31:19.537117Z,2026-05-21T14:31:19.537117Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0047,user-009,0xb37fb0a390c420fe78cd6e1f29b27e1f822bed868958c93bbd0c167fba763b47,0x89cf7bbe2b2ea8c6e95dc2640116971369162867f23657a20f7bb9dc6139a5c1,7.108,7.108,0.0,7.108,2026-05-21T04:11:06.289638Z,2026-05-21T04:31:06.289638Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0048,user-004,0x38c03333f588949e57f987d588a2f305ee4671106c8889e2a3c4b22664608164,0x09e7c7efef3db8f85701fcd6c3fb6a214f7959aaee26e398368f51e6c19d553b,-5.532,0.0,5.532,-5.532,2026-05-21T17:34:26.341013Z,2026-05-21T18:04:26.341013Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0049,user-004,0x9d03933db143e604eaf1a0b347e0c788d3bfd94735f35f8eafc78af93a16800f,0x1c188d109eb1fc5870b94b24a173a8863cdb7f58bb8fdb72b14e549fc6a91045,3.716,3.716,0.0,3.716,2026-05-21T00:10:08.983156Z,2026-05-21T00:30:08.983156Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0050,user-008,0x850c8d7ecc04b96720a0fb386cee8cb2caf8cbbe077ce84c8782f7cfb073123e,0x10fbfee4cea89883b13a047a8dde55c61398eceb61139897f18cb2b381204558,-8.67,0.0,8.67,-8.67,2026-05-21T18:08:01.649715Z,2026-05-21T19:23:01.649715Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0051,user-008,0xa5c49aa3d65ec926d647a48a60c1ff491803347fcc707af1afdfe8c066597c57,0x28b7ee2906361bbac55721e82b453fab0adaedd814131dcdb2f6e6d951e79001,-27.453,0.0,27.453,-27.453,2026-05-21T15:42:01.291438Z,2026-05-21T16:57:01.291438Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0052,user-002,0x11e3858a60df1137f05c1dbf61e038c610d8c36dff9eaced0182f3d91b14fa7d,0x40c6e712ff8ee304677c0a4ffdb3be70c5e2c6bc55449d9edfcfb04308f4c911,7.328,7.328,0.0,7.328,2026-05-21T03:00:09.951682Z,2026-05-21T04:00:09.951682Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0053,user-008,0x982c81dc3cbab24446edb442c24ee8d709586d0ea02295751b17d9f1c196f3ef,0xfc270714fe4669e3bc7e2e00505a8c4de426b7ba0027fcc4f25ea9701c8451b9,0.308,3.683,3.375,0.308,2026-05-21T03:02:46.107297Z,2026-05-21T03:22:46.107297Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0054,user-001,0x02a22595a0847ec3e755a40ad679c8c715f71ef6fcccd845cd960f50e706b2a0,0x7ae0ede83e345576a1f8f82702abbae6bd5aa23ef0d0493527d2f2a879d51c90,-3.591,0.0,3.591,-3.591,2026-05-21T22:52:46.380306Z,2026-05-21T23:12:46.380306Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0055,user-007,0x946616e4d261009cab68e25adee1f9090526cb4d05668c89f20b47a5d1803e1e,0x8dc9c32bb70ef7b6cc54df2be3a64b52889b9f2be47cebcf9f8ca76f230fd56c,5.95,5.95,0.0,5.95,2026-05-21T09:06:37.024158Z,2026-05-21T09:36:37.024158Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0056,user-008,0xe484d61c58d2b1febf1755d613a0e02906fbaa5c71232c9f9ecfa02fade0cc08,0xe7ca3826a7c835b7dcd3aab5fa4022b07fc245bf20fd3cbac9134abe23904296,13.517,13.517,0.0,13.517,2026-05-21T01:17:51.641142Z,2026-05-21T02:32:51.641142Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0057,user-001,0x966f68cc1a1e62a28b71481e76f65193bdda83f16bd48be0a20195aff2e38fc2,0x4e7163d5b532a25a96d5dda7364858a087cc7f5a570f965b8b97202f76195584,11.307,11.307,0.0,11.307,2026-05-21T02:07:42.695199Z,2026-05-21T03:07:42.695199Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0058,user-003,0x4925a9f3d07db10aae130da2dd790adc8ab382122a4ab50a9a3c24b62544c4d7,0x1c9fd5e89ee54b2d9e32ea04c342d9e5dc512dbf02ae9321a8f90b210d6cf18a,6.836,6.836,0.0,6.836,2026-05-21T21:49:12.476336Z,2026-05-21T22:29:12.476336Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0059,user-006,0x2e722d8a98c88d797fd30333163cc0cd026b90336e350f3ba2b9bfcb9e796e0a,0xc1cd77dd90c61a51960f9f7c917479782c271264085522577a714d0e000a70ae,4.861,6.0,1.139,4.861,2026-05-21T04:40:54.308665Z,2026-05-21T05:40:54.308665Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0060,user-010,0xdb31822488b8806fd1693dcc9e9666fd85fe6fcdf72b092f218fc8c07f659270,0x362b0aba8e6d03e6cc52d4f0cb3d6c3984e1db48fc9d68f62524ace3be3ee51d,14.471,14.471,0.0,14.471,2026-05-21T02:45:42.109373Z,2026-05-21T04:00:42.109373Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0061,user-003,0xa67f97d952f1931807c1f189b35b9e70a5087bbc14cb777334bdf0b5ae34dffa,0xdac90b4d68599c1ea4a2131ec25009dbdf0c277699b5928882b8a74cbc6e66c8,3.552,3.552,0.0,3.552,2026-05-21T02:44:00.249071Z,2026-05-21T03:04:00.249071Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0062,user-002,0x051367c664dde4278727bd0d5e822bf76d8349f23b0d45f7f5a5139e74e8ca42,0x329a295cb35977e441f406b59f31ee44599c42d9313e100e8e41b66d4f6c73a1,15.176,15.176,0.0,15.176,2026-05-21T00:26:27.845137Z,2026-05-21T01:06:27.845137Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
research_20260521_100_v3-0063,user-006,0xc00c83cdf9f8a50bc5d65eeaf223fbcb6c20b6cbef8562ba3debe09bfa7e9975,0x083b77d19c9287bf21aeae982d4cdffe962a4991295ba553f134fde5d0281ace,0.8,5.908,5.108,0.8,2026-05-21T18:08:15.647285Z,2026-05-21T18:38:15.647285Z,2026-05-21,0x4ced300f57c4b8b4a9a8eb3b579c5f025e31f83e9f296c785e021d049bf1c6bf
